objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237667143395312082,120.757233720516,16.3316863957123,DOUBLE,"[(49, 50)(34, 46)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(74, 53)]",NO_PEAK,"[]"
1237667109571723745,120.776860576439,16.4742353181091,NO_PEAK,"[]",DOUBLE,"[(50, 50)(42, 51)]",DOUBLE,"[(50, 50)(63, 47)]",SINGLE,"[(50, 50)]"
1237665097917137468,121.667087711245,17.3636911883185,NO_PEAK,"[]",DOUBLE,"[(50, 50)(58, 56)]",DOUBLE,"[(50, 50)(58, 48)]",DOUBLE,"[(50, 50)(59, 48)]"
1237664834849472979,121.437275348767,17.361510043828,NO_PEAK,"[]",DOUBLE,"[(49, 50)(54, 41)]",DOUBLE,"[(50, 51)(54, 41)]",NO_PEAK,"[]"
1237664834849407504,121.26619719164,17.2880471246529,NO_PEAK,"[]",DOUBLE,"[(50, 50)(58, 44)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237664834849276370,120.950714332524,17.2098687984652,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(54, 43)]"
1237667109571658332,120.623770084803,16.5003277007605,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(38, 44)]",DOUBLE,"[(50, 50)(38, 44)]"
1237667143395246382,120.669929691799,16.3453448533951,NO_PEAK,"[]",DOUBLE,"[(16, 14)(14, 5)]",DOUBLE,"[(16, 14)(14, 6)]",DOUBLE,"[(16, 14)(14, 5)]"
1237667143395246245,120.687786632047,16.2287988845633,SINGLE,"[(51, 50)]",DOUBLE,"[(50, 50)(62, 48)]",DOUBLE,"[(50, 50)(62, 48)]",DOUBLE,"[(62, 49)(50, 51)]"
1237667109571657947,120.580945793958,16.4729826612609,SINGLE,"[(51, 34)]",DOUBLE,"[(51, 35)(50, 51)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237665097916612969,120.545930507055,16.6114053103562,NO_PEAK,"[]",DOUBLE,"[(50, 50)(61, 50)]",DOUBLE,"[(50, 50)(61, 51)]",NO_PEAK,"[]"
1237667109571658310,120.676121868809,16.3918745129088,SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(57, 39)]",NO_PEAK,"[]"
1237667143395247000,120.608549564023,16.2885195588934,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(57, 53)]",DOUBLE,"[(50, 51)(57, 54)]"
1237667143395115521,120.404235096225,16.1600149616256,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(73, 55)]"
1237667143395180853,120.523050272988,16.0693885123882,DOUBLE,"[(51, 46)(49, 52)]",NO_PEAK,"[]",SINGLE,"[(19, 50)]",SINGLE,"[(19, 50)]"
