objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237657776077996280,130.390811474564,37.9570172465489,NO_PEAK,"[]",SINGLE,"[(50, 51)]",DOUBLE,"[(50, 50)(64, 42)]",DOUBLE,"[(50, 50)(64, 42)]"
1237657775540732165,129.838363113454,37.0950968262686,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(49, 45)]",DOUBLE,"[(50, 50)(48, 45)]"
1237657775003795891,130.05015947224,36.7348665647243,SINGLE,"[(99, 11)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(57, 49)]",DOUBLE,"[(50, 50)(58, 49)]"
1237657629511319807,130.151696827082,36.9048529973489,NO_PEAK,"[]",SINGLE,"[(29, 39)]",DOUBLE,"[(50, 50)(29, 39)]",DOUBLE,"[(50, 50)(29, 38)]"
1237657629511385394,130.276556236262,37.0204795133376,NO_PEAK,"[]",SINGLE,"[(46, 37)]",SINGLE,"[(46, 37)]",DOUBLE,"[(46, 37)(50, 50)]"
1237657629511712956,130.739133103986,37.5471177599288,NO_PEAK,"[]",DOUBLE,"[(50, 50)(64, 59)]",DOUBLE,"[(50, 50)(64, 59)]",NO_PEAK,"[]"
1237657775541125383,130.658115866022,37.5951850529911,NO_PEAK,"[]",DOUBLE,"[(57, 51)(47, 49)]",NO_PEAK,"[]",SINGLE,"[(17, 23)]"
1237657775541256452,130.948631934044,37.8755080452876,NO_PEAK,"[]",DOUBLE,"[(50, 50)(53, 43)]",DOUBLE,"[(50, 51)(54, 43)]",DOUBLE,"[(50, 50)(54, 43)]"
1237657775004254242,131.019251456081,37.3847524392568,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(38, 47)]"
1237657628974776566,131.150830156714,37.043486245373,NO_PEAK,"[]",DOUBLE,"[(50, 50)(57, 36)]",NO_PEAK,"[]",NO_PEAK,"[]"
