objid,bands,pid1,pid2
1237651735774757174,r,1237651735774757174,1237651735774757174
1237651736311628042,i,1237651736311628041,1237651736311628042
1237651736311496887,i,1237651736311496888,1237651736311496888
1237651752954168181,i,1237651752954167722,1237651752954167722
1237651735774560736,i,1237651735774560726,1237651735774560726
1237648722322063781,i,1237648722322064385,1237648722322064022
1237648722321867109,i,1237648722321867109,1237648722321867124
1237651752953905733,r,1237651752953905733,1237651752953905733
1237648722321801850,i,1237648722321801850,1237648722321801850
1237651735237427332,i,1237651735237427331,1237651735237427332
1237674366455709733,i,1237674366455709733,1237674366455709733
1237674290218140010,i,1237674290218140010,1237674290218140011
1237665231595700419,gr,1237665231595700419,1237665231595700419
1237667430629507294,ri,1237667430629507294,1237667430629507294
1237667430629572702,i,1237667430629572702,1237667430629572702
1237667253997076745,i,1237667253997076745,1237667253997076748
1237667210510860554,ur,1237667210510860554,1237667210510860554
1237667209973793358,i,1237667209973793358,1237667209973793359
1237667211584864414,ug,1237667211584864414,1237667211584864414
1237667252923531465,i,1237667252923531465,1237667252923531468
1237667252923728126,g,1237667252923728126,1237667252923728126
1237667430630097156,g,1237667430630097156,1237667430630097156
1237667293726376647,i,1237667293726376647,1237667293726376650
1237667209974186339,i,1237667209974186339,1237667209974186339
1237667211048059051,i,1237667211048059051,1237667211048059059
1237667211047993533,u,1237667211047993533,1237667211047993535
1237667293726638231,gr,1237667293726638231,1237667293726638234
1237667430630359385,i,1237667430630359385,1237667430630359385
1237667210511253708,gr,1237667210511253708,1237667210511253708
1237667539077955757,g,1237667539077955757,1237667539077955757
1237667292117401728,gri,1237667292117401724,1237667292117401725
1237667292117402283,g,1237667292117402284,1237667292117402283
1237667429557993844,r,1237667429557993844,1237667429557993844
1237667539077890288,ri,1237667539077890288,1237667539077890289
1237667292116943050,r,1237667292116943050,1237667292116943050
1237667292117205180,ugri,1237667292117205180,1237667292117205181
1237667429557797035,g,1237667429557797036,1237667429557797035
1237667538005524709,r,1237667538005524709,1237667538005524709
1237667783356448872,ri,1237667783356448872,1237667783356448874
1237667783356514381,g,1237667783356514381,1237667783356514384
1237667536395829487,r,1237667536395829487,1237667536395829488
1237667736104468590,u,1237667736104468590,1237667736104468590
1237667540679196812,g,1237667540679196812,1237667540679196812
1237667736104140920,i,1237667736104140923,1237667736104140920
1237667540679065833,gr,1237667540679065833,1237667540679065833
1237667536932503850,i,1237667536932503850,1237667536932503852
1237667536932700260,gr,1237667536932700260,1237667536932700261
1237667541215936693,i,1237667541215936693,1237667541215936695
1237667541215543355,ri,1237667541215543355,1237667541215543356
1237667541752479995,g,1237667541752479995,1237667541752479995
1237667537469112592,gr,1237667537469112592,1237667537469112592
1237667783355793644,i,1237667783355793644,1237667783355793645
1237667536932110342,i,1237667536932110341,1237667536932110342
1237667541752283228,g,1237667541752283228,1237667541752283228
1237667540678213829,gr,1237667540678213829,1237667540678213829
1237667536931979455,g,1237667536931979455,1237667536931979455
1237667783355793539,gr,1237667783355793539,1237667783355793544
1237667541752086822,ri,1237667541752086822,1237667541752086822
1237664669518397642,ri,1237664669518397642,1237664669518397643
1237662226214158422,g,1237662226214158422,1237662226214158422
1237664669518528705,u,1237664669518528705,1237664669518528705
1237664669518528615,ri,1237664669518528614,1237664669518528613
1237664670055596269,ri,1237664670055596264,1237664670055596264
1237664670055727229,gri,1237664670055727229,1237664670055727229
1237667783392821586,g,1237667783392821586,1237667783392821587
1237668366386069619,ri,1237668366386069619,1237668366386069619
1237667781782339888,gri,1237667781782339889,1237667781782339888
1237668365849198630,gi,1237668365849198698,1237668365849198660
1237667782319210872,gr,1237667782319210872,1237667782319210872
1237668366386266151,i,1237668366386266149,1237668366386266151
1237667782319407413,ri,1237667782319407413,1237667782319407414
1237667783393083660,ri,1237667783393084713,1237667783393083662
1237667735604167078,g,1237667735604167078,1237667735604167078
1237667735604232321,gri,1237667735604232321,1237667735604232324
1237670965915877624,gri,1237670965915877624,1237670965915877624
1237667781198741904,gr,1237667781198741904,1237667781198741904
1237670448369500593,i,1237670448369500593,1237670448369500593
1237670965915942976,ri,1237670965915942976,1237670965915942976
1237671262805819725,i,1237671262805819725,1237671262805819725
1237670448369303839,i,1237670448369303839,1237670448369303839
1237670965378744451,i,1237670965378744452,1237670965378744451
1237670965915681045,i,1237670965915681045,1237670965915681045
1237670595474686512,i,1237670595474686774,1237670595474686774
1237667782809223502,gi,1237667782809223502,1237667782809223502
1237667782809223555,r,1237667782809223999,1237667782809223555
1237667730732286069,gr,1237667730732286069,1237667730732286069
1237667730732220590,r,1237667730732220590,1237667730732220590
1237667730195218615,r,1237667730195218615,1237667730195218673
1237667782272156086,i,1237667782272156086,1237667782272156087
1237667730195284003,r,1237667730195284003,1237667730195284003
1237667730195349812,ri,1237667730195349812,1237667730195349813
1237667730195415140,u,1237667730195415140,1237667730195415140
1237667782272614586,gr,1237667782272614584,1237667782272614586
1237665440988594379,i,1237665440988594379,1237665440988594379
1237665442599207078,i,1237665442599207078,1237665442599207078
1237665442062205086,gri,1237665442062205085,1237665442062205086
1237665442599272582,ri,1237665442599272582,1237665442599272582
1237665429173305498,ri,1237665429173305497,1237665429173305498
1237665429173305514,gr,1237665429173305514,1237665429173305514
1237665442062401671,i,1237665442062401671,1237665442062401671
1237665429173305474,g,1237665429173305474,1237665429173305474
1237665441525399694,ri,1237665441525399694,1237665441525399699
1237665442599338299,r,1237665442599338298,1237665442599338299
1237665442599403713,gr,1237665442599403713,1237665442599403713
1237665442599338118,g,1237665442599338118,1237665442599338118
1237665442062532726,ri,1237665442062532726,1237665442062532726
1237665428636369079,ri,1237665428636369079,1237665428636369079
1237665429710307497,gri,1237665429710307497,1237665429710307499
1237667322179223696,ugri,1237667322179223696,1237667322179223696
1237667322179158163,ri,1237667322179158165,1237667322179158165
1237667321641959639,i,1237667321641959639,1237667321641959639
1237667321642025135,ugri,1237667321642025135,1237667321642025135
1237667322179092564,u,1237667322179092564,1237667322179092564
1237667429570707524,gri,1237667429570707524,1237667429570707524
1237667322715963456,gri,1237667322715963456,1237667322715963457
1237667321641893993,r,1237667321641893993,1237667321641893993
1237665129623060634,gr,1237665129623060634,1237665129623060634
1237665025984168213,ri,1237665025984168213,1237665025984168213
1237665129086124150,gri,1237665129086124155,1237665129086124150
1237665024910164103,g,1237665024910164103,1237665024910164103
1237665128548990982,gri,1237665128548990982,1237665128548990982
1237665024910098614,gri,1237665024910098614,1237665024910098614
1237665025983709233,ugr,1237665025983709233,1237665025983709234
1237665129085534448,gri,1237665129085534448,1237665129085534448
1237665129085534436,r,1237665129085534436,1237665129085534440
1237665025983709385,i,1237665025983709385,1237665025983709386
1237665025446903829,gri,1237665025446903859,1237665025446903845
1237665548363956317,ri,1237665548363956317,1237665548363956352
1237665567691833443,ri,1237665567691833489,1237665567691833443
1237665567691833458,r,1237665567691833458,1237665567691833458
1237668337934074203,ri,1237668337934074203,1237668337934074203
1237665548363497904,gri,1237665548363497904,1237665548363497904
1237665567691374621,r,1237665567691374687,1237665567691374687
1237665567154373028,i,1237665567154373028,1237665567154373028
1237665548363432095,ugri,1237665548363432095,1237665548363432095
1237665548363366771,ugri,1237665548363367730,1237665548363367730
1237665548363432038,i,1237665548363432038,1237665548363432038
1237665567691178448,i,1237665567691178449,1237665567691178448
1237665532259729802,u,1237665532259729802,1237665532259729802
1237665533333340389,i,1237665533333340389,1237665533333275097
1237665532796469551,g,1237665532796469551,1237665532796469554
1237665532796404116,i,1237665532796404116,1237665532796404116
1237665532259795285,ri,1237665532259795285,1237665532259795285
1237665531722858675,i,1237665531722858675,1237665531722858677
1237665548900303168,gri,1237665548900303168,1237665548900303168
1237665129094250698,ug,1237665129094250698,1237665129094250699
1237665101676609818,ri,1237665101676609818,1237665101676609818
1237665127483375980,g,1237665127483375980,1237665127483375980
1237665128557248929,g,1237665128557248929,1237665128557248930
1237665128557183208,gri,1237665128557183208,1237665128557183208
1237665127483244693,gri,1237665127483244693,1237665127483244693
1237665101676347607,gi,1237665101676347607,1237665101676347607
1237665128020115737,i,1237665128020115737,1237665128020115737
1237665127483375735,ri,1237665127483375735,1237665127483375735
1237665102750220498,i,1237665102750220499,1237665102750220498
1237665128557117696,ri,1237665128557117696,1237665128557117696
1237665102213415152,gr,1237665102213415152,1237665102213415152
1237665128020115684,g,1237665128020115684,1237665128020115684
1237665127483179154,ri,1237665127483179154,1237665127483179157
1237667443510804720,ri,1237667443510804720,1237667443510804720
1237667324333457570,u,1237667324333457570,1237667324333457570
1237667324333457680,gri,1237667324333457680,1237667324333457680
1237665440440975469,gr,1237665440440975469,1237665440440975469
1237667444047544450,u,1237667444047544896,1237667444047544564
1237667324333457587,i,1237667324333457587,1237667324333457587
