objid,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks,z-type,z-peaks
1237663783681000055,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(15, 55)]",DOUBLE,"[(15, 54)(14, 48)]",NO_PEAK,"[]"
1237663784197620887,SINGLE,"[(32, 26)]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(33, 26)(40, 28)]",DOUBLE,"[(70, 11)(50, 27)]"
1237663784197948455,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(27, 36)]",DOUBLE,"[(28, 36)(35, 33)]",DOUBLE,"[(49, 49)(25, 36)]"
1237666408458223930,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(43, 55)]",DOUBLE,"[(49, 51)(42, 55)]"
1237663784198472737,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(33, 29)]",SINGLE,"[(31, 26)]",DOUBLE,"[(86, 77)(39, 54)]"
1237663784199324658,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 29)]",DOUBLE,"[(52, 20)(50, 29)]",NO_PEAK,"[]"
1237663784199913886,NO_PEAK,"[]",SINGLE,"[(49, 41)]",SINGLE,"[(49, 41)]",DOUBLE,"[(49, 41)(50, 50)]",DOUBLE,"[(50, 50)(91, 43)]"
1237663784200372497,DOUBLE,"[(36, 16)(30, 11)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(1, 8)(72, 62)]"
1237663784200503314,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(43, 45)]",DOUBLE,"[(74, 38)(43, 44)]"
1237663784200503475,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(18, 48)]",DOUBLE,"[(17, 48)(3, 45)]",NO_PEAK,"[]"
