objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237651736301994050,198.632007693142,2.23777818265067,NO_PEAK,"[]",DOUBLE,"[(51, 50)(58, 49)]",DOUBLE,"[(50, 50)(59, 49)]",SINGLE,"[(30, 31)]"
1237651736302256388,199.289691590997,2.34113314083456,NO_PEAK,"[]",DOUBLE,"[(50, 50)(26, 60)]",DOUBLE,"[(49, 51)(26, 61)]",DOUBLE,"[(50, 50)(27, 61)]"
1237651737376391325,200.114279790718,3.1714658571469,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(47, 61)]",DOUBLE,"[(50, 51)(48, 61)]"
1237679167157239965,20.2888603331836,15.6947177075721,NO_PEAK,"[]",DOUBLE,"[(50, 50)(52, 30)]",DOUBLE,"[(50, 50)(52, 31)]",DOUBLE,"[(50, 50)(52, 31)]"
1237653652916994196,19.6807526551391,15.18686618665,NO_PEAK,"[]",SINGLE,"[(50, 48)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(48, 65)]"
1237649921115226261,19.898906767545,15.4460126258977,NO_PEAK,"[]",DOUBLE,"[(50, 50)(40, 51)]",DOUBLE,"[(50, 50)(40, 51)]",DOUBLE,"[(50, 49)(40, 51)]"
1237649954403582130,19.7925039819848,14.7841897380521,NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(38, 41)]"
1237649920578289786,19.5794332805813,15.0605580443249,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(44, 36)]"
1237649920578289724,19.6910528996845,14.9932483833315,NO_PEAK,"[]",DOUBLE,"[(50, 50)(37, 80)]",DOUBLE,"[(50, 50)(37, 81)]",DOUBLE,"[(50, 50)(37, 80)]"
1237649921115488408,20.514892315749,15.438407257103,NO_PEAK,"[]",SINGLE,"[(53, 35)]",DOUBLE,"[(50, 50)(53, 35)]",DOUBLE,"[(50, 50)(53, 35)]"
1237649921115488264,20.4057159053095,15.4384381034372,NO_PEAK,"[]",SINGLE,"[(51, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(65, 99)(51, 50)]"
1237649954403647683,19.878320523383,14.9107071343742,NO_PEAK,"[]",DOUBLE,"[(50, 50)(59, 49)]",DOUBLE,"[(50, 50)(59, 49)]",DOUBLE,"[(50, 50)(59, 49)]"
1237649954403647702,19.8822041166593,14.8914717449905,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(42, 40)]",DOUBLE,"[(50, 50)(42, 40)]"
1237649954403778657,20.1806437678691,14.8471031696062,NO_PEAK,"[]",DOUBLE,"[(50, 49)(53, 60)]",DOUBLE,"[(50, 50)(52, 60)]",DOUBLE,"[(50, 49)(52, 68)]"
1237649920578683014,20.591935362136,14.931234899254,NO_PEAK,"[]",DOUBLE,"[(51, 49)(57, 44)]",SINGLE,"[(49, 50)]",NO_PEAK,"[]"
1237649954403975427,20.7623887101175,14.8417132697034,SINGLE,"[(30, 27)]",SINGLE,"[(30, 27)]",SINGLE,"[(30, 28)]",DOUBLE,"[(30, 27)(31, 20)]"
1237649954403975405,20.7330641493889,14.7284882989398,NO_PEAK,"[]",SINGLE,"[(50, 49)]",DOUBLE,"[(44, 64)(50, 49)]",DOUBLE,"[(43, 65)(50, 50)]"
1237649920041943180,20.9182076698884,14.6103174100293,NO_PEAK,"[]",DOUBLE,"[(48, 54)(50, 49)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237653652917649508,21.1544505881889,15.1608084412258,SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 49)(59, 57)]"
1237649920579010857,21.2789632169391,14.8932731694561,DOUBLE,"[(50, 50)(57, 48)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237653652917584040,21.0934742251202,15.119538995755,SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(60, 51)]",DOUBLE,"[(50, 50)(60, 51)]",DOUBLE,"[(50, 50)(59, 50)]"
1237649954404106330,20.9960313913448,14.8191956256399,NO_PEAK,"[]",DOUBLE,"[(49, 50)(45, 58)]",DOUBLE,"[(50, 50)(45, 58)]",SINGLE,"[(4, 19)]"
