objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks,status
1237663237669323231,59.4356804405465,-0.727652327543039,DOUBLE,"[(27, 20)(23, 18)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(26, 27)]",success
1237657069547750033,25.7285019111058,-0.907516357199435,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(49, 50)(50, 50)]",NO_PEAK,"[]",success
1237663782599328755,28.6801345216592,-1.19665848009114,SINGLE,"[(52, 4)]",NO_PEAK,"[]",DOUBLE,"[(38, 35)(39, 36)]",SINGLE,"[(37, 34)]",success
1237666407381729544,29.815403114443,-0.508028879952468,NO_PEAK,"[]",DOUBLE,"[(48, 50)(48, 51)]",DOUBLE,"[(50, 50)(50, 51)]",SINGLE,"[(50, 50)]",success
1237663784751661548,39.6927394987794,0.53441403308332,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(36, 6)(36, 7)]",NO_PEAK,"[]",success
1237666300020457892,54.2435352071745,-0.472488620366055,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(17, 9)]",DOUBLE,"[(15, 14)(18, 8)]",success
1237657190370771490,5.53460615381516,-0.610964888813041,DOUBLE,"[(19, 23)(19, 24)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(19, 20)]",success
1237663784199849122,5.60141037435269,0.206900925289223,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(38, 11)]",DOUBLE,"[(38, 11)(39, 11)]",success
1237657190371950837,8.29725194444927,-0.612113476069,NO_PEAK,"[]",DOUBLE,"[(53, 41)(50, 50)]",DOUBLE,"[(52, 42)(49, 50)]",DOUBLE,"[(53, 41)(50, 49)]",success
1237663204921246255,16.1835886813481,0.666520592959921,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(27, 49)]",DOUBLE,"[(27, 48)(30, 53)]",success
