objid,bands,pid1,pid2
1237654608533389372,ri,1237654608533389372,1237654608533389372
1237651249890459656,i,1237651249890459655,1237651249890459656
1237654874825556045,gr,1237654874825556045,1237654874825556046
1237654398621122727,i,1237654398621122727,1237654398621122727
1237651250427068606,g,1237651250427068606,1237651250427068606
1237654398621057082,i,1237654398621057082,1237654398621057082
1237654609606738214,g,1237654609606738214,1237654609606738214
1237654609606803655,ri,1237654609606803655,1237654609606803655
1237654609606738139,ug,1237654609606738139,1237654609606738139
1237651067355070641,gri,1237651067355070641,1237651067355070641
1237654610680610932,r,1237654610680610932,1237654610680610933
1237654610143609004,i,1237654610143609004,1237654610143609006
1237654601558720728,gr,1237654601558720728,1237654601558720730
1237654602095657099,r,1237654602095657110,1237654602095657099
1237654605853688070,i,1237654605853688070,1237654605853688072
1237654606390558875,g,1237654606390558875,1237654606390558875
1237674462026006794,g,1237674462026006794,1237674462026006794
1237654606390690013,i,1237654606390690013,1237654606390690013
1237654605853688175,i,1237654605853688174,1237654605853688175
1237674462026072248,g,1237674462026072248,1237674462026072248
1237654601559245162,ri,1237654601559245162,1237654601559245162
1237654605317013776,gri,1237654605317013776,1237654605317013776
1237654605317013574,i,1237654605317013574,1237654605317013575
1237654604781125873,ri,1237654604781125873,1237654604781125873
1237674459879375538,i,1237674459879375779,1237674459879375779
1237654605317931214,ri,1237654605317931214,1237654605317931215
1237654601023094877,u,1237654601023094877,1237654601023094877
1237654604244058282,ri,1237654604244058282,1237654604244058282
1237674459879244009,ri,1237674459879244008,1237674459879244007
1237654605317800110,ri,1237654605317800110,1237654605317800110
1237654604780732513,g,1237654604780732513,1237654604780732513
1237651537647173759,gri,1237651537647173759,1237651537647173759
1237651539257589954,gr,1237651539257589958,1237651539257589954
1237651538720850044,u,1237651538720850044,1237651538720850044
1237651539257721006,ri,1237651539257721006,1237651539257721006
1237651538184110216,r,1237651538184110214,1237651538184110216
1237654949446942949,i,1237654949446942949,1237654949446942950
1237651539258179837,r,1237651539258179837,1237651539258179840
1237651539794854238,gr,1237651539794854238,1237651539794854238
1237671769610649610,i,1237671769610649610,1237671769610649611
1237671940872601923,i,1237671940872601923,1237671940872601925
1237654950520619146,i,1237654950520619146,1237654950520619147
1237671940872798361,i,1237671940872798361,1237671940872798363
1237656241700602093,ri,1237656241700602093,1237656241700602093
1237656494031503901,g,1237656494031503901,1237656494031503901
1237656240626729131,ri,1237656240626729132,1237656240626729131
1237652942630027676,gr,1237652942630027676,1237652942630027676
1237656241700340210,ug,1237656241700340210,1237656241700340210
1237652942629765330,ri,1237652942629765330,1237652942629765330
1237656241700340142,ri,1237656241700340143,1237656241700340142
1237656240626598352,ri,1237656240626598351,1237656240626598352
1237656240626598258,u,1237656240626598258,1237656240626598258
1237656240626467123,u,1237656240626467123,1237656240626467123
1237652942092828986,i,1237652942092828986,1237652942092828986
1237652942629568771,i,1237652942629568771,1237652942629568771
1237656241700143187,ri,1237656241700143186,1237656241700143187
1237656240626401639,gri,1237656240626401639,1237656240626401639
1237652942092763581,gr,1237652942092763581,1237652942092763579
1237656240626401583,ri,1237656240626401583,1237656240626401595
1237652942629503314,i,1237652942629503314,1237652942629503316
1237652943166243026,r,1237652943166243026,1237652943166243029
1237652943166374003,ri,1237652943166374003,1237652943166374003
1237656243310624914,g,1237656243310624914,1237656243310624915
1237656243310756019,gri,1237656243310756019,1237656243310756053
1237656242773754242,gr,1237656242773754242,1237656242773754242
1237656242236817818,i,1237656242236817818,1237656242236817819
1237652943703179590,gri,1237652943703179590,1237652943703179590
1237656242773688754,ri,1237656242773688754,1237656242773688754
1237653587941523813,i,1237653587941523813,1237653587941523814
1237674368065863706,u,1237674368065863736,1237674368065863706
1237653588478460320,u,1237653588478460320,1237653588478460320
1237653588478460276,gri,1237653588478394946,1237653588478394946
1237654391637279121,gri,1237654391637279121,1237654391637279121
1237654391637344917,ri,1237654391637344917,1237654391637344918
1237654391637475380,ri,1237654391637475379,1237654391637475380
1237654391100997927,i,1237654391100997927,1237654391100997927
1237654391100932529,i,1237654391100932529,1237654391100932529
1237654391100604784,i,1237654391100604784,1237654391100604786
1237654391100539331,i,1237654391100539331,1237654391100539331
1237653587942048172,i,1237653587942048172,1237653587942048173
1237653587942113593,gr,1237653587942113592,1237653587942113593
1237667542824779847,gri,1237667542824779846,1237667542824779847
1237667292117860679,i,1237667292117860679,1237667292117860680
1237667542825107516,r,1237667542825107515,1237667542825107518
1237667542824911104,r,1237667542824911109,1237667542824911104
1237667542287909122,i,1237667542287909122,1237667542287909122
1237667538542002411,gri,1237667538542002411,1237667538542002412
1237667538542002381,ri,1237667538542002381,1237667538542002381
1237667538541740280,g,1237667538541740280,1237667538541740280
1237667538541871242,gr,1237667538541871258,1237667538541871256
1237667538541936739,i,1237667538541936739,1237667538541936742
1237667538005000424,gr,1237667538005000424,1237667538005000424
1237667542288302327,i,1237667542288302327,1237667542288302327
1237667542288302353,i,1237667542288302353,1237667542288302353
1237667539079135415,ri,1237667539079135415,1237667539079135415
1237667538542198924,gi,1237667538542198924,1237667538542198926
1237667542288433377,gri,1237667542288433377,1237667542288433377
1237667542288564294,ri,1237667542288564294,1237667542288564295
1237665228378275922,g,1237665228378275922,1237665228378275922
1237665023830261880,u,1237665023830261880,1237665023830261880
1237665331461816464,i,1237665331461816463,1237665331461816464
1237665126932218117,ri,1237665126932218117,1237665126932218119
1237665330924814388,ug,1237665330924814388,1237665330924814388
1237665227304140990,gr,1237665227304140990,1237665227304141000
1237665023829999678,r,1237665023829999678,1237665023829999680
1237665227304075292,u,1237665227304075271,1237665227304075271
1237665227304075439,u,1237665227304075439,1237665227304075439
1237665331461488747,ri,1237665331461488747,1237665331461488747
1237665331461357697,gri,1237665331461357697,1237665331461357697
1237665331461423116,i,1237665331461423115,1237665331461423116
1237665331461488800,i,1237665331461488799,1237665331461488800
1237665126931628158,gri,1237665126931628158,1237665126931628160
1237665228377620538,i,1237665228377620538,1237665228377620544
1237665023829737561,r,1237665023829737561,1237665023829737563
1237665126931759160,ri,1237665126931759160,1237665126931759160
1237665228377555054,gr,1237665228377555054,1237665228377555054
1237667142858572201,i,1237667142858572201,1237667142858572201
1237667142858899914,ri,1237667142858899916,1237667142858899914
1237667143395770759,gri,1237667143395770759,1237667143395770759
1237667143395770960,g,1237667143395770960,1237667143395770960
1237667109035180455,ri,1237667109035180455,1237667109035180455
1237667142858965262,i,1237667142858966031,1237667142858965262
1237667142859031214,i,1237667142859031214,1237667142859031216
1237667142858965422,i,1237667142858965422,1237667142858965423
1237667142858637622,r,1237667142858637622,1237667142858637622
1237667142858703103,i,1237667142858768395,1237667142858703103
1237667142858768886,g,1237667142858768886,1237667142858768887
1237667108498309558,g,1237667108498309558,1237667108498309558
1237667108498637288,g,1237667108498637288,1237667108498637288
1237667108498440262,u,1237667108498440262,1237667108498440268
1237667108498768311,ri,1237667108498768311,1237667108498768310
1237667108498768067,i,1237667108498768067,1237667108498768084
1237667143396164005,gri,1237667143396164005,1237667143396164005
1237667255600742942,i,1237667255600742942,1237667255600742945
1237667107961634953,i,1237667107961634955,1237667107961634953
1237667142859293098,g,1237667142859293098,1237667142859293107
1237667109035770154,ri,1237667109035770154,1237667109035770155
1237667142322421787,i,1237667142322421787,1237667142322421787
1237665024910098699,i,1237665024910098699,1237665024910098699
1237665024910033034,g,1237665024910033034,1237665024910033037
1237665128548925483,ugri,1237665128548925483,1237665128548925483
1237665128548860025,gri,1237665128548860025,1237665128548860025
1237665128548860067,g,1237665128548860067,1237665128548860067
1237664852564443403,i,1237664852564443403,1237664852564443403
1237664672180273258,u,1237664672180273258,1237664672180273258
1237664852564443295,gri,1237664852564443295,1237664852564443297
1237664672180273245,r,1237664672180273245,1237664672180273245
1237664672717209610,ri,1237664672717210577,1237664672717209610
1237665026520580206,r,1237665026520514724,1237665026520514724
1237665026520318092,i,1237665026520318092,1237665026520318094
1237664852564574360,g,1237664852564574360,1237664852564574360
1237664672717340872,i,1237664672717340876,1237664672717340874
1237664672180338838,ri,1237664672180338838,1237664672180338840
1237664852027703438,gri,1237664852027703438,1237664852027703438
1237664852027572324,g,1237664852027572324,1237664852027572327
1237664852027637850,ri,1237664852027637849,1237664852027637850
1237664673254473798,ugri,1237664673254473798,1237664673254473799
1237664853101641860,g,1237664853101641860,1237664853101641860
1237664672180469965,gri,1237664672180469965,1237664672180469967
1237664852027768957,i,1237664852027768957,1237664852027768958
1237664671643665049,ri,1237664671643665049,1237664671643665050
1237664852027768990,g,1237664852027768990,1237664852027768990
1237664672180666567,g,1237664672180666567,1237664672180666567
1237664672180797601,i,1237664672180797601,1237664672180797608
1237664671643861091,u,1237664671643861091,1237664671643861091
