objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237657612340035728,180.478599286564,57.7788028032115,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(61, 56)]",DOUBLE,"[(49, 49)(60, 55)]"
1237661352706244751,180.602477888061,57.1990344596322,SINGLE,"[(50, 49)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(56, 62)]",DOUBLE,"[(50, 49)(56, 61)]"
1237657612876906652,180.378300722271,58.0573973583368,SINGLE,"[(55, 48)]",SINGLE,"[(54, 48)]",DOUBLE,"[(54, 49)(49, 51)]",DOUBLE,"[(53, 48)(49, 50)]"
1237661873468604561,157.662853299914,42.1200344383582,DOUBLE,"[(50, 50)(55, 48)]",SINGLE,"[(49, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237661872931799161,158.033365532263,41.801644742682,NO_PEAK,"[]",SINGLE,"[(50, 49)]",SINGLE,"[(36, 52)]",DOUBLE,"[(50, 50)(36, 53)]"
1237661873468670032,157.768232157347,42.1984214146447,DOUBLE,"[(48, 52)(44, 45)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237661873468539023,157.485173793822,42.1213713338686,DOUBLE,"[(50, 50)(46, 44)]",DOUBLE,"[(50, 50)(62, 51)]",NO_PEAK,"[]",SINGLE,"[(31, 19)]"
1237661872394862689,157.97675063979,41.3333716491909,NO_PEAK,"[]",DOUBLE,"[(50, 49)(51, 43)]",DOUBLE,"[(51, 43)(50, 50)]",DOUBLE,"[(51, 43)(50, 56)]"
1237661850386890981,157.92989619342,41.2231430928914,NO_PEAK,"[]",SINGLE,"[(50, 51)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(62, 44)]"
1237661384388051134,158.89403552111,40.3480774131099,NO_PEAK,"[]",DOUBLE,"[(50, 50)(49, 63)]",DOUBLE,"[(50, 50)(49, 63)]",NO_PEAK,"[]"
1237661139572752509,159.174532782579,40.7188812004148,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(52, 36)(50, 50)]",NO_PEAK,"[]"
1237661139572818251,159.498376811921,40.7308902298645,SINGLE,"[(71, 34)]",SINGLE,"[(44, 48)]",DOUBLE,"[(44, 47)(50, 49)]",SINGLE,"[(36, 14)]"
1237661849850544231,159.458796106827,41.1622736066553,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(65, 43)(50, 50)]",DOUBLE,"[(65, 43)(50, 50)]"
1237661849850413230,159.081882950525,41.0482952393764,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(54, 40)]",DOUBLE,"[(50, 51)(54, 41)]"
1237661139035422985,158.137032104843,40.1127773696932,SINGLE,"[(64, 34)]",SINGLE,"[(50, 50)]",DOUBLE,"[(64, 34)(50, 50)]",DOUBLE,"[(64, 34)(50, 50)]"
1237661139035488427,158.28799312522,40.1019467007936,DOUBLE,"[(49, 52)(49, 48)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237661139572359255,158.15666081385,40.5525136257222,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(39, 53)]",NO_PEAK,"[]"
1237661384387985470,158.513359387957,40.3345415327267,DOUBLE,"[(36, 50)(46, 54)]",SINGLE,"[(12, 42)]",SINGLE,"[(12, 42)]",SINGLE,"[(12, 42)]"
1237660763238105716,158.145899289299,40.6105571888921,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(38, 52)]"
1237661849850282160,158.778036352934,40.9981333938681,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(66, 60)]"
1237661849850216572,158.686188167691,40.8338538366222,DOUBLE,"[(51, 51)(53, 44)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237661139572293848,158.047997818431,40.378638321993,NO_PEAK,"[]",DOUBLE,"[(50, 51)(61, 39)]",SINGLE,"[(51, 50)]",NO_PEAK,"[]"
1237661850387087501,158.547419689256,41.1876577005714,NO_PEAK,"[]",DOUBLE,"[(50, 50)(62, 48)]",SINGLE,"[(50, 51)]",SINGLE,"[(50, 51)]"
1237661871858122907,158.491686231124,41.1282864197719,SINGLE,"[(51, 50)]",SINGLE,"[(49, 51)]",SINGLE,"[(50, 50)]",DOUBLE,"[(60, 9)(58, 1)]"
1237661850387152968,158.622996834248,41.298819943469,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(72, 47)(50, 50)]"
1237661384387723483,157.905339976197,40.1179720956434,SINGLE,"[(40, 39)]",DOUBLE,"[(50, 49)(37, 39)]",DOUBLE,"[(50, 50)(37, 39)]",DOUBLE,"[(50, 50)(38, 39)]"
1237661384387789047,157.972860286866,40.2687795706939,NO_PEAK,"[]",DOUBLE,"[(50, 50)(60, 45)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237661849850019995,158.128980556451,40.7933598867106,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(42, 58)]",DOUBLE,"[(50, 51)(41, 59)]"
1237661871857991808,158.224766923182,40.9971009512383,DOUBLE,"[(49, 50)(47, 43)]",SINGLE,"[(50, 50)]",SINGLE,"[(49, 50)]",SINGLE,"[(50, 50)]"
1237661850386890859,157.825986424262,41.0423347153889,NO_PEAK,"[]",DOUBLE,"[(48, 35)(51, 51)]",DOUBLE,"[(49, 34)(50, 49)]",DOUBLE,"[(49, 35)(50, 50)]"
1237661850386825328,157.66831929452,41.1268534430176,SINGLE,"[(83, 96)]",SINGLE,"[(51, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(40, 59)]"
1237661850386694341,157.323119909646,40.9022900753178,SINGLE,"[(4, 24)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(42, 66)]",NO_PEAK,"[]"
1237661088033800243,131.580221364422,29.8367299173212,NO_PEAK,"[]",SINGLE,"[(29, 45)]",SINGLE,"[(29, 45)]",DOUBLE,"[(29, 44)(35, 58)]"
1237660764838559864,131.702031197374,31.0678921805214,DOUBLE,"[(50, 50)(61, 43)]",DOUBLE,"[(50, 50)(60, 44)]",DOUBLE,"[(50, 50)(60, 44)]",NO_PEAK,"[]"
1237660764838428731,131.47718792633,30.8979454932202,NO_PEAK,"[]",SINGLE,"[(39, 35)]",DOUBLE,"[(39, 36)(50, 50)]",DOUBLE,"[(38, 37)(50, 50)]"
1237660961325777078,131.381998301666,30.1116490632406,DOUBLE,"[(50, 50)(55, 53)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",SINGLE,"[(36, 18)]"
1237660961862779079,131.383189615121,30.5307450747333,DOUBLE,"[(51, 50)(44, 51)]",NO_PEAK,"[]",SINGLE,"[(44, 9)]",SINGLE,"[(44, 10)]"
1237660962399715564,131.176279777862,30.9465455132824,SINGLE,"[(26, 30)]",SINGLE,"[(27, 30)]",SINGLE,"[(27, 30)]",DOUBLE,"[(50, 50)(27, 30)]"
