objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237662336796721548,249.514122678979,25.302732090842,NO_PEAK,"[]",DOUBLE,"[(49, 50)(43, 62)]",DOUBLE,"[(50, 50)(43, 62)]",DOUBLE,"[(50, 50)(43, 61)]"
1237662503762329863,250.026200464934,26.6027510677811,NO_PEAK,"[]",DOUBLE,"[(48, 49)(30, 56)]",DOUBLE,"[(28, 51)(58, 55)]",DOUBLE,"[(28, 51)(58, 55)]"
1237662337870135757,249.564944353161,26.3653424227067,SINGLE,"[(50, 50)]",SINGLE,"[(49, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(68, 51)(50, 50)]"
1237661465456017497,249.739343860765,25.9501175121883,NO_PEAK,"[]",DOUBLE,"[(61, 32)(63, 39)]",DOUBLE,"[(62, 31)(50, 50)]",DOUBLE,"[(65, 11)(62, 32)]"
1237662337870332467,249.933237971743,26.0261515005085,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(43, 51)]"
1237662474234495244,250.361239704197,26.6920128713056,NO_PEAK,"[]",SINGLE,"[(50, 74)]",DOUBLE,"[(50, 74)(50, 50)]",DOUBLE,"[(50, 74)(51, 50)]"
1237662504299266387,250.464718818854,26.7783131003396,NO_PEAK,"[]",DOUBLE,"[(65, 32)(50, 50)]",DOUBLE,"[(64, 32)(50, 50)]",DOUBLE,"[(65, 31)(50, 50)]"
1237671262805361123,124.240703357189,9.93261267607309,SINGLE,"[(46, 52)]",SINGLE,"[(51, 50)]",DOUBLE,"[(34, 52)(50, 49)]",DOUBLE,"[(34, 52)(50, 50)]"
1237670964841218093,123.376066118238,9.5191437756789,DOUBLE,"[(43, 45)(50, 50)]",DOUBLE,"[(43, 45)(49, 50)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237671262805229587,123.879678833701,9.84295288745767,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(57, 56)]"
1237670964841283899,123.649781034171,9.58842481131831,SINGLE,"[(72, 75)]",SINGLE,"[(20, 46)]",SINGLE,"[(20, 46)]",DOUBLE,"[(70, 76)(20, 46)]"
1237671125366276706,123.58167918019,9.66064563182572,NO_PEAK,"[]",SINGLE,"[(60, 25)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(59, 38)]"
1237671262805098552,123.599491661923,9.79161938856409,SINGLE,"[(50, 50)]",DOUBLE,"[(50, 49)(58, 51)]",DOUBLE,"[(50, 50)(59, 51)]",DOUBLE,"[(51, 50)(59, 51)]"
1237665328787751097,209.041632876406,29.0930783823705,NO_PEAK,"[]",DOUBLE,"[(50, 50)(60, 51)]",DOUBLE,"[(50, 50)(60, 50)]",NO_PEAK,"[]"
1237665329324621910,209.085381913021,29.5341527568217,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(51, 50)(62, 51)]"
1237665329324752940,209.425318053364,29.3683071309097,NO_PEAK,"[]",SINGLE,"[(50, 49)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(69, 43)]"
1237665329324491026,208.801744818225,29.3924504026551,SINGLE,"[(32, 23)]",DOUBLE,"[(49, 51)(60, 37)]",DOUBLE,"[(51, 50)(61, 37)]",NO_PEAK,"[]"
1237665226240753841,209.037542496363,29.6712082216135,SINGLE,"[(38, 40)]",DOUBLE,"[(50, 50)(38, 40)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237665329324556464,209.031903230687,29.5421838197446,SINGLE,"[(7, 75)]",NO_PEAK,"[]",DOUBLE,"[(39, 51)(50, 50)]",DOUBLE,"[(38, 50)(50, 50)]"
1237665226240753784,208.936477304034,29.6348426359246,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(42, 41)]"
1237665429705588862,208.436603869781,28.6070491952261,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(65, 44)]",NO_PEAK,"[]"
1237665430242394299,208.481652128999,29.1558446460273,NO_PEAK,"[]",DOUBLE,"[(50, 51)(49, 44)]",SINGLE,"[(51, 50)]",SINGLE,"[(50, 50)]"
