objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237660343400005683,146.334031870545,39.9690173517401,DOUBLE,"[(55, 52)(49, 50)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237662307262988318,214.459289951247,39.1046812328509,DOUBLE,"[(49, 49)(47, 55)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237662195073482805,215.103239624809,38.7022511449697,NO_PEAK,"[]",DOUBLE,"[(61, 49)(49, 50)]",DOUBLE,"[(61, 49)(50, 50)]",DOUBLE,"[(61, 50)(50, 50)]"
1237662195073482844,215.060533726032,38.6472838166853,NO_PEAK,"[]",DOUBLE,"[(51, 50)(52, 44)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237662307263185101,215.08576413366,38.9375566091013,DOUBLE,"[(49, 51)(54, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(49, 50)]",SINGLE,"[(50, 49)]"
1237661849868763209,215.107881117729,39.7888387943398,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(25, 37)]",DOUBLE,"[(25, 37)(14, 40)]"
1237662307799990491,215.020653177333,39.3598939712662,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(38, 68)]",NO_PEAK,"[]"
1237662307799990481,215.023408602325,39.3800925624701,NO_PEAK,"[]",DOUBLE,"[(50, 50)(44, 44)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237662195610419283,215.443863409239,39.173441069365,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(52, 66)]"
1237661871339929743,215.451531944973,39.4694145298372,SINGLE,"[(55, 31)]",DOUBLE,"[(50, 50)(55, 31)]",SINGLE,"[(28, 27)]",SINGLE,"[(27, 27)]"
1237662307263381787,215.64859456823,38.884471567841,SINGLE,"[(51, 49)]",SINGLE,"[(50, 49)]",DOUBLE,"[(50, 50)(55, 60)]",DOUBLE,"[(49, 50)(56, 59)]"
1237662307800318184,215.903904774731,39.1515930152526,NO_PEAK,"[]",DOUBLE,"[(50, 50)(56, 44)]",SINGLE,"[(30, 32)]",SINGLE,"[(30, 32)]"
