objid,bands,pid1,pid2
1237660343400005683,u,1237660343400005683,1237660343400005683
1237662307262988318,u,1237662307262988318,1237662307262988318
1237662195073482805,gri,1237662195073482805,1237662195073482805
1237662195073482844,g,1237662195073482844,1237662195073482844
1237662307263185101,u,1237662307263185101,1237662307263185101
1237661849868763209,i,1237661849868763210,1237661849868763210
1237662307799990491,r,1237662307799990491,1237662307799991749
1237662307799990481,g,1237662307799990481,1237662307799990482
1237662195610419283,i,1237662195610419283,1237662195610419285
1237661871339929743,g,1237661871339929743,1237661871339929743
1237662307263381787,ri,1237662307263381787,1237662307263381786
1237662307800318184,g,1237662307800318184,1237662307800318184
1237662194000986208,gri,1237662194000986208,1237662194000986208
1237662305653883054,gri,1237662305653883054,1237662305653883054
1237662193464115215,ugri,1237662193464115215,1237662193464115215
1237662194000920697,gri,1237662194000920697,1237662194000920695
1237662306190688321,i,1237662306190688321,1237662306190688321
1237662306727493796,g,1237662306727493796,1237662306727493798
1237662664281161891,gri,1237662664281161891,1237662664281161891
1237662305653686558,g,1237662305653686558,1237662305653686558
1237662336256573800,i,1237662336256573800,1237662336256573802
1237661463842324834,ri,1237661463842324834,1237661463842324834
1237662336256573714,ri,1237662336256573714,1237662336256573720
1237662336256573740,r,1237662336256573740,1237662336256573740
1237661463842455754,ri,1237661463842455754,1237661463842455754
1237661463842390293,ri,1237661463842390293,1237661463842390300
1237661463842390273,g,1237661463842390273,1237661463842390273
1237661463842390328,g,1237661463842390328,1237661463842390328
1237662336256508148,i,1237662336256509406,1237662336256508148
1237661463842390208,gr,1237661463842390208,1237661463842390209
1237661463842324858,u,1237661463842324858,1237661463842324858
1237662335719833898,i,1237662335719833898,1237662335719833898
1237662335719833762,gri,1237662335719833762,1237662335719833762
1237662335719571623,ri,1237662335719571625,1237662335719571623
1237661463842128150,gr,1237661463842128150,1237661463842128150
1237662335719768349,g,1237662335719768349,1237662335719768351
1237661463842324743,ri,1237661463842324745,1237661463842324743
1237662335719440407,gri,1237662335719440413,1237662335719440413
1237661464378540265,g,1237661464378540265,1237661464378540265
1237662336792920257,ug,1237662336792920258,1237662336792920257
1237661464378474808,u,1237661464378474808,1237661464378474808
1237661463841669408,gi,1237661463841669408,1237661463841669408
1237662336256180335,i,1237662336256180335,1237662336256180335
1237662337329791142,i,1237662337329791142,1237662337329791142
1237661464915476778,ri,1237661464915476783,1237661464915476778
1237661464378802186,i,1237661464378802186,1237661464378802187
1237661464378802399,gri,1237661464378802399,1237661464378802399
1237662336256377099,i,1237662336256377099,1237662336256377096
1237662336793182490,gri,1237662336793182490,1237662336793182490
1237662193990762563,g,1237662193990762563,1237662193990762564
1237662193990565974,r,1237662193990565973,1237662193990565974
1237661966894170222,i,1237661966894170222,1237661966894170223
1237661967967781033,i,1237661967967781033,1237661967967781035
1237661968504783009,ri,1237661968504783009,1237661968504783009
1237662195064176759,gri,1237662195064176759,1237662195064176759
1237661967430844550,u,1237661967430844550,1237661967430844550
1237662195064373530,g,1237662195064373530,1237662195064373530
1237661967431106627,g,1237661967431106627,1237661967431106628
1237662196138311784,r,1237662196138311784,1237662196138311791
1237662195601375258,ri,1237662195601375258,1237662195601375258
1237662195601506597,i,1237662195601506597,1237662195601506597
1237662195064504553,g,1237662195064504553,1237662195064504553
1237661068168004049,i,1237661068168004049,1237661068168004050
1237661852007006322,r,1237661852007006322,1237661852007006322
1237661852007006304,gri,1237661852007006303,1237661852007006304
1237661851470200911,g,1237661851470200911,1237661851470200911
1237661874014978124,u,1237661874014978124,1237661874014978124
1237661852543811675,i,1237661852543811675,1237661852543811675
1237661852007071766,ri,1237661852007071767,1237661852007071766
1237661874014847168,i,1237661874014847168,1237661874014847169
1237661873478238465,i,1237661873478238465,1237661873478238466
1237661872941367324,ug,1237661872941367324,1237661872941367324
1237661849860636763,g,1237661849860636763,1237661849860636767
1237661871868412027,i,1237661871868412027,1237661871868412028
1237661872405282870,i,1237661872405282870,1237661872405282868
1237661871868346459,i,1237661871868346459,1237661871868346460
1237661872405282936,ri,1237661872405282936,1237661872405282965
1237661872405217466,i,1237661872405217466,1237661872405217466
1237662196138639488,i,1237662196138639488,1237662196138639488
1237662196138573914,g,1237662196138573914,1237662196138573914
1237661849860309068,ri,1237661849860309068,1237661849860309070
