objid,bands,pid1,pid2
1237655494908510321,ri,1237655494908510321,1237655494908510321
1237655495445577865,u,1237655495445577910,1237655495445577883
1237655494908641528,gr,1237655494908641528,1237655494908641530
1237655495445708987,gri,1237655495445708987,1237655495445708990
1237655499204198637,u,1237655499204198637,1237655499204198637
1237655499741266058,i,1237655499741266058,1237655499741266059
1237648702978326743,ri,1237648702978326743,1237648702978326743
1237655499204264021,i,1237655499204264021,1237655499204264022
1237655494908969208,gri,1237655494908969208,1237655494908969210
1237655494909034563,gri,1237655494909034564,1237655494909034563
1237655499204395229,ri,1237655499204395229,1237655499204395229
1237655495445906148,r,1237655495445906148,1237655495445971367
1237655499741266032,ri,1237655499741266032,1237655499741266032
1237655494909100195,ug,1237655494909100195,1237655494909100195
1237655499204526538,r,1237655499204526538,1237655499204526538
1237655495982841907,i,1237655495982841907,1237655495982841907
1237655495982907566,ugri,1237655495982907566,1237655495982907566
1237655499204591636,i,1237655499204591636,1237655499204591636
1237655495446036671,g,1237655495446036671,1237655495446036671
1237655495446102240,i,1237655495446102240,1237655495446102245
1237648702978654353,gri,1237648702978654353,1237648702978654353
1237655495983038620,ri,1237655495983038630,1237655495983038620
1237655472893198440,gri,1237655472893198444,1237655472893198440
1237665355086495977,ri,1237665355086495977,1237665355086495978
1237655347821347229,ri,1237655347821347229,1237655347821347229
1237655347821347127,ri,1237655347821347127,1237655347821347127
1237655472893133030,ri,1237655472893133029,1237655472893133030
1237655472893067430,gri,1237655472893067430,1237655472893067434
1237665355085971487,ri,1237665355085906120,1237665355085971487
1237655472356524339,ri,1237655472356524339,1237655472356524339
1237659327101600038,i,1237659327101600038,1237659327101600038
1237659327101534248,gri,1237659327101534248,1237659327101534248
1237665355622973637,i,1237665355622973637,1237665355622973641
1237659327101403502,gi,1237659327101403502,1237659327101403502
1237659327101468956,r,1237659327101468956,1237659327101468956
1237655347284541650,u,1237655347284541650,1237655347284541650
1237659327101665693,r,1237659327101665693,1237659327101665692
1237655347284213969,u,1237655347284213969,1237655347284213969
1237659327101337607,ri,1237659327101337606,1237659327101337607
1237659327101337992,g,1237659327101337992,1237659327101337993
1237655348357628045,g,1237655348357628045,1237655348357628045
1237655348357497011,ri,1237655348357497011,1237655348357562885
