objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237665534931894709,241.620220819396,18.2703407161837,NO_PEAK,"[]",DOUBLE,"[(63, 30)(47, 50)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237665442071970343,241.700870129445,17.6476514156615,NO_PEAK,"[]",DOUBLE,"[(50, 50)(48, 62)]",NO_PEAK,"[]",SINGLE,"[(17, 44)]"
1237665442072035613,241.752776936753,17.5667649731311,NO_PEAK,"[]",DOUBLE,"[(50, 50)(59, 63)]",DOUBLE,"[(59, 63)(50, 50)]",DOUBLE,"[(59, 63)(50, 50)]"
1237665442071970093,241.633025730314,17.7106976871395,NO_PEAK,"[]",DOUBLE,"[(47, 79)(50, 50)]",DOUBLE,"[(46, 80)(50, 50)]",NO_PEAK,"[]"
1237665428646264971,242.255416636008,17.3338582522324,NO_PEAK,"[]",DOUBLE,"[(50, 50)(74, 40)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237665442072232276,242.244954156088,17.5068147831402,NO_PEAK,"[]",SINGLE,"[(50, 51)]",DOUBLE,"[(50, 50)(58, 59)]",NO_PEAK,"[]"
1237665429183136200,242.52591062128,17.6786196574632,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(49, 36)]",DOUBLE,"[(50, 50)(50, 37)]"
1237665428646396688,242.519205892265,17.2087080296313,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(19, 13)]",DOUBLE,"[(19, 14)(22, 5)]"
1237665534932091227,242.042448591427,18.0607733298632,NO_PEAK,"[]",DOUBLE,"[(53, 57)(50, 50)]",DOUBLE,"[(50, 50)(53, 58)]",DOUBLE,"[(50, 50)(54, 58)]"
1237665429182873903,241.828146053995,17.8026901291651,SINGLE,"[(24, 25)]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(37, 39)]"
1237665442072494498,242.850893074243,17.2765226890885,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(40, 48)]",NO_PEAK,"[]"
1237665534932287525,242.46071856984,17.9690793400199,NO_PEAK,"[]",SINGLE,"[(56, 58)]",DOUBLE,"[(57, 58)(50, 50)]",DOUBLE,"[(57, 57)(50, 50)]"
