objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237661968497115309,164.20097424576,41.6135229468757,NO_PEAK,"[]",DOUBLE,"[(51, 50)(43, 57)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237661139574456498,164.228274775086,41.6832153939941,NO_PEAK,"[]",SINGLE,"[(46, 32)]",SINGLE,"[(45, 32)]",DOUBLE,"[(60, 51)(50, 50)]"
1237662195056705906,164.540160659464,40.940321544348,NO_PEAK,"[]",DOUBLE,"[(51, 49)(47, 56)]",SINGLE,"[(51, 49)]",SINGLE,"[(50, 49)]"
1237662195056640217,164.410538453881,41.05489370868,NO_PEAK,"[]",DOUBLE,"[(33, 49)(59, 56)]",DOUBLE,"[(34, 49)(59, 56)]",DOUBLE,"[(33, 50)(52, 52)]"
1237661968497180798,164.469700741595,41.5647982140322,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(40, 29)]",NO_PEAK,"[]"
1237661139574521965,164.488489235124,41.7890106735768,NO_PEAK,"[]",DOUBLE,"[(50, 50)(34, 60)]",DOUBLE,"[(50, 50)(33, 60)]",DOUBLE,"[(50, 50)(34, 60)]"
1237661968497180819,164.455976249732,41.5169349502318,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 51)(65, 82)]",NO_PEAK,"[]"
1237661967423439021,164.738128762559,40.8227771848603,NO_PEAK,"[]",DOUBLE,"[(50, 50)(67, 36)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237662195593642109,164.55250710199,41.4459972300779,NO_PEAK,"[]",DOUBLE,"[(49, 41)(50, 50)]",DOUBLE,"[(48, 41)(50, 50)]",DOUBLE,"[(48, 40)(50, 50)]"
1237662195593707586,164.858688769494,41.4703633097662,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(62, 38)]",DOUBLE,"[(50, 50)(62, 38)]"
1237661966886961238,165.920913370757,40.6112634234119,NO_PEAK,"[]",DOUBLE,"[(61, 55)(50, 50)]",DOUBLE,"[(61, 55)(50, 50)]",DOUBLE,"[(62, 55)(50, 50)]"
1237662194520162573,165.675815235186,40.8353974295605,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(58, 46)]",DOUBLE,"[(50, 50)(58, 46)]"
1237662195593904292,165.403166912627,41.5233363806832,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(69, 58)]",DOUBLE,"[(50, 50)(70, 58)]"
1237661968497442895,165.076097737026,41.7184772396483,NO_PEAK,"[]",DOUBLE,"[(63, 51)(50, 50)]",DOUBLE,"[(63, 51)(50, 50)]",DOUBLE,"[(63, 51)(50, 50)]"
1237661968497377453,165.080642646487,41.6675762412746,NO_PEAK,"[]",DOUBLE,"[(50, 50)(62, 38)]",DOUBLE,"[(50, 50)(62, 39)]",DOUBLE,"[(50, 50)(62, 38)]"
1237661872397615213,166.150739908626,43.0507515605629,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 49)(33, 54)]",DOUBLE,"[(50, 50)(33, 54)]"
1237661850389708919,166.179376307722,42.9556518772922,NO_PEAK,"[]",DOUBLE,"[(49, 50)(64, 55)]",SINGLE,"[(51, 51)]",DOUBLE,"[(50, 50)(63, 55)]"
1237661871860744237,166.281267360511,42.6494478206124,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(52, 41)]"
1237661871860744339,166.305526781562,42.6214086602024,NO_PEAK,"[]",SINGLE,"[(50, 49)]",DOUBLE,"[(50, 50)(63, 54)]",NO_PEAK,"[]"
1237661872934354962,165.622774279588,43.5009022088997,NO_PEAK,"[]",DOUBLE,"[(49, 49)(57, 61)]",DOUBLE,"[(50, 50)(56, 62)]",DOUBLE,"[(50, 50)(56, 61)]"
