objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237659324411936894,230.230104159079,49.4064340094655,NO_PEAK,"[]",SINGLE,"[(49, 50)]",DOUBLE,"[(50, 50)(59, 45)]",DOUBLE,"[(50, 50)(59, 47)]"
1237659324411936798,230.210535581136,49.5134766531406,DOUBLE,"[(49, 49)(39, 47)]",DOUBLE,"[(39, 48)(49, 50)]",DOUBLE,"[(39, 48)(49, 50)]",DOUBLE,"[(39, 48)(59, 63)]"
1237659324411871438,230.021647490783,49.5016815663851,NO_PEAK,"[]",DOUBLE,"[(50, 50)(65, 38)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237661388683346069,229.707337092587,49.5270399247952,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 51)(66, 51)]",DOUBLE,"[(50, 50)(36, 48)]"
1237659149924630656,229.693455894024,51.1264632532816,NO_PEAK,"[]",DOUBLE,"[(50, 50)(49, 61)]",DOUBLE,"[(50, 50)(49, 60)]",DOUBLE,"[(50, 50)(50, 61)]"
1237659149924630687,229.703396372206,51.0859890197467,SINGLE,"[(40, 18)]",SINGLE,"[(40, 17)]",DOUBLE,"[(50, 50)(40, 18)]",DOUBLE,"[(50, 50)(40, 18)]"
1237659325485154507,229.476200111297,50.8011666610088,SINGLE,"[(52, 33)]",SINGLE,"[(52, 32)]",SINGLE,"[(51, 32)]",DOUBLE,"[(50, 50)(51, 32)]"
1237659324948349045,229.340935541666,50.550656517998,NO_PEAK,"[]",DOUBLE,"[(50, 50)(19, 49)]",DOUBLE,"[(50, 50)(20, 50)]",DOUBLE,"[(49, 50)(19, 50)]"
1237663783663501433,6.76954187409623,-0.343722369657281,NO_PEAK,"[]",DOUBLE,"[(50, 50)(42, 51)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237657189834424669,6.83384306425614,-0.962989286274668,NO_PEAK,"[]",DOUBLE,"[(41, 40)(49, 51)]",DOUBLE,"[(40, 40)(50, 50)]",DOUBLE,"[(40, 40)(49, 51)]"
1237678882097332536,6.76529119854773,-1.26605399671738,NO_PEAK,"[]",DOUBLE,"[(50, 50)(44, 58)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(45, 58)]"
1237663783663370293,6.53801910464619,-0.266599083420696,NO_PEAK,"[]",SINGLE,"[(53, 59)]",DOUBLE,"[(53, 59)(50, 50)]",DOUBLE,"[(53, 59)(50, 50)]"
1237663783663435912,6.65406405595313,-0.415182440892123,DOUBLE,"[(18, 18)(16, 23)]",SINGLE,"[(18, 19)]",SINGLE,"[(18, 19)]",SINGLE,"[(18, 18)]"
1237663782589562892,6.32076967622607,-1.10862738347533,NO_PEAK,"[]",SINGLE,"[(1, 14)]",DOUBLE,"[(1, 16)(1, 22)]",NO_PEAK,"[]"
1237663783126237345,5.91057846446554,-0.790347538410491,NO_PEAK,"[]",SINGLE,"[(40, 47)]",DOUBLE,"[(41, 46)(50, 50)]",DOUBLE,"[(41, 47)(50, 50)]"
1237657189834293511,6.40542072882113,-0.945127166314181,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 49)]",DOUBLE,"[(50, 50)(34, 58)]"
1237663716016915116,5.88280753689253,0.450613081240192,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(45, 52)]",DOUBLE,"[(50, 50)(44, 52)]"
1237663784199979257,5.8718785418657,0.199027127898898,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(51, 56)]"
1237657192518713934,6.60180192106145,1.12150580147737,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 51)(50, 47)]",NO_PEAK,"[]"
1237657191444643880,5.91686175247276,0.408807734065149,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(27, 59)(28, 53)]",NO_PEAK,"[]"
1237663716017242819,6.65816183563049,0.594505942146425,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(51, 58)]"
1237657191444971554,6.55719742531477,0.213163371469003,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 3)]",DOUBLE,"[(50, 2)(50, 8)]"
1237663716017373278,6.92017510463256,0.516175874858679,NO_PEAK,"[]",DOUBLE,"[(27, 50)(30, 60)]",DOUBLE,"[(30, 60)(26, 49)]",NO_PEAK,"[]"
1237663784200503473,7.12245387048836,0.175497637082691,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(65, 53)]",DOUBLE,"[(64, 53)(50, 50)]"
1237657191445233879,7.28184334564156,0.279733413400339,NO_PEAK,"[]",DOUBLE,"[(67, 48)(61, 58)]",DOUBLE,"[(67, 48)(61, 58)]",DOUBLE,"[(67, 48)(60, 58)]"
1237661434312065130,197.284310279976,46.7048292226762,NO_PEAK,"[]",SINGLE,"[(21, 55)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(63, 55)]"
1237661434312196318,197.813087084546,46.7006588408709,DOUBLE,"[(42, 52)(62, 44)]",DOUBLE,"[(38, 55)(61, 45)]",DOUBLE,"[(52, 51)(46, 50)]",DOUBLE,"[(51, 51)(39, 55)]"
1237661434312196304,197.776165050065,46.6320928959405,NO_PEAK,"[]",DOUBLE,"[(50, 49)(58, 70)]",DOUBLE,"[(50, 51)(57, 70)]",DOUBLE,"[(51, 50)(58, 70)]"
1237661435386134591,198.635752265691,47.4815098547638,NO_PEAK,"[]",DOUBLE,"[(46, 60)(50, 50)]",DOUBLE,"[(45, 60)(50, 50)]",NO_PEAK,"[]"
1237661435386069159,198.519063866259,47.362602958079,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(79, 28)]"
1237661434312261877,198.113146744357,46.6307200264499,DOUBLE,"[(50, 50)(55, 46)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 49)]",SINGLE,"[(50, 50)]"
1237661434849067065,197.859745759553,47.0145984628445,SINGLE,"[(52, 40)]",DOUBLE,"[(52, 40)(50, 50)]",DOUBLE,"[(52, 40)(50, 50)]",NO_PEAK,"[]"
1237661362370379910,198.001408460296,47.2766255244218,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(59, 35)]",DOUBLE,"[(50, 50)(60, 35)]"
1237661361833771024,198.686898530831,46.7925099301389,NO_PEAK,"[]",SINGLE,"[(37, 41)]",DOUBLE,"[(38, 40)(50, 50)]",DOUBLE,"[(37, 41)(49, 50)]"
1237661434849394760,198.946193068761,47.0279949134199,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(44, 73)]",DOUBLE,"[(50, 50)(44, 72)]"
1237661435386331265,199.322487817251,47.3420015190034,SINGLE,"[(36, 27)]",DOUBLE,"[(50, 50)(37, 27)]",DOUBLE,"[(49, 50)(36, 27)]",DOUBLE,"[(50, 51)(50, 31)]"
1237661361833967690,199.303790104423,46.7368769650078,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(64, 57)]",DOUBLE,"[(51, 50)(64, 56)]"
1237661434849460348,199.226390713466,46.9657463737831,NO_PEAK,"[]",DOUBLE,"[(50, 49)(55, 37)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237661434849460325,199.162721091832,46.8873546416868,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 49)(58, 66)]"
