index,objid,ra,dec
13718,1237657190368478163,0.276401293305184,-0.468207091118581
13750,1237657189831606776,0.326330328895892,-0.915899168762319
13820,1237666408442561387,0.327828779673212,0.333039239902727
13826,1237657191979090587,0.327943164587964,0.776514104373947
13906,1237663275780408322,0.250896500628613,-1.05302833077715
13924,1237657190368477908,0.251363938613281,-0.588514024621663
13929,1237657190368477356,0.251436173840034,-0.585085349499147
13957,1237657190368477911,0.252096259366567,-0.58281588845149
13959,1237663277927891941,0.252166550200542,0.568067883096977
13992,1237657190368478135,0.25295685514152,-0.586604735329379
14004,1237663278464827743,0.38386392314635,0.938356025035498
14007,1237657189831606881,0.383927895378008,-0.935938100221621
14009,1237657189831606877,0.383956552586085,-0.910891559709666
14098,1237663783660618659,0.234393912820257,-0.328047199412718
14175,1237657191979090727,0.388636007560194,0.715131156625889
14196,1237657190368477461,0.389094324255439,-0.581399567005334
14217,1237663277927957314,0.38949809833133,0.55666484084351
14234,1237663784197554899,0.389869109667794,0.171955251955849
14349,1237663784197489611,0.292951443284091,0.0959032087363516
14350,1237657189831606437,0.292996234291365,-0.980891645995076
14357,1237663783660618784,0.293201736112289,-0.404918712853694
14372,1237663783123812990,0.407899804070984,-0.826782001181476
14384,1237666408442626329,0.408213810289737,0.363112756655157
14467,1237663784197489580,0.25869625443516,0.200924606058284
14473,1237657190368477922,0.258785874542411,-0.612172782693111
14500,1237657190368477923,0.25929616207128,-0.585594911139165
14548,1237657189831606886,0.386206306387066,-0.952274758603915
14549,1237663784197555223,0.38620851195658,0.169235975721303
14573,1237657189831607303,0.386750342601715,-0.940485263473211
14582,1237657189831606887,0.386994792421547,-0.951913529467936
14612,1237657190368478099,0.387741782684429,-0.558384761642178
14625,1237666408442496096,0.136318104458496,0.295474169033833
14675,1237663783123813419,0.313455543384935,-0.750018340709226
14682,1237663783123812743,0.313645338625925,-0.743548083989366
14761,1237657191979156356,0.403683737700135,0.743572478584501
14846,1237657190368477519,0.261137655885818,-0.562258474722783
14919,1237657190368477524,0.262558107246718,-0.557258081801796
14921,1237663277927891768,0.262596770250383,0.567718131221283
15007,1237663783660618665,0.243584076768236,-0.32677530271763
15022,1237657191979091098,0.340530614690749,0.695832256421586
15095,1237657191979090618,0.342285786631692,0.678719674514834
15161,1237657189831672534,0.444002994517973,-0.995645643605032
15209,1237657190905348889,0.266936192425931,-0.203588545127899
15304,1237657191979090947,0.344761208505247,0.666835556099164
15336,1237657190905414111,0.440922273938611,-0.0472865875799036
15357,1237663277927891448,0.288025001386643,0.559387653125664
15373,1237663784197489428,0.288364936090369,0.191931064064564
15403,1237663783660683716,0.335787971133856,-0.319741084314411
15455,1237657190368478207,0.336884719969191,-0.458465035247252
15489,1237663278464762952,0.337657761416324,0.865402908628663
15518,1237663278464827883,0.433577671750157,0.944940339430846
15644,1237663277927957588,0.425295772962869,0.451862102451889
15694,1237663277927957012,0.426650091611407,0.458873138355148
15713,1237663277927957014,0.427085897617644,0.453670598083809
15865,1237663278464762980,0.349836258576289,0.874227995380756
15867,1237663278464762659,0.349850217678835,0.879956750686471
15893,1237663784197620919,0.455575587791504,0.140610292055878
15922,1237663783123813208,0.357783402109089,-0.822743829262069
16089,1237657190905414491,0.454411318140615,-0.0729168986280907
16093,1237663783660749097,0.454492080678403,-0.217880783369686
16212,1237663278464763023,0.370160284368097,0.877786073286962
16386,1237657191979091185,0.392589427733924,0.706789880213179
16390,1237663784197554908,0.392678417946922,0.0664876101042092
16393,1237657189831607188,0.392764903552347,-0.927555086108086
16410,1237657191979155839,0.393273597317261,0.818352060375172
16549,1237666408442561161,0.377625469094085,0.286687884091806
16577,1237663783123813225,0.37826530802475,-0.771863915357574
16595,1237663278464828405,0.46733140955223,0.979228992461787
16623,1237657190368543230,0.468011867387986,-0.445109611203454
16643,1237663783123878330,0.468399576492157,-0.753026011173569
16680,1237657190368477997,0.305418428956159,-0.53013525593735
16723,1237663278464828358,0.374960748743689,0.94506343601788
16726,1237657189831606865,0.375003951377494,-0.967796958684802
16735,1237663278464827713,0.375197675873807,0.943486339718736
16762,1237663783123812889,0.37578871709227,-0.787770850682172
16864,1237663783123813420,0.312257098230031,-0.751031358998287
17032,1237663783123812755,0.319041869593677,-0.746290482528738
17068,1237663783123813363,0.379021390741908,-0.789368646056983
17254,1237663278464762722,0.365469672816914,1.04345518778536
17269,1237663278464763016,0.365701186832609,0.875034278359469
17285,1237663278464763128,0.366005173380643,1.04592411631233
17290,1237663783660684332,0.366174737705496,-0.308525477504398
17309,1237663783660749099,0.46256153605878,-0.220531614666982
17332,1237657190368543575,0.463193487409512,-0.433388287713794
17343,1237657190368543218,0.463370344790519,-0.439185349960717
17365,1237663278464827953,0.463980585737659,0.97992392840527
17458,1237663784197555019,0.428561864165403,8.21790835349453E-05
17479,1237663278464827879,0.428865650837736,0.906069030441385
17485,1237663275780473324,0.429009197264008,-1.16632986362378
17492,1237663784197555018,0.429179279288121,0.000982576618727956
17500,1237663275780473661,0.429393776928151,-1.17483630923052
17544,1237663783123878428,0.503743858310777,-0.665842032902942
17605,1237657189831606998,0.294594895204909,-0.903163090578129
17616,1237657189831607234,0.294899778409956,-0.966767204870592
17680,1237678882094514836,0.412981881202285,-1.25940710265451
17948,1237663277927891480,0.302346348140787,0.593706529030584
17979,1237657189831607020,0.303104112825167,-0.979382238976891
17999,1237663277927957677,0.401099227820112,0.543392727499719
18007,1237666408442561479,0.401297366373797,0.352776183266886
18008,1237657189831672728,0.401307522458808,-0.937632436673741
18022,1237657191979156355,0.401652036635028,0.735553391391048
18029,1237657190368543062,0.401704914135166,-0.567110129475612
18105,1237663784197620629,0.51111291393733,0.13187478997321
18165,1237657191979155857,0.398868806299674,0.822564431064802
18203,1237657191979156354,0.399877781556029,0.725634137035131
18247,1237657190368543773,0.498868728845878,-0.616257945382272
18542,1237663278464762927,0.323759517462548,0.875420394958755
18586,1237657190368542858,0.411116106432473,-0.561475948681575
18674,1237663784197620837,0.523419710309017,0.142496092247392
18737,1237657192515961775,0.352121004859896,1.10027951850719
18787,1237657190368543540,0.446329065098837,-0.434052904064063
18833,1237657192516026759,0.447745884753203,1.1739453604736
18875,1237666408442561373,0.325604960634905,0.331073541025006
18926,1237663278464827845,0.420479598425828,0.998409364091747
18937,1237657191979155916,0.420694448119377,0.74383183069227
18961,1237663278464828218,0.421481738918516,0.932167213044162
18986,1237663278464827860,0.422187618752076,0.93819948384545
19036,1237663783123879047,0.521280493102289,-0.726162733787473
19066,1237663783660683728,0.339514430161746,-0.310851487648965
19068,1237657190368478038,0.339532340427979,-0.452762961677935
19149,1237657190368543138,0.436310047224879,-0.522026704820279
19158,1237663783660683597,0.436611101181388,-0.410352493429906
19173,1237663783660683596,0.436894293737447,-0.408809282966467
19202,1237663278464827896,0.437726692875998,0.861662569810391
19239,1237663784197620848,0.533071256447998,0.14215924888596
19253,1237663783660684145,0.347409054387015,-0.38651393811562
19285,1237663278464827894,0.43850875514147,0.86471327665457
19288,1237666408442626496,0.438624089212453,0.284689687869481
19339,1237657190905414112,0.439694840396385,-0.0477047010411364
19381,1237657192516026990,0.537688252511828,1.19184177205168
19408,1237657190368543675,0.538268261885378,-0.467459785978843
19463,1237663278464828222,0.423976598184709,0.94150027662409
19491,1237663278464828223,0.424735698507817,0.996590309153687
19612,1237657191979155739,0.4152535494228,0.736798836790026
19637,1237663278464828214,0.415839573174821,0.914846862705032
19705,1237657190905414436,0.417311560193696,-0.040760078410038
19726,1237657190905414068,0.417703232735391,-0.0221153693046458
19754,1237663275780539635,0.525794799499323,-1.16351161845708
19757,1237657189831672669,0.525861562204966,-0.877424071219135
19763,1237663784197620333,0.525949865702028,0.12230639762968
19778,1237663783660749425,0.52639173877628,-0.24743600838525
19791,1237657189831672670,0.526664243685275,-0.877181267760015
19799,1237663275780473674,0.441465408164817,-1.12486824736784
19820,1237657189831672237,0.44187137352867,-0.991896049393472
19822,1237666408442626507,0.441884733962638,0.29784042659558
19845,1237666408442626506,0.442549014802921,0.296287326972273
19934,1237663783123878540,0.536365941548887,-0.676861916281498
20035,1237657190905414098,0.435196270466804,-0.0394671758347652
20037,1237657189831672515,0.435275113205478,-1.00566878198409
20140,1237663783123878941,0.531766259634502,-0.692213727453608
20170,1237657192515961929,0.356061575012973,1.10633638935583
20294,1237657190905414151,0.452127842777827,-0.0437836912650131
20310,1237663275780474004,0.452657794158029,-1.16343544998378
20346,1237657191979221344,0.547915125411919,0.671503233409779
20353,1237657189831607133,0.360835676659747,-1.04235962562258
20414,1237657189831671910,0.457802201418133,-0.990542926434089
20431,1237657190905413981,0.458192752649836,-0.0574573984227129
20437,1237657190368543839,0.458310725482193,-0.43777155537293
20453,1237657192516026789,0.458589743583161,1.16507962814392
20457,1237663783660749223,0.458623342462865,-0.388860319232617
20479,1237657192516027101,0.459122959674573,1.10706130978732
20539,1237663784197555139,0.334718429762717,0.0594506035697475
20540,1237663278464762608,0.334754022537652,0.873162237990118
20573,1237663278464762607,0.335311256471073,0.872071837231736
20693,1237657190905480096,0.550086975545923,-0.105925611735156
20715,1237657191979222233,0.550576292725736,0.670744981849105
20792,1237657190905413978,0.448735015530019,-0.0351269514240561
20793,1237663275780473902,0.44874956857953,-1.13797853054725
20796,1237657190368543170,0.44883332280881,-0.428439265594864
20861,1237666408442626927,0.450148685112822,0.26664730782682
20878,1237657190905479903,0.552354314879267,-0.112192300526901
20950,1237663278464763019,0.368781321261224,0.88051740097153
20987,1237657190368543759,0.465908935639732,-0.445591845848332
21033,1237657190368543761,0.466639986155656,-0.450883981482544
21166,1237663784197620784,0.45990378316651,0.139834691125705
21176,1237657190368543563,0.460141184659619,-0.430608779393601
21198,1237663783660749101,0.460803032088691,-0.221854586698554
21234,1237657192516026795,0.461624149087413,1.17623331159482
21298,1237663783123878781,0.505120134001087,-0.6700241795525
21318,1237663783123878922,0.505549007960607,-0.682025048737433
21388,1237657189831738501,0.580039506966955,-0.973547265845144
21397,1237657189831737432,0.580176865721455,-0.947055426975114
21505,1237663277927957458,0.477193943950795,0.588957421596581
21559,1237657192516027123,0.47851338674559,1.1749031771247
21611,1237663783660749157,0.574799568710526,-0.270514680867958
21622,1237657191979221441,0.575188350062433,0.821654282171499
21664,1237657189831607171,0.382417132824799,-0.96312988065231
21681,1237663783123813369,0.382877099936863,-0.769131107846606
21752,1237657189831672895,0.492181481487876,-1.0053688626997
