objid,bands,pid1,pid2
1237657191443464495,gr,1237657191443464495,1237657191443464496
1237657191980400886,u,1237657191980400886,1237657191980400886
1237657191980466414,ri,1237657191980466420,1237657191980466414
1237657192517533842,ri,1237657192517533849,1237657192517533842
1237662663210303532,i,1237662663210303534,1237662663210303534
1237662663210237978,i,1237662663210237978,1237662663210237978
1237662305119502503,ri,1237662305119502503,1237662305119502504
1237662305119568057,u,1237662305119568057,1237662305119568057
1237662305119502508,g,1237662305119502508,1237662305119502508
1237662663746912345,i,1237662663746912345,1237662663746912345
1237662305119764798,g,1237662305119764798,1237662305119764799
1237662305119764568,g,1237662305119764567,1237662305119764568
1237662305119699184,ug,1237662305119699184,1237662305119699184
1237662664284111137,r,1237662664284111137,1237662664284111137
1237662664283914525,ri,1237662664283914525,1237662664283914532
1237662305119633740,i,1237662305119633740,1237662305119633740
1237662663747305682,i,1237662663747305682,1237662663747305683
1237667322181517516,i,1237667322181517516,1237667322181517516
1237667429573263460,i,1237667429573263460,1237667429573263461
1237667322718257260,gri,1237667322718257260,1237667322718257260
1237667429573066757,u,1237667429573066757,1237667429573066757
1237667322717995094,u,1237667322717995094,1237667322717995094
1237667322718060624,i,1237667322718060624,1237667322718060624
1237667321644253410,ri,1237667321644253409,1237667321644253410
1237667321644253577,g,1237667321644253577,1237667321644253577
1237667448875253880,r,1237667448875253880,1237667448875253880
1237667429035868513,ri,1237667429035868513,1237667429035868514
1237667442968887510,r,1237667442968887510,1237667442968887511
1237667442968887692,ri,1237667442968887692,1237667442968887693
1237667429035737179,ri,1237667429035737186,1237667429035737179
1237667429035737252,g,1237667429035737252,1237667429035737252
1237667321644122372,u,1237667321644122372,1237667321644122372
1237667321644187841,ri,1237667321644187840,1237667321644187841
1237667429035737342,i,1237667429035737342,1237667429035737345
1237667322180993151,g,1237667322180993151,1237667322180993151
1237667322717864054,u,1237667322717864054,1237667322717864054
1237667442968756544,g,1237667442968756544,1237667442968756544
1237667429035606153,ri,1237667429035606153,1237667429035606153
1237667542823862413,gri,1237667542823862413,1237667542823862419
1237667292116615200,i,1237667292116615200,1237667292116615202
1237667538540364046,i,1237667538540364046,1237667538540364046
1237667539077628069,ugri,1237667539077628068,1237667539077628069
1237667538540494982,i,1237667538540494982,1237667538540494982
1237667542824059099,i,1237667542824059099,1237667542824059099
1237667538540560627,u,1237667538540560637,1237667538540560637
1237667542286991611,ri,1237667542286991611,1237667542286991614
1237667541750120725,i,1237667541750120725,1237667541750120725
1237667538003689696,ug,1237667538003689696,1237667538003689698
1237667541750251748,i,1237667541750251748,1237667541750251749
1237667292116943053,r,1237667292116943053,1237667292116943053
1237667542824255643,i,1237667542824255643,1237667542824255644
1237667541750382736,g,1237667541750382736,1237667541750382736
1237667539078086667,i,1237667539078086667,1237667539078086669
1237667538541150572,r,1237667538541150572,1237667538541150572
1237667538541215852,u,1237667538541215852,1237667538541215852
1237667541213643155,g,1237667541213643155,1237667541213643158
1237667537467277462,u,1237667537467277462,1237667537467277462
1237667541213773978,g,1237667541213773978,1237667541213773978
1237665550502002884,r,1237665550502002884,1237665550502002885
1237665532787884263,u,1237665532787884263,1237665532787884263
1237665532251144343,ri,1237665532251144343,1237665532251144343
1237665351318896843,i,1237665351318896843,1237665351318896846
1237665351855702113,i,1237665351855702113,1237665351855702113
1237665351855702194,g,1237665351855702194,1237665351855702195
1237665350244893194,r,1237665350244893194,1237665350244893194
1237665178449608790,i,1237665178449608790,1237665178449608790
1237665351855505587,g,1237665351855505587,1237665351855505589
1237665351855571039,gri,1237665351855571039,1237665351855571040
1237665351318635142,i,1237665351318635142,1237665351318635143
1237665351318569137,g,1237665351318569137,1237665351318569138
1237665351318634591,i,1237665351318634591,1237665351318634593
1237665531182252099,i,1237665531182252099,1237665531182252115
1237665531182317700,g,1237665531182317700,1237665531182317700
1237665567687573917,g,1237665567687573917,1237665567687573917
