objid,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks,z-type,z-peaks
1237666302167613636,NO_PEAK,"[]",DOUBLE,"[(41, 55)(50, 50)]",DOUBLE,"[(41, 55)(50, 50)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666302168007099,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(14, 27)(12, 19)]",NO_PEAK,"[]"
1237666302168465940,SINGLE,"[(20, 54)]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(51, 50)(45, 53)]",DOUBLE,"[(44, 53)(50, 50)]"
1237666302168596943,DOUBLE,"[(23, 23)(31, 6)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(48, 49)(47, 33)]"
1237666302168727681,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(62, 48)(50, 50)]",NO_PEAK,"[]"
1237666338114568547,DOUBLE,"[(20, 23)(24, 22)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666338114896580,SINGLE,"[(44, 11)]",NO_PEAK,"[]",SINGLE,"[(44, 11)]",DOUBLE,"[(43, 11)(47, 18)]",NO_PEAK,"[]"
1237666338115158383,NO_PEAK,"[]",SINGLE,"[(47, 55)]",DOUBLE,"[(47, 56)(50, 50)]",DOUBLE,"[(47, 56)(50, 50)]",NO_PEAK,"[]"
1237666338115355558,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(79, 20)]",DOUBLE,"[(79, 21)(87, 26)]",DOUBLE,"[(80, 20)(87, 25)]"
1237666338116206663,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(28, 28)(1, 8)]",DOUBLE,"[(28, 28)(36, 10)]"
1237666338116206718,SINGLE,"[(15, 26)]",NO_PEAK,"[]",DOUBLE,"[(87, 60)(59, 51)]",DOUBLE,"[(87, 60)(59, 51)]",DOUBLE,"[(87, 60)(58, 51)]"
1237666338116469255,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 51)(51, 47)]",NO_PEAK,"[]",DOUBLE,"[(50, 49)(59, 81)]"
1237666338116927985,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(72, 80)(82, 79)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666338650980473,NO_PEAK,"[]",DOUBLE,"[(43, 58)(50, 50)]",DOUBLE,"[(43, 58)(50, 50)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237666338651112376,DOUBLE,"[(29, 25)(22, 26)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(1, 78)(92, 89)]"
1237666338651504831,SINGLE,"[(36, 23)]",SINGLE,"[(37, 23)]",DOUBLE,"[(36, 23)(40, 14)]",DOUBLE,"[(36, 23)(40, 14)]",DOUBLE,"[(37, 23)(41, 14)]"
1237666338651636608,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(12, 43)]",DOUBLE,"[(12, 42)(7, 36)]",DOUBLE,"[(83, 69)(12, 43)]"
1237666338651832582,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(54, 41)]",DOUBLE,"[(50, 49)(53, 40)]",NO_PEAK,"[]"
1237666338651963901,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(46, 45)(50, 50)]",DOUBLE,"[(90, 79)(45, 45)]"
1237666338652685046,SINGLE,"[(29, 27)]",NO_PEAK,"[]",SINGLE,"[(31, 27)]",SINGLE,"[(31, 27)]",DOUBLE,"[(61, 64)(51, 49)]"
1237666338652750656,SINGLE,"[(32, 38)]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(20, 18)]",DOUBLE,"[(63, 1)(85, 5)]"
1237666338653143469,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(23, 26)(18, 27)]",DOUBLE,"[(51, 89)(98, 62)]"
1237666338653143998,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(51, 51)]",DOUBLE,"[(99, 15)(52, 27)]"
1237666338653274273,NO_PEAK,"[]",SINGLE,"[(56, 48)]",DOUBLE,"[(56, 48)(50, 50)]",DOUBLE,"[(57, 48)(50, 50)]",NO_PEAK,"[]"
1237666338653667875,SINGLE,"[(8, 25)]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(7, 27)(24, 26)]",DOUBLE,"[(9, 28)(50, 51)]"
1237666338653733113,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(48, 1)(55, 6)]",NO_PEAK,"[]",DOUBLE,"[(47, 1)(54, 7)]"
1237666338653733513,DOUBLE,"[(31, 9)(30, 15)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(45, 15)(62, 54)]"
1237666339188179469,SINGLE,"[(48, 37)]",NO_PEAK,"[]",DOUBLE,"[(48, 46)(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(57, 1)]"
1237666339188572322,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(37, 48)(44, 64)]",SINGLE,"[(37, 48)]",NO_PEAK,"[]"
1237666339188572323,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(31, 43)(38, 59)]",SINGLE,"[(32, 43)]",NO_PEAK,"[]"
1237666339188637737,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(21, 40)]",DOUBLE,"[(20, 40)(13, 42)]",NO_PEAK,"[]"
1237666339188768867,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(16, 1)(25, 2)]",DOUBLE,"[(31, 2)(23, 15)]"
1237666339189162931,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(26, 43)(33, 44)]",NO_PEAK,"[]"
1237666339189163305,SINGLE,"[(19, 8)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(28, 29)]",NO_PEAK,"[]"
