objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237667735597219866,220.534864426188,18.9619221562735,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(59, 45)]",DOUBLE,"[(58, 45)(50, 51)]"
1237667736134025477,220.541311421612,19.3440416682907,DOUBLE,"[(49, 49)(52, 44)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 49)]",SINGLE,"[(50, 50)]"
1237667736134025456,220.511957221955,19.3044412024335,SINGLE,"[(25, 35)]",SINGLE,"[(25, 34)]",DOUBLE,"[(26, 35)(27, 26)]",DOUBLE,"[(25, 35)(26, 27)]"
1237663788500254841,141.539011869731,67.0688340426576,NO_PEAK,"[]",DOUBLE,"[(50, 49)(48, 59)]",DOUBLE,"[(50, 50)(48, 60)]",DOUBLE,"[(50, 50)(48, 59)]"
1237663918421704780,141.789552563621,67.8996763752228,NO_PEAK,"[]",DOUBLE,"[(6, 57)(5, 61)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237663918421442747,140.845596833893,67.4360119269706,SINGLE,"[(25, 20)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(47, 42)]"
1237663789037584546,143.0646500376,67.9911987903472,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(62, 70)]",SINGLE,"[(50, 50)]"
1237663789037256897,141.652655995492,67.4112441165009,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(54, 61)]",NO_PEAK,"[]"
1237663789037584815,143.222729587967,67.9775629329236,SINGLE,"[(9, 34)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(43, 55)]",DOUBLE,"[(50, 50)(43, 55)]"
1237663917884965005,143.245354478672,67.8694675025177,NO_PEAK,"[]",SINGLE,"[(50, 49)]",DOUBLE,"[(50, 50)(37, 44)]",SINGLE,"[(50, 50)]"
1237663918421966915,143.463462133185,68.290448935927,NO_PEAK,"[]",DOUBLE,"[(50, 50)(47, 58)]",SINGLE,"[(50, 50)]",SINGLE,"[(30, 21)]"
1237663917884637240,141.796678395146,67.3881754662733,NO_PEAK,"[]",DOUBLE,"[(1, 45)(1, 41)]",DOUBLE,"[(1, 46)(1, 39)]",NO_PEAK,"[]"
1237663918422098160,143.842293092398,68.4122010250466,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 49)(58, 48)]",DOUBLE,"[(50, 50)(58, 48)]"
1237663917884899431,142.823042046582,67.7387111805736,DOUBLE,"[(49, 50)(42, 64)]",DOUBLE,"[(50, 50)(43, 64)]",DOUBLE,"[(50, 50)(43, 64)]",NO_PEAK,"[]"
1237663788500517011,143.033468472117,67.2965457199093,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(58, 42)]"
1237663788500647974,143.224679881047,67.615149575632,NO_PEAK,"[]",DOUBLE,"[(51, 75)(49, 50)]",DOUBLE,"[(52, 75)(50, 50)]",DOUBLE,"[(52, 75)(50, 50)]"
1237663788500648079,143.570274915094,67.5558255728308,SINGLE,"[(61, 66)]",SINGLE,"[(50, 49)]",SINGLE,"[(50, 50)]",DOUBLE,"[(61, 66)(50, 49)]"
1237663788500648196,143.506522999915,67.5875851619126,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(58, 25)]"
1237663917347963088,143.327550002556,67.3542526162623,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(61, 61)(50, 50)]"
1237663917885292577,144.575987565868,68.2714655522358,SINGLE,"[(49, 50)]",SINGLE,"[(50, 51)]",SINGLE,"[(50, 50)]",DOUBLE,"[(13, 19)(13, 7)]"
1237663788500844734,144.408618966969,67.9240016763775,NO_PEAK,"[]",SINGLE,"[(47, 55)]",DOUBLE,"[(50, 50)(46, 55)]",SINGLE,"[(38, 38)]"
1237663788500910426,144.424040730555,67.9578784340433,DOUBLE,"[(23, 30)(22, 25)]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(35, 44)]"
1237667911141884120,214.226914155379,21.8692677737294,NO_PEAK,"[]",DOUBLE,"[(50, 50)(53, 42)]",DOUBLE,"[(50, 50)(53, 42)]",DOUBLE,"[(50, 50)(52, 42)]"
1237665564996403353,214.260443502269,21.172381190112,NO_PEAK,"[]",SINGLE,"[(50, 49)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(61, 50)]"
1237665564996206727,213.846391808072,21.2385724759692,DOUBLE,"[(50, 51)(50, 55)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237667910604816430,213.584836829214,21.5373482435395,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(52, 63)(50, 50)]"
1237665565533012108,213.738308795086,21.7085550355447,NO_PEAK,"[]",DOUBLE,"[(49, 50)(41, 69)]",SINGLE,"[(49, 50)]",DOUBLE,"[(50, 50)(38, 59)]"
1237667910067945622,213.54521657395,21.0213525626793,NO_PEAK,"[]",DOUBLE,"[(49, 49)(63, 62)]",DOUBLE,"[(50, 50)(63, 63)]",DOUBLE,"[(50, 50)(63, 62)]"
1237667910067880296,213.316705672218,21.1262181933933,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(54, 54)]",NO_PEAK,"[]"
1237667910068011183,213.606431829847,21.0391853501445,SINGLE,"[(16, 20)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(47, 43)]",DOUBLE,"[(50, 50)(47, 44)]"
1237667911141425343,213.050194424922,21.9715619261058,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(49, 70)(55, 71)]"
1237667912215167164,213.272945017364,22.7831260173559,NO_PEAK,"[]",DOUBLE,"[(50, 50)(62, 52)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(61, 52)]"
1237665567143362660,213.384751317354,22.9520977075096,SINGLE,"[(26, 47)]",SINGLE,"[(25, 47)]",DOUBLE,"[(50, 50)(26, 48)]",DOUBLE,"[(50, 50)(26, 47)]"
1237667912215232668,213.390377601814,22.8409478471362,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(37, 50)(44, 49)]",DOUBLE,"[(37, 50)(44, 50)]"
1237665566069620901,213.222208784347,22.3204247965819,NO_PEAK,"[]",DOUBLE,"[(62, 47)(50, 50)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237667911141425263,213.017460731221,22.1242875081407,NO_PEAK,"[]",SINGLE,"[(27, 53)]",DOUBLE,"[(27, 52)(50, 50)]",NO_PEAK,"[]"
1237667912752300107,213.913828797769,23.2299913386189,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(34, 64)(18, 63)]",DOUBLE,"[(34, 63)(18, 62)]"
1237667912752300958,214.010054383297,23.1164809666767,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(46, 40)]"
1237667912752300351,213.955681668787,23.08753434737,DOUBLE,"[(20, 38)(26, 45)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237667783374995533,193.336648125478,22.7843999175622,NO_PEAK,"[]",SINGLE,"[(25, 40)]",DOUBLE,"[(16, 34)(25, 39)]",DOUBLE,"[(16, 34)(25, 40)]"
1237667783374995982,193.341480467451,22.7531036560746,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(58, 53)]"
1237667735586144373,193.723798982912,22.5755689537969,NO_PEAK,"[]",DOUBLE,"[(50, 50)(60, 42)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237667735586144448,193.83935443062,22.5254585873517,NO_PEAK,"[]",DOUBLE,"[(40, 57)(50, 50)]",DOUBLE,"[(40, 56)(50, 50)]",DOUBLE,"[(50, 50)(40, 57)]"
1237667735586209944,193.991982930196,22.5543722245861,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(68, 52)]",DOUBLE,"[(50, 50)(68, 52)]"
1237667735586209970,193.894558282767,22.4759349374728,NO_PEAK,"[]",DOUBLE,"[(50, 50)(56, 52)]",SINGLE,"[(50, 50)]",SINGLE,"[(51, 50)]"
1237667736123277506,194.403821210225,22.9561171317332,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(59, 37)]",SINGLE,"[(50, 50)]"
1237667783375388834,194.400212244946,22.7267148785774,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(51, 50)(61, 53)]",DOUBLE,"[(50, 50)(60, 53)]"
1237667735586341003,194.300840448131,22.5832182915763,NO_PEAK,"[]",SINGLE,"[(32, 49)]",SINGLE,"[(32, 49)]",DOUBLE,"[(32, 50)(50, 50)]"
1237667782838452274,194.223101599809,22.3736032236998,NO_PEAK,"[]",DOUBLE,"[(50, 50)(43, 69)]",DOUBLE,"[(50, 50)(44, 69)]",DOUBLE,"[(50, 50)(42, 67)]"
1237667736123277516,194.431535849065,23.0612948192687,NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(46, 34)]"
1237667783375519917,194.646120135133,22.6729993353484,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(56, 32)]"
1237667736123408538,194.760609113728,23.0240091506305,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(53, 63)]"
1237667735586668701,195.066366598262,22.5557154400236,NO_PEAK,"[]",DOUBLE,"[(50, 50)(42, 45)]",DOUBLE,"[(50, 51)(31, 53)]",DOUBLE,"[(50, 50)(31, 52)]"
1237667783375650954,194.961805381583,22.716761978365,NO_PEAK,"[]",DOUBLE,"[(50, 51)(42, 37)]",DOUBLE,"[(50, 50)(43, 36)]",DOUBLE,"[(50, 50)(43, 36)]"
1237667781765955735,197.15374828349,21.294916003449,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(65, 65)]",DOUBLE,"[(50, 50)(66, 65)]"
1237667781766086788,197.490186982084,21.2921856811091,DOUBLE,"[(57, 51)(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
