objid,bands,pid1,pid2
1237658613591310429,ri,1237658613591310429,1237658613591310429
1237658204506751121,ugri,1237658204506751121,1237658204506751121
1237658204506751070,g,1237658204506751070,1237658204506751070
1237658611444482198,r,1237658611444482198,1237658611444482199
1237658611444547646,ri,1237658611444547646,1237658611444547646
1237658203433861228,ri,1237658203433861228,1237658203433861229
1237658611981549705,gri,1237658611981549705,1237658611981549706
1237658611444482142,ri,1237658611444416647,1237658611444482142
1237658611444416673,r,1237658611444416673,1237658611444416674
1237658203970666546,ri,1237658203970666546,1237658203970666546
1237658612518355085,i,1237658612518355096,1237658612518355085
1237655692475760861,ri,1237655692475760861,1237655692475760861
1237655692475826459,ri,1237655692475826459,1237655692475826459
1237655499208327469,gri,1237655499208327469,1237655499208327469
1237655692476023039,g,1237655692476023039,1237655692476023041
1237655499208392756,gri,1237655499208392756,1237655499208392756
1237655691940397456,i,1237655691940397456,1237655691940397456
1237655691403329686,g,1237655691403329686,1237655691403264348
1237655498135699746,gri,1237655498135699746,1237655498135699747
1237655498135765149,r,1237655498135765149,1237655498135765149
1237655498672570659,r,1237655498672570659,1237655498672570659
1237655498135765176,i,1237655498135765176,1237655498135765176
1237655497598566772,r,1237655497598566772,1237655497598566772
1237655498672570561,ri,1237655498672570561,1237655498672570561
1237655691403001977,gr,1237655691403001977,1237655691403001977
1237655691403067660,gr,1237655691403067660,1237655691403067660
1237655691403067480,r,1237655691403067480,1237655691403067481
1237655498672374095,i,1237655498672374095,1237655498672374095
1237655498135503079,ri,1237655498135503079,1237655498135503079
1237655498672373966,i,1237655498672373824,1237655498672373824
1237655498135437559,g,1237655498135437559,1237655498135437560
1237655498672242925,r,1237655498672242925,1237655498672242925
1237654606940340349,i,1237654606940340349,1237654606940340354
1237654605866664026,ri,1237654605866664026,1237654605866664027
1237661970105041009,g,1237661970105041009,1237661970105041009
1237654606403600623,gr,1237654606403600623,1237654606403600622
1237654606403534894,i,1237654606403534894,1237654606403534894
1237654605866729624,r,1237654605866729624,1237654605866729624
1237654605329924208,g,1237654605329924208,1237654605329924210
1237654605867122812,gr,1237654605867122812,1237654605867122811
1237654605866860728,gr,1237654605866860728,1237654605866860727
1237655125539946620,i,1237655125539946620,1237655125539946620
1237654605330251783,i,1237654605330252223,1237654605330251783
1237655125003731011,gri,1237655125003731011,1237655125003731011
1237655124466598012,g,1237655124466598012,1237655124466598012
1237656241167335496,ri,1237656241167335496,1237656241167335496
1237652942096826693,g,1237652942096826693,1237652942096826694
1237652942633763060,ri,1237652942633763060,1237652942633763060
1237656241167270199,i,1237656241167270199,1237656241167270202
1237652942096761246,r,1237652942096761246,1237652942096761246
1237652942633762995,i,1237652942633762995,1237652942633762996
1237656495108849889,i,1237656495108849889,1237656495108849889
1237652943170502878,i,1237652943170502878,1237652943170502878
1237656495108718676,g,1237656495108718676,1237656495108718679
1237656494035042335,ug,1237656494035042335,1237656494035042335
1237656494035042494,i,1237656494035042494,1237656494035042494
1237656494034976974,gr,1237656494034976974,1237656494034976974
1237652942096695356,gi,1237652942096695356,1237652942096695365
1237656241167139033,gri,1237656241167139033,1237656241167139033
1237656495108653312,gr,1237656495108653312,1237656495108653313
