objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237658613591310429,168.249894545868,49.2186741882499,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(49, 43)]",DOUBLE,"[(50, 50)(49, 43)]"
1237658204506751121,168.444711218568,48.6461804553682,DOUBLE,"[(50, 49)(49, 40)]",DOUBLE,"[(50, 50)(49, 41)]",DOUBLE,"[(50, 50)(49, 41)]",DOUBLE,"[(50, 50)(48, 41)]"
1237658204506751070,168.330611349354,48.5803707328971,NO_PEAK,"[]",DOUBLE,"[(50, 50)(35, 45)]",SINGLE,"[(51, 50)]",SINGLE,"[(49, 50)]"
1237658611444482198,170.918683254306,47.9895591822127,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(53, 60)]",SINGLE,"[(49, 50)]"
1237658611444547646,171.004524420763,47.9909934316801,NO_PEAK,"[]",SINGLE,"[(35, 47)]",DOUBLE,"[(50, 50)(36, 47)]",DOUBLE,"[(50, 50)(36, 47)]"
1237658203433861228,171.420521287889,48.3408966772423,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(38, 47)]",DOUBLE,"[(50, 50)(38, 46)]"
1237658611981549705,171.428958602032,48.3722558248966,NO_PEAK,"[]",DOUBLE,"[(50, 50)(59, 60)]",DOUBLE,"[(50, 50)(59, 60)]",DOUBLE,"[(50, 50)(59, 60)]"
1237658611444482142,170.779383635522,47.8809798018604,SINGLE,"[(26, 59)]",SINGLE,"[(50, 49)]",DOUBLE,"[(26, 59)(50, 50)]",DOUBLE,"[(26, 59)(50, 49)]"
1237658611444416673,170.624336434979,47.9742643909471,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(42, 47)]",NO_PEAK,"[]"
1237658203970666546,171.225865991901,48.5757041236935,SINGLE,"[(42, 30)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(38, 56)]",DOUBLE,"[(38, 56)(50, 50)]"
1237658612518355085,171.113755388315,48.8794001446731,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(14, 67)(50, 50)]"
1237655692475760861,219.046977074609,-1.96592997795752,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(38, 54)(50, 50)]",DOUBLE,"[(38, 54)(50, 50)]"
1237655692475826459,219.225914992042,-1.88200359082543,NO_PEAK,"[]",SINGLE,"[(50, 51)]",DOUBLE,"[(50, 50)(39, 56)]",DOUBLE,"[(50, 50)(39, 56)]"
1237655499208327469,219.699905757698,-1.81061526368559,NO_PEAK,"[]",DOUBLE,"[(48, 56)(50, 50)]",DOUBLE,"[(47, 57)(50, 50)]",DOUBLE,"[(48, 57)(50, 50)]"
1237655692476023039,219.674177356641,-1.84793784669184,NO_PEAK,"[]",DOUBLE,"[(49, 50)(56, 40)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237655499208392756,219.853564208667,-1.78508993756014,NO_PEAK,"[]",DOUBLE,"[(66, 50)(49, 50)]",DOUBLE,"[(67, 51)(50, 50)]",DOUBLE,"[(66, 51)(50, 50)]"
1237655691940397456,222.474497912166,-2.32825262494391,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(60, 46)]"
1237655691403329686,222.01712999212,-2.66726219838694,SINGLE,"[(36, 36)]",DOUBLE,"[(50, 50)(36, 36)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237655498135699746,222.292168715668,-2.45798272255525,NO_PEAK,"[]",DOUBLE,"[(50, 51)(39, 45)]",DOUBLE,"[(50, 51)(38, 44)]",DOUBLE,"[(50, 51)(39, 45)]"
1237655498135765149,222.335625518019,-2.46198968763365,NO_PEAK,"[]",SINGLE,"[(46, 33)]",DOUBLE,"[(50, 50)(46, 33)]",NO_PEAK,"[]"
1237655498672570659,222.253336152969,-2.15993992781199,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(62, 45)]",NO_PEAK,"[]"
1237655498135765176,222.354522737812,-2.47715625153142,NO_PEAK,"[]",SINGLE,"[(47, 37)]",SINGLE,"[(47, 37)]",DOUBLE,"[(50, 50)(47, 37)]"
1237655497598566772,221.586278426474,-2.90774112216465,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(59, 46)]",NO_PEAK,"[]"
1237655498672570561,222.171957516519,-2.13881461453521,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(54, 42)]",DOUBLE,"[(50, 50)(54, 42)]"
1237655691403001977,221.384335666683,-2.74419604825636,SINGLE,"[(50, 50)]",DOUBLE,"[(50, 49)(40, 56)]",DOUBLE,"[(50, 50)(40, 57)]",NO_PEAK,"[]"
1237655691403067660,221.45931052067,-2.80201386160269,NO_PEAK,"[]",DOUBLE,"[(50, 50)(35, 50)]",DOUBLE,"[(50, 50)(35, 50)]",NO_PEAK,"[]"
1237655691403067480,221.478982842149,-2.75866654969884,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(45, 32)]",NO_PEAK,"[]"
1237655498672374095,221.723235830419,-2.14032099680671,SINGLE,"[(46, 53)]",SINGLE,"[(50, 49)]",SINGLE,"[(51, 49)]",DOUBLE,"[(50, 50)(57, 37)]"
1237655498135503079,221.818827148089,-2.477330017781,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(37, 52)]",DOUBLE,"[(50, 50)(37, 52)]"
1237655498672373966,221.781239159958,-2.14588996943623,SINGLE,"[(15, 8)]",SINGLE,"[(15, 7)]",SINGLE,"[(15, 7)]",DOUBLE,"[(15, 7)(17, 16)]"
1237655498135437559,221.623773061202,-2.53346277658243,NO_PEAK,"[]",DOUBLE,"[(50, 50)(39, 46)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237655498672242925,221.495155342226,-2.07929152393792,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(44, 67)(51, 50)]",NO_PEAK,"[]"
1237654605329530954,168.721411223603,4.72275620374849,NO_PEAK,"[]",DOUBLE,"[(50, 50)(40, 44)]",DOUBLE,"[(50, 50)(58, 55)]",NO_PEAK,"[]"
1237654605329662116,169.093073378435,4.71626271575562,DOUBLE,"[(49, 50)(43, 52)]",DOUBLE,"[(50, 50)(38, 37)]",SINGLE,"[(50, 50)]",SINGLE,"[(51, 50)]"
1237654606940340349,169.189465529989,5.90857434648452,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(53, 65)]"
1237654605866664026,169.296692325481,5.1958695108847,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 49)(40, 42)]",DOUBLE,"[(50, 50)(39, 42)]"
1237661970105041009,169.426732495084,6.01658351690948,NO_PEAK,"[]",DOUBLE,"[(50, 50)(39, 45)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237654606403600623,169.474769434109,5.59217865280798,NO_PEAK,"[]",DOUBLE,"[(53, 55)(50, 50)]",DOUBLE,"[(50, 50)(53, 55)]",NO_PEAK,"[]"
1237654606403534894,169.323808121707,5.51264301050531,NO_PEAK,"[]",SINGLE,"[(49, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(46, 64)]"
1237654605866729624,169.482436883269,5.23664880571724,NO_PEAK,"[]",SINGLE,"[(49, 50)]",DOUBLE,"[(50, 50)(52, 42)]",NO_PEAK,"[]"
1237654605329924208,169.645750752759,4.71603963473023,NO_PEAK,"[]",DOUBLE,"[(51, 50)(39, 44)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237654605867122812,170.352319745477,5.09402778869634,NO_PEAK,"[]",DOUBLE,"[(50, 50)(44, 41)]",DOUBLE,"[(50, 50)(44, 41)]",NO_PEAK,"[]"
1237654605866860728,169.845604446779,5.2471706756871,NO_PEAK,"[]",DOUBLE,"[(49, 50)(37, 41)]",DOUBLE,"[(50, 50)(38, 42)]",SINGLE,"[(50, 50)]"
1237655125539946620,170.2599059963,4.92783334045677,NO_PEAK,"[]",SINGLE,"[(51, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(51, 50)(36, 55)]"
1237654605330251783,170.364805963714,4.67888140738614,SINGLE,"[(90, 18)]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(90, 17)(50, 51)]"
1237655125003731011,171.775363836866,4.61762750636325,NO_PEAK,"[]",DOUBLE,"[(53, 62)(50, 50)]",DOUBLE,"[(52, 61)(49, 50)]",DOUBLE,"[(53, 61)(50, 50)]"
1237655124466598012,171.272611097312,4.12100281420664,NO_PEAK,"[]",DOUBLE,"[(50, 50)(42, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(51, 50)]"
1237656241167335496,348.878896851602,13.6779772950964,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(42, 55)]",DOUBLE,"[(50, 50)(42, 55)]"
1237652942096826693,348.941456838595,13.5099034574468,NO_PEAK,"[]",DOUBLE,"[(50, 50)(41, 43)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237652942633763060,349.065357175979,13.9914439785011,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(53, 37)]",DOUBLE,"[(50, 50)(53, 37)]"
1237656241167270199,348.627258936096,13.6699098861478,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(44, 61)]"
1237652942096761246,348.721376789399,13.5800228840041,NO_PEAK,"[]",SINGLE,"[(52, 49)]",DOUBLE,"[(49, 50)(31, 59)]",NO_PEAK,"[]"
1237652942633762995,349.017888142906,13.8828300619513,SINGLE,"[(38, 35)]",SINGLE,"[(38, 35)]",SINGLE,"[(37, 35)]",DOUBLE,"[(50, 50)(38, 35)]"
1237656495108915245,348.78299870998,14.0285338420651,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(1, 28)(2, 17)]",DOUBLE,"[(50, 50)(2, 16)]"
1237656495108849889,348.644871142332,14.1023307105656,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(36, 51)]",DOUBLE,"[(50, 50)(37, 52)]"
1237652943170502878,348.630885714485,14.2271711836475,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(51, 50)(59, 45)]"
1237656495108718676,348.394612254177,13.9867816082194,NO_PEAK,"[]",DOUBLE,"[(51, 50)(52, 68)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237656494035042335,348.522365587824,13.1778435620921,DOUBLE,"[(50, 50)(53, 33)]",DOUBLE,"[(50, 50)(53, 34)]",SINGLE,"[(50, 51)]",NO_PEAK,"[]"
1237656494035042494,348.525169924511,13.254507476926,SINGLE,"[(50, 49)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(64, 43)(50, 50)]"
1237656494034976974,348.418717400704,13.2255374438853,NO_PEAK,"[]",DOUBLE,"[(50, 50)(55, 37)]",DOUBLE,"[(51, 50)(55, 38)]",SINGLE,"[(50, 51)]"
1237652942096695356,348.554943807085,13.4263797515826,NO_PEAK,"[]",DOUBLE,"[(49, 49)(20, 32)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(20, 32)]"
1237656494571847932,348.459698666151,13.5915296223294,DOUBLE,"[(51, 53)(56, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 49)(36, 57)]",NO_PEAK,"[]"
1237656241167139033,348.446102734267,13.6876110136551,NO_PEAK,"[]",DOUBLE,"[(49, 50)(57, 41)]",DOUBLE,"[(50, 50)(57, 41)]",DOUBLE,"[(50, 50)(58, 41)]"
1237656495108653312,348.245251085874,14.0268057722048,NO_PEAK,"[]",DOUBLE,"[(50, 49)(54, 62)]",DOUBLE,"[(50, 50)(54, 62)]",NO_PEAK,"[]"
1237652942633369944,348.121786865058,13.9422621381454,NO_PEAK,"[]",DOUBLE,"[(50, 50)(61, 30)]",DOUBLE,"[(50, 50)(62, 30)]",NO_PEAK,"[]"
1237656495645458558,348.087965843244,14.3977791114327,NO_PEAK,"[]",SINGLE,"[(39, 29)]",DOUBLE,"[(39, 29)(50, 50)]",DOUBLE,"[(39, 28)(50, 50)]"
1237652943170371764,348.281218096571,14.2983009241806,NO_PEAK,"[]",DOUBLE,"[(51, 50)(63, 49)]",DOUBLE,"[(50, 50)(68, 52)]",NO_PEAK,"[]"
1237652942096564637,348.284420747724,13.5178725891506,NO_PEAK,"[]",DOUBLE,"[(50, 50)(57, 48)]",DOUBLE,"[(50, 50)(57, 48)]",NO_PEAK,"[]"
1237652942633369814,348.036339595335,13.8482951168461,NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(46, 39)]"
1237652943170240551,347.999330516898,14.2586303064515,NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(52, 34)]"
1237656495108587569,347.980417448733,14.0827846713764,SINGLE,"[(8, 3)]",SINGLE,"[(8, 3)]",DOUBLE,"[(12, 7)(8, 1)]",SINGLE,"[(12, 8)]"
1237656241167007831,348.109554435062,13.7265719820037,DOUBLE,"[(74, 47)(55, 33)]",DOUBLE,"[(50, 50)(56, 34)]",DOUBLE,"[(50, 50)(63, 51)]",DOUBLE,"[(50, 50)(56, 33)]"
1237656241166745862,347.492513673794,13.6785569167267,NO_PEAK,"[]",DOUBLE,"[(50, 50)(60, 41)]",NO_PEAK,"[]",SINGLE,"[(25, 23)]"
1237652942633107620,347.426747998014,13.8335406451156,NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(50, 51)(58, 59)]"
1237657220414111903,168.134600045254,55.6825929661816,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(39, 59)]"
1237657611263279205,168.274319280309,55.8088641824264,NO_PEAK,"[]",DOUBLE,"[(50, 51)(37, 45)]",NO_PEAK,"[]",SINGLE,"[(32, 24)]"
1237657220414046654,167.96473089676,55.6012625325063,SINGLE,"[(36, 99)]",NO_PEAK,"[]",SINGLE,"[(59, 40)]",DOUBLE,"[(50, 50)(58, 41)]"
1237657611263148149,167.81015640194,55.6681468841404,NO_PEAK,"[]",DOUBLE,"[(99, 58)(48, 50)]",NO_PEAK,"[]",DOUBLE,"[(99, 58)(99, 64)]"
1237657220413980793,167.728684538887,55.6410642254447,NO_PEAK,"[]",DOUBLE,"[(51, 51)(53, 58)]",SINGLE,"[(50, 51)]",SINGLE,"[(49, 50)]"
