objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237655470212776237,235.900729303827,2.52126801639895,NO_PEAK,"[]",DOUBLE,"[(49, 50)(46, 42)]",DOUBLE,"[(50, 50)(46, 42)]",DOUBLE,"[(50, 50)(47, 41)]"
1237651822180827360,234.993444908861,2.9110350099442,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(40, 59)(49, 50)]",DOUBLE,"[(40, 59)(50, 50)]"
1237651737928532372,235.07528350999,2.82737494591568,NO_PEAK,"[]",DOUBLE,"[(50, 49)(47, 54)]",SINGLE,"[(51, 49)]",SINGLE,"[(51, 50)]"
1237651737391726900,235.204024748718,2.40952793405411,NO_PEAK,"[]",SINGLE,"[(49, 50)]",DOUBLE,"[(50, 50)(59, 66)]",DOUBLE,"[(50, 50)(59, 65)]"
1237654880208945198,235.064108958856,3.14312723412719,SINGLE,"[(34, 41)]",SINGLE,"[(33, 42)]",DOUBLE,"[(34, 42)(50, 50)]",DOUBLE,"[(34, 42)(50, 50)]"
1237651822717763739,235.092414190609,3.23599723481173,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 51)]",DOUBLE,"[(50, 49)(83, 62)]"
1237651822717960629,235.62996798684,3.28453339311536,NO_PEAK,"[]",SINGLE,"[(40, 46)]",DOUBLE,"[(39, 46)(50, 50)]",DOUBLE,"[(40, 46)(50, 50)]"
1237662266467025322,235.893393925928,3.74609558127191,NO_PEAK,"[]",DOUBLE,"[(50, 50)(50, 71)]",DOUBLE,"[(50, 50)(50, 71)]",DOUBLE,"[(50, 49)(49, 71)]"
1237655742413078798,235.894625619704,3.66660383242275,SINGLE,"[(61, 6)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(55, 41)]",NO_PEAK,"[]"
1237655742413144264,236.039077526655,3.54865268459918,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(41, 35)]",DOUBLE,"[(51, 50)(41, 34)]"
1237655742413144273,236.038194196935,3.49177526849447,SINGLE,"[(49, 49)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(45, 33)]",DOUBLE,"[(50, 50)(45, 33)]"
1237655742413144331,236.082212670596,3.54236650227024,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(23, 58)(32, 66)]",SINGLE,"[(50, 50)]"
1237651822718353578,236.458854449803,3.14766591168496,NO_PEAK,"[]",SINGLE,"[(49, 50)]",DOUBLE,"[(50, 50)(38, 46)]",DOUBLE,"[(50, 50)(39, 45)]"
1237651822718353683,236.515766868524,3.22762231279624,NO_PEAK,"[]",DOUBLE,"[(51, 50)(43, 36)]",DOUBLE,"[(50, 50)(43, 37)]",DOUBLE,"[(51, 51)(44, 38)]"
1237654880746537164,236.664988814821,3.49358979513498,NO_PEAK,"[]",DOUBLE,"[(45, 56)(53, 44)]",NO_PEAK,"[]",DOUBLE,"[(50, 49)(39, 63)]"
1237654653107896516,143.208495334382,52.7383448905605,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(32, 47)]",DOUBLE,"[(33, 48)(50, 50)]"
1237654651497742423,145.654015146341,52.2124329423155,NO_PEAK,"[]",DOUBLE,"[(50, 50)(68, 46)]",DOUBLE,"[(50, 50)(67, 45)]",SINGLE,"[(2, 5)]"
1237657772319506549,145.975967361727,52.0719660249073,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(40, 63)]"
1237654652035006474,146.646084457835,52.9169673390063,DOUBLE,"[(65, 46)(51, 49)]",DOUBLE,"[(65, 46)(51, 49)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237654626262712412,145.046981322211,52.0042037122267,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(1, 25)]",DOUBLE,"[(50, 50)(91, 15)]"
1237654651497808158,146.018795299853,52.3724037170076,NO_PEAK,"[]",DOUBLE,"[(50, 50)(50, 42)]",DOUBLE,"[(50, 50)(49, 43)]",SINGLE,"[(50, 50)]"
1237654651497939072,146.437357226785,52.3572525423698,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(33, 27)]",SINGLE,"[(51, 51)]"
1237654651497939183,146.429349360795,52.433314596501,SINGLE,"[(6, 43)]",DOUBLE,"[(51, 50)(44, 51)]",SINGLE,"[(51, 50)]",DOUBLE,"[(50, 51)(44, 51)]"
1237654651497414888,144.799248730357,51.856352042686,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(44, 56)]",DOUBLE,"[(50, 50)(43, 55)]"
1237655107294003414,144.881477233911,52.0555569054164,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(67, 47)]",DOUBLE,"[(51, 50)(65, 46)]"
1237654652034744453,145.962617899968,52.6933883005628,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(34, 30)(30, 17)]",DOUBLE,"[(34, 30)(30, 17)]"
1237655107293937776,144.619756142004,51.9675966150789,DOUBLE,"[(51, 49)(53, 55)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237655107293937795,144.627672952509,51.9882734463718,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(35, 45)]"
1237654652034416824,144.752641031676,52.2971985597977,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(67, 48)]",NO_PEAK,"[]"
