objid,ra,dec
1237666407918928022,30.5371922303317,-0.171661857886307
1237666407917682973,27.6548208528663,-0.14492612194833
1237666407917682974,27.6548087243136,-0.0645820382959817
1237666407917682996,27.6612488377448,-0.0920125054223163
1237666407918928220,30.5068623649846,-0.0798085278953949
1237666407918928367,30.5753048662315,-0.1598511249454
1237666407918928475,30.6183985475608,-0.0367343268564762
1237666407918928488,30.6208538278905,-0.0468808033216566
1237666407920304914,33.7296064075167,-0.0273191391643321
1237666407918928587,30.4987299533482,-0.0357056002019409
1237666407918928617,30.5244437229265,-0.148967479648417
1237666407918928810,30.5823043432534,-0.133175120298818
1237666407918928848,30.5156741727732,-0.105978090012599
1237666407917748578,27.8178110202137,-0.010114837201246
1237666407917748713,27.8533288042495,-0.121026900678247
1237666407918994122,30.6452065405908,-0.0485645759992677
1237666407918994126,30.6473156964076,-0.087355201924294
1237666407918994217,30.7430308388534,-0.0483127091208934
1237666407918994341,30.7289729199402,-0.204555756707287
1237666407918994373,30.7762744626397,-0.131861109911006
1237666407918994377,30.7799470657363,-0.182815562779108
1237666407918994440,30.7628905117625,-0.0346545020245054
1237666407919058963,30.8184463993766,-0.198378231834832
1237666407919059068,30.9368487412906,-0.0247396404699701
1237666407919059203,30.9256990353743,-0.0446198339639649
1237666407919059475,30.8521393047691,-0.130110171085606
1237666407919059570,30.8924586377273,-0.0702960793881981
1237666407919059584,30.8972596689061,-0.0328073896991209
1237666407919059729,30.8217031515148,-0.154335403424983
1237666407919059732,30.8234837075651,-0.000484106735701654
1237666407919124807,30.9528246424991,-0.0779075686733891
1237666407919124842,30.9649211810662,-0.0694904987069196
1237666407919124897,30.983519859266,-0.165885966180496
1237666407919124929,30.9986126468866,-0.194169640568008
1237666407919124968,31.0107510802881,-0.0950121938485304
1237666407919125151,31.0660696284462,-0.0239262355450565
1237666407919125236,30.945679533226,-0.0538817020522729
1237666407917814451,28.072460182193,-0.184343050774426
1237666407917814623,28.0045097703116,-0.113473327868938
1237666407920370982,33.860233154484,-0.154657989091184
1237666407919125287,30.9966508609041,-0.0166431144546385
1237666407919125311,31.0315912275232,-0.115858483299511
1237666407919125318,31.0408350233086,-0.048418466378715
1237666407919125325,31.0482416746884,-0.15541242566066
1237666407919125374,31.0876258017974,-0.103648697063431
1237666407919125409,30.9749869361252,-0.165052857520328
1237666407919125513,31.0264153040293,-0.129275308126207
1237666407919125533,30.9580738939801,-0.118866242395914
1237666407919125543,31.0260136103018,-0.175731033828665
1237666407919190040,31.1743791440315,-0.00405608908197674
1237666407919190065,31.1659987487234,-0.00178822143569097
1237666407919190093,31.23340122948,-0.0553221797483734
1237666407919190354,31.1082684749413,-0.0480183265691185
1237666407919190515,31.164294198869,-0.123190198827435
1237666407919190571,31.1848175662174,-0.108380590886797
1237666407919190600,31.1959926189982,-0.0538137424404368
1237666407919190682,31.2277193234272,-0.10373300788368
1237666407919190685,31.227114870469,-0.19458259313995
1237666407919190844,31.2012621937996,-0.0870477124571222
1237666407919190940,31.1434042751316,-0.119643353972916
1237666407919190954,31.1608667968016,-0.187429122004511
1237666407919190962,31.1759719548705,-0.195392391631904
1237666407917880235,28.2372047290921,-0.077374528192365
1237666407917880347,28.2319082240162,-0.153377474425685
1237666407917944858,28.2786497377346,-0.192847303850101
1237666407919190993,31.2157261055993,-0.0483724014541565
1237666407919190998,31.2221973048157,-0.00571910631711414
1237666407919255646,31.2856564869796,-0.00683046586853154
1237666407919255769,31.2853778145223,-0.15349485602949
1237666407919255941,31.3315542382625,-0.136829476665767
1237666407919255945,31.3412744054901,-0.112223199684722
1237666407919256346,31.3781652775415,-0.0580592431531783
1237666407919256353,31.3805039948217,-0.141130353807917
1237666407919256490,31.326419339058,-0.177488533083298
1237666407919256511,31.3450482524297,-0.00632061484349209
1237666407919256685,31.3023866910467,-0.187032107420719
1237666407919256703,31.2993587988689,-0.019851613383057
1237666407919256707,31.2790510448551,-0.0850564310052305
1237666407919321215,31.5269867216594,-0.0305492401211348
1237666407919321272,31.5383868186957,-0.182199953400079
1237666407920566610,34.2679077442116,-0.205093517681648
1237666407919321319,31.4420250478727,-0.0343135273373289
1237666407919321407,31.4012391363156,-0.0920480686741792
1237666407919321424,31.4057538702339,-0.0333262556832453
1237666407919321438,31.4118018477224,-0.086657236743205
1237666407919321467,31.4203365848117,-0.0882814697305732
1237666407919321521,31.4371598037444,-0.00625037711069278
1237666407919321557,31.4465277302916,-0.0948719953376792
1237666407918010779,28.4210122339531,-0.111953129353695
1237666407918010826,28.4332151810204,-0.142971816036743
1237666407918010851,28.4426262623907,-0.16596066376555
1237666407918010877,28.4512219591855,-0.129733306458555
1237666407918010914,28.4599522958354,-0.116561108232567
1237666407918010941,28.4678097349559,-0.0626418163497977
1237666407919321600,31.4609907522351,-0.0141141005369588
1237666407919321749,31.5257027897814,-0.0367859334821348
1237666407919321772,31.5323432111494,-0.0696836762183442
1237666407919321815,31.3999269434776,-0.0553497297675416
1237666407918010960,28.471238840047,-0.174627736052391
1237666407918010993,28.4784678877908,-0.172078724748569
1237666407919322010,31.4225930383232,-0.00321052859810577
1237666407919322061,31.4833942269737,-0.137248316302257
1237666407919322072,31.4973000960786,-0.161848083021973
1237666407919386883,31.5825926717715,-0.0191996082305531
1237666407919386939,31.5473698310993,-0.0842790255648237
1237666407919386955,31.5542349709325,-0.125541249218563
1237666407918076289,28.5584866103654,-0.0478234558624169
1237666407920697901,34.6206715745809,-0.03997042091832
1237666407918076393,28.5946358172633,-0.0467609486465466
