objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237661417671819391,198.158874406778,56.8517327923605,NO_PEAK,"[]",DOUBLE,"[(57, 43)(50, 50)]",DOUBLE,"[(57, 43)(50, 50)]",NO_PEAK,"[]"
1237661387600887986,198.372232709652,57.107959865242,NO_PEAK,"[]",DOUBLE,"[(50, 51)(50, 34)]",DOUBLE,"[(50, 50)(50, 34)]",NO_PEAK,"[]"
1237661418208624914,198.090920480783,57.4131469623298,NO_PEAK,"[]",SINGLE,"[(48, 40)]",DOUBLE,"[(50, 50)(48, 39)]",DOUBLE,"[(50, 50)(48, 40)]"
1237661418208624879,198.292549242198,57.3448764167672,NO_PEAK,"[]",DOUBLE,"[(50, 50)(65, 43)]",DOUBLE,"[(50, 50)(65, 44)]",NO_PEAK,"[]"
1237661418208690291,198.416307230247,57.3412961493609,NO_PEAK,"[]",DOUBLE,"[(49, 49)(64, 60)]",SINGLE,"[(50, 50)]",SINGLE,"[(49, 50)]"
1237661388137889950,199.046359437185,57.386987196723,NO_PEAK,"[]",DOUBLE,"[(50, 50)(42, 43)]",DOUBLE,"[(50, 50)(42, 43)]",NO_PEAK,"[]"
1237661418745626834,198.999207741483,57.7800351367637,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(51, 50)(51, 37)]"
1237661387601346658,200.127772442105,56.8024686600675,DOUBLE,"[(48, 42)(50, 50)]",SINGLE,"[(50, 49)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237661388675088425,200.581323301427,57.6214083893351,SINGLE,"[(16, 28)]",DOUBLE,"[(16, 29)(30, 27)]",DOUBLE,"[(16, 28)(30, 27)]",DOUBLE,"[(30, 27)(16, 27)]"
1237661388675022933,200.35464778005,57.6973308191347,DOUBLE,"[(50, 50)(32, 19)]",DOUBLE,"[(50, 50)(28, 13)]",DOUBLE,"[(49, 50)(27, 14)]",DOUBLE,"[(49, 50)(28, 14)]"
1237661418209214616,200.487555369653,57.0149769609657,NO_PEAK,"[]",DOUBLE,"[(50, 50)(45, 38)]",DOUBLE,"[(50, 50)(45, 38)]",DOUBLE,"[(50, 49)(45, 38)]"
1237661387602198768,203.855236911954,56.4056587569707,NO_PEAK,"[]",DOUBLE,"[(50, 50)(52, 33)]",DOUBLE,"[(50, 50)(52, 33)]",DOUBLE,"[(50, 50)(52, 34)]"
1237661387602133001,203.403417508365,56.5261787419387,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(67, 47)(50, 50)]"
1237661387602133017,203.484988173669,56.4943486236968,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(45, 62)]",DOUBLE,"[(45, 61)(50, 50)]"
1237661416062255296,202.083463809184,55.1572905446661,NO_PEAK,"[]",SINGLE,"[(38, 19)]",DOUBLE,"[(38, 19)(34, 2)]",DOUBLE,"[(38, 20)(34, 3)]"
1237660670352687271,150.12824769148,10.474035716523,NO_PEAK,"[]",SINGLE,"[(50, 51)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(50, 63)]"
1237661065490530448,150.769810980059,10.7472100268199,NO_PEAK,"[]",DOUBLE,"[(1, 44)(1, 86)]",DOUBLE,"[(1, 45)(1, 86)]",NO_PEAK,"[]"
