objid,bands,pid1,pid2
1237662195597181214,g,1237662195597180993,1237662195597180993
1237662224623665270,r,1237662224623665272,1237662224623665270
1237662339474719111,r,1237662339474719111,1237662339474719111
1237662663215546653,i,1237662663215546653,1237662663215546658
1237662225160929458,i,1237662225160929458,1237662225160929460
1237662662678937698,ri,1237662662678937698,1237662662678937698
1237662339474850084,g,1237662339474850084,1237662339474850084
1237662305125466328,i,1237662305125466328,1237662305125466330
1237662305125531949,u,1237662305125531949,1237662305125531949
1237662225698062592,gi,1237662225698062592,1237662225698062592
1237662339475308891,i,1237662339475308891,1237662339475308893
1237662663216202196,ri,1237662663216202196,1237662663216202196
1237662305125597655,r,1237662305125597655,1237662305125597655
1237662305125335412,i,1237662305125335412,1237662305125335412
1237662339475112357,ri,1237662339475112357,1237662339475112357
1237663278466269338,i,1237663278466269338,1237663278466269338
1237663278466335208,r,1237663278466335208,1237663278466335208
1237657191444119972,r,1237657191444119972,1237657191444119972
1237663784199258358,g,1237663784199258358,1237663784199258358
1237663278466597120,g,1237663278466597120,1237663278466597121
1237661949737632050,g,1237661949737632050,1237661949737632050
1237662199358816495,ri,1237662199358816495,1237662199358816496
1237662199895818584,u,1237662199895818613,1237662199895818613
1237662199358947423,gri,1237662199358947423,1237662199358947423
1237662199358881911,ri,1237662199358881911,1237662199358881919
1237662635834933567,ri,1237662635834933567,1237662635834933567
1237662533821923557,ugri,1237662533821923557,1237662533821923557
1237662636909658623,g,1237662636909658623,1237662636909658623
1237662636372787588,gi,1237662636372787588,1237662636372787588
1237662635835851147,i,1237662635835851147,1237662635835851148
1237662636372590885,gr,1237662636372590885,1237662636372590885
1237662534358597928,r,1237662534358597928,1237662534358597928
1237662636909592898,i,1237662636909592897,1237662636909592898
1237662200433475601,i,1237662200433475600,1237662200433475601
1237662534358532387,gri,1237662534358532387,1237662534358532387
1237662636372394212,ri,1237662636372394212,1237662636372394212
1237662200433344594,gri,1237662200433344594,1237662200433344595
1237662533821268017,i,1237662533821268017,1237662533821268017
1237662301896638863,g,1237662301896638863,1237662301896638872
1237662303507382396,i,1237662303507382395,1237662303507382396
1237662301896900653,r,1237662301896900860,1237662301896900653
1237662301896835201,g,1237662301896835201,1237662301896835201
1237662301896966355,r,1237662301896901861,1237662301896966355
1237662302433771616,gr,1237662302433771616,1237662302433771616
1237662302433968258,gi,1237662302433968258,1237662302433968258
1237661959371423911,ri,1237661959371423911,1237661959371423912
1237662302434099438,ug,1237662302434099438,1237662302434099440
1237661381705007240,gri,1237661381705007240,1237661381705007240
1237664669512040480,r,1237664669512040480,1237664669512040483
1237662225133928530,r,1237662225133928530,1237662225133928531
1237662225133928646,ri,1237662225133928646,1237662225133928647
1237661381705138349,i,1237661381705138349,1237661381705138351
1237664669512106204,i,1237664669512106204,1237664669512106204
1237662226207867001,gr,1237662226207867001,1237662226207867003
1237664668438626483,ugr,1237664668438626483,1237664668438626483
1237664668975497290,ugri,1237664668975497290,1237664668975497290
1237664669512368323,i,1237664669512368324,1237664669512368323
1237664669512433770,u,1237664669512433770,1237664669512433771
1237662246595657994,ri,1237662246595657994,1237662246595657994
1237661971732889766,gri,1237661971732889766,1237661971732889766
1237661972269891721,ri,1237661972269891721,1237661972269891793
1237662236940042299,ri,1237662236940042298,1237662236940042299
1237662263240491197,i,1237662263240491197,1237662263240491197
1237662236402843953,i,1237662236402843953,1237662236402843958
1237662262703358145,gr,1237662262703358145,1237662262703358147
1237662262703358318,g,1237662262703358314,1237662262703358315
1237662262703358165,gri,1237662262703358165,1237662262703358165
1237662236939845667,i,1237662236939845673,1237662236939845667
1237662263240425633,g,1237662263240425633,1237662263240425633
1237662262166421726,ri,1237662262166421726,1237662262166421726
1237662237476520621,r,1237662237476520621,1237662237476520621
1237664289397145727,gri,1237664289397145727,1237664289397145727
1237664289397145689,i,1237664289397145689,1237664289397145689
1237664292081565738,i,1237664292081565738,1237664292081565738
1237662526845288501,gri,1237662526845288501,1237662526845288501
1237664290470822013,u,1237664290470822013,1237664290470822013
1237664290470887495,gri,1237664290470887495,1237664290470887495
1237664291544760458,i,1237664291544760458,1237664291544760458
1237662526845419550,i,1237662526845419550,1237662526845419550
1237664291008020538,ri,1237664291008020538,1237664291008020538
1237662526308679899,r,1237662526308679899,1237662526308679899
1237662525772071032,ri,1237662525772071032,1237662525772071034
1237662525771940481,u,1237662525771940482,1237662525771940482
1237662526309072992,i,1237662526309073089,1237662526309072992
1237664291008413770,ugr,1237664291008413770,1237664291008413776
1237665328773791843,r,1237665328773791843,1237665328773791843
1237665368508465725,i,1237665368508465725,1237665368508465727
1237665369045860451,i,1237665369045860451,1237665369045860456
1237665330384535661,i,1237665330384536335,1237665330384536335
1237665330384601202,gr,1237665330384601202,1237665330384601202
1237665331458605061,g,1237665331458605061,1237665331458605061
1237665369582796908,ri,1237665369582796908,1237665369582796908
1237665368508989536,g,1237665368508989536,1237665368508989538
1237665369045860495,gri,1237665369045860495,1237665369045860496
1237665368508989525,gri,1237665368508989525,1237665368508989525
1237665330384666634,r,1237665330384666634,1237665330384666634
1237665330384863306,gri,1237665330384863306,1237665330384863306
1237665369046122662,gr,1237665369046122662,1237665369046122662
1237665368509186148,gri,1237665368509186148,1237665368509186152
1237665368509186171,i,1237665368509186171,1237665368509186171
1237665369582796923,g,1237665369582796923,1237665369582796925
1237665330921865334,ug,1237665330921865334,1237665330921865334
1237665330385321998,gri,1237665330385321998,1237665330385321998
1237665331458932801,gri,1237665331458932801,1237665331458932801
1237665329848582344,ri,1237665329848582344,1237665329848582344
1237665330922127501,i,1237665330922127501,1237665330922127502
1237665330922193028,gri,1237665330922193028,1237665330922193028
1237664670041833627,gri,1237664670041833627,1237664670041833627
1237664869750669476,i,1237664869750669476,1237664869750669476
1237664669504766054,ugri,1237664669504766054,1237664669504766055
1237661381697798288,i,1237661381697798288,1237661381697798289
1237664668967764133,g,1237664668967764133,1237664668967764133
1237664669504962597,i,1237664669504962599,1237664669504962599
1237664093979344963,ur,1237664093979344976,1237664093979344976
1237664093979345161,i,1237664093979345161,1237664093979345161
1237664093979410593,gr,1237664093979410593,1237664093979410594
1237664668967895162,i,1237664668967895165,1237664668967895167
1237664870287671440,i,1237664870287671440,1237664870287671440
1237664668967895172,r,1237664668967895172,1237664668967895172
1237664870287737099,i,1237664870287737099,1237664870287737099
1237664093442343108,g,1237664093442343108,1237664093442343108
1237664869750997181,i,1237664869750997181,1237664869750997181
1237664668968091855,gri,1237664668968091853,1237664668968091855
1237664669505028740,i,1237664669505028743,1237664669505028743
1237661381698060485,i,1237661381698060485,1237661381698060485
1237664093442801879,ri,1237664093442801879,1237664093442801879
1237664871361806427,i,1237664871361806427,1237664871361806428
1237664669505355857,i,1237664669505355860,1237664669505355861
1237664668431548609,gri,1237662224590307528,1237664668431548611
1237664837004886132,ug,1237664837004886132,1237664837004886132
1237664837004886154,gri,1237664837004886154,1237664837004886159
1237664837004886138,i,1237664837004886138,1237664837004886138
1237664878874263733,i,1237664878874263733,1237664878874263739
1237664879411265740,i,1237664879411265740,1237664879411265740
1237664878337458237,ri,1237664878337458237,1237664878337458237
1237664835931275562,i,1237664835931275562,1237664835931275562
1237664878337458305,g,1237664878337458305,1237664878337458305
1237664837542150276,i,1237664837542150276,1237664837542150278
1237664092902981757,gri,1237664092902981757,1237664092902981757
1237664879948136572,g,1237664837005017881,1237664837005017881
1237664092365586596,i,1237664092365586593,1237664092365586596
1237664092365717764,g,1237664092365717764,1237664092365717764
1237657595689500857,u,1237657595689500857,1237657595689500857
1237657595152629933,ri,1237657595152629933,1237657595152629933
1237657771776016499,i,1237657771776016499,1237657771776016499
1237657595689369697,i,1237657595689369697,1237657595689369697
1237657771776147589,ri,1237657771776147589,1237657771776147589
1237657608574271767,i,1237657608574271767,1237657608574271767
1237657595152564350,i,1237657595152564350,1237657595152564350
1237655126630465682,g,1237655126630465682,1237655126630465682
1237655126630334694,i,1237655126630334694,1237655126630334694
1237655126093463710,r,1237655126093463710,1237655126093463710
1237654880734150912,g,1237654880734150912,1237654880734150912
1237655126630531430,g,1237655126630531430,1237655126630531430
1237655126630531124,i,1237655126630531123,1237655126630531124
1237654880734544034,i,1237654880734544034,1237654880734544034
1237655125020508510,ri,1237655125020508510,1237655125020508511
1237654880198197319,ri,1237654880198197319,1237654880198197319
1237654880198197401,gr,1237654880198197401,1237654880198197401
1237655124483702895,gri,1237655124483702895,1237655124483702897
1237655124483702955,ri,1237655124483702958,1237655124483702955
1237654879661326455,gri,1237654879661326455,1237654879661326455
1237655125020442867,r,1237655125020442867,1237655125020442872
1237654880197935299,ri,1237654880197935299,1237654880197935300
1237654879124127974,i,1237654879124127974,1237654879124127974
1237655125557117124,ri,1237655125557117124,1237655125557117124
1237655125020180533,ri,1237655125020180532,1237655125020180533
1237655125020246130,g,1237655125020246130,1237655125020246130
1237654879660933262,g,1237654879660933262,1237654879660933262
1237654880197804191,r,1237654880197804191,1237654880197804191
1237657071158624408,g,1237657071158624408,1237657071158624408
1237663784208892466,i,1237663784208892461,1237663784208892460
1237657071695757564,i,1237657071695757564,1237657071695757564
1237663784746156164,r,1237663784746156164,1237663784746156166
1237657071159148684,r,1237657071159148683,1237657071159148684
1237663783136460998,gr,1237663783136460998,1237663783136460998
1237663783136460899,u,1237663783136460900,1237663783136460900
1237663783673397334,ri,1237663783673397334,1237663783673397337
1237666407381139648,u,1237666407381139648,1237666407381140479
1237663782599196848,gri,1237663782599196848,1237663782599196851
1237658205578264771,u,1237658205578264771,1237658205578264771
1237658204504457331,gri,1237658204504457330,1237658204504457331
1237658613052145709,gi,1237658613052145709,1237658613052145709
1237658204504391830,i,1237658204504391830,1237658204504391830
1237658205041459382,gri,1237658205041459382,1237658205041459382
1237658205041524858,gr,1237658205041524858,1237658205041524859
1237658613052604552,r,1237658613052604552,1237658613052604552
1237658205578592328,gri,1237658205578592328,1237658205578592328
1237658204504785160,u,1237658204504785160,1237658204504785160
1237658611442647114,gri,1237658611442647114,1237658611442647114
1237658611442385131,u,1237658611442385131,1237658611442385131
1237658203431895161,ugri,1237658203431895161,1237658203431895163
1237658203431829527,ugr,1237658203431829527,1237658203431829527
1237658203968700522,u,1237658203968700522,1237658203968700522
1237658611979518031,gr,1237658611979518031,1237658611979518031
1237658611442319429,i,1237658611442319429,1237658611442319429
1237658203431436382,u,1237658203431436382,1237658203431436382
1237658611979124756,i,1237658611979124756,1237658611979124756
1237658612516192360,i,1237658612516192360,1237658612516192360
1237658203968503906,i,1237658203968503906,1237658203968503906
1237658611442057350,gr,1237658611442057350,1237658611442057351
1237658203431239780,i,1237658203431239777,1237658203431239780
1237657632187285722,u,1237657632187285722,1237657632187285722
1237657632186892493,ri,1237657632186892493,1237657632186892493
1237657402419839211,i,1237657402419839211,1237657402419839212
1237657402419904673,g,1237657402419904673,1237657402419904673
1237657402420428960,ri,1237657402420428960,1237657402420428961
1237657402420494529,gr,1237657402420494529,1237657402420494529
1237657243507753082,i,1237657243507753087,1237657243507753082
1237657402420559921,ug,1237657402420559921,1237657402420559923
1237657402420166807,r,1237657402420166807,1237657402420166809
1237657244044755173,r,1237657244044755173,1237657244044755173
1237657244044820642,g,1237657244044820642,1237657244044820642
1237657243507490983,r,1237657243507490983,1237657243507490983
1237657402420297964,g,1237657402420297964,1237657402420297965
1237657402420756603,i,1237657402420756603,1237657402420756608
1237657243508015291,u,1237657243508015291,1237657243508015291
1237657243507949736,g,1237657243507949736,1237657243507949736
1237657401883820109,i,1237657401883820108,1237657401883820109
1237657773924745607,u,1237657773924745607,1237657773924745607
1237657628432007196,ri,1237657628432007196,1237657628431942143
1237657773925007761,ri,1237657773925007763,1237657773925007761
1237657773924548965,ri,1237657773924548965,1237657773924548965
1237657878614638939,gr,1237657878614638939,1237657878614638939
1237657773925138847,u,1237657773925138847,1237657773925138847
1237657773924614537,ri,1237657773924614537,1237657773924614537
1237657878614770121,gr,1237657878614770121,1237657878614770121
1237658192145023296,r,1237658192145023296,1237658192145023297
1237657627895726139,r,1237657627895726137,1237657627895726139
1237657874320064760,ri,1237657874320064759,1237657874320064760
1237658192145219879,ri,1237658192145219879,1237658192145219879
1237657878078030103,i,1237657878078030106,1237657878078030103
1237657627895791730,gr,1237657627895791730,1237657627895791730
1237658192145482005,r,1237658192145482005,1237658192145482005
1237658191608414564,i,1237658191608414564,1237658191608414564
1237658191608742387,i,1237658191608741975,1237658191608741975
1237659131678949555,ugr,1237659131678949555,1237659131678949555
1237662303516033080,i,1237662303516033079,1237662303516033080
1237659131679015111,gri,1237659131679015111,1237659131679015113
1237659131678687477,gi,1237659131678687477,1237659131678687479
1237662303515574508,r,1237662303515574508,1237662303515574509
1237662303515574576,i,1237662303515574577,1237662303515574577
1237662303515574390,gri,1237662303515574390,1237662303515574390
1237659119330001020,g,1237659119330001020,1237659119330001020
1237659131678294058,i,1237659131678294058,1237659131678294058
1237659132215165199,i,1237659132215165200,1237659132215165200
1237659131678359849,r,1237659131678359849,1237659131678359849
1237659131678490725,g,1237659131678490725,1237659131678490727
1237661433247498476,ri,1237661433247498476,1237661433247498476
1237661433247498367,ugr,1237661433247498367,1237661433247498367
1237661433247629602,u,1237661433247629602,1237661433247629602
1237662236393799913,ri,1237662236393799913,1237662236393799913
1237662236393865231,gri,1237662236393865231,1237662236393865230
1237658491745992819,gri,1237658491745992819,1237658491745992819
1237658492282732720,i,1237658492282732720,1237658492282732735
1237658491745730752,gri,1237658491745730752,1237658491745730753
1237658492282667278,r,1237658492282667278,1237658492282733303
1237662236930736281,ri,1237662236930736281,1237662236930736287
1237662236930801746,gr,1237662236930801746,1237662236930801746
1237662236930539554,i,1237662236930539554,1237662236930539554
1237662237467476046,ri,1237662237467476046,1237662237467476047
1237658491208728775,gri,1237658491208728775,1237658491208728775
1237662236393799815,i,1237662236393799815,1237662236393799815
1237658491208794310,i,1237658491208794310,1237658491208794311
1237662237467410525,g,1237662237467410525,1237662237467410525
1237662236393537724,i,1237662236393538028,1237662236393537724
1237658491208532155,i,1237658491208532155,1237658491208532155
1237662236393406959,i,1237662236393406959,1237662236393406959
1237662237467082959,i,1237662237467082958,1237662237467082959
1237658493892952272,r,1237658493892952272,1237658493892952273
1237658493892886588,i,1237658493892886588,1237658493892886582
1237660669815685290,i,1237660669815685290,1237660669815685311
1237660669278748838,i,1237660669278748838,1237660669278748838
1237661063879458986,u,1237661063879458986,1237661063879458986
1237660669278617620,i,1237660669278617618,1237660669278617618
