objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237657071162491330,35.0705335243402,0.411848514449281,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(40, 44)]",DOUBLE,"[(50, 50)(39, 44)]"
1237678617433407789,35.5591123196093,1.07027725717676,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(50, 41)]"
1237666408458092996,35.7512374646443,0.40203662376941,DOUBLE,"[(27, 18)(33, 23)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(34, 23)]"
1237663784750022963,35.9861971290029,0.533355847838597,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(44, 47)]",NO_PEAK,"[]"
1237663784750088528,36.2198199636032,0.514822729941356,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(57, 57)]"
1237663444906148169,344.540984551762,0.243409573370541,NO_PEAK,"[]",SINGLE,"[(50, 49)]",DOUBLE,"[(50, 50)(43, 50)]",DOUBLE,"[(50, 50)(43, 50)]"
1237678617411190871,344.88138128533,1.22246715490309,SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(61, 54)]",DOUBLE,"[(50, 50)(60, 55)]",NO_PEAK,"[]"
1237678617411256356,344.936216806773,1.27194755022584,SINGLE,"[(48, 61)]",DOUBLE,"[(47, 60)(50, 50)]",DOUBLE,"[(48, 60)(51, 50)]",DOUBLE,"[(47, 63)(50, 50)]"
1237660027181531168,344.918396407314,0.938597339693797,NO_PEAK,"[]",SINGLE,"[(50, 51)]",SINGLE,"[(50, 50)]",DOUBLE,"[(51, 50)(50, 39)]"
1237678617411190985,344.88874038673,1.1503666760391,NO_PEAK,"[]",DOUBLE,"[(50, 49)(49, 67)]",DOUBLE,"[(50, 50)(49, 68)]",DOUBLE,"[(50, 50)(49, 68)]"
1237663480337662241,345.005386277003,0.977037346456923,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(52, 42)]",DOUBLE,"[(50, 50)(51, 42)]"
1237663444906410160,345.010163240104,0.308553876458291,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(44, 43)]",DOUBLE,"[(50, 50)(43, 43)]"
1237663277921337426,345.314584447903,0.499115179974395,NO_PEAK,"[]",SINGLE,"[(49, 49)]",DOUBLE,"[(50, 50)(55, 70)]",NO_PEAK,"[]"
1237666408436072506,345.523212250005,0.405542085789113,NO_PEAK,"[]",SINGLE,"[(1, 22)]",DOUBLE,"[(50, 50)(1, 21)]",DOUBLE,"[(50, 50)(1, 22)]"
1237678617411453009,345.359054789968,1.20593802912173,SINGLE,"[(17, 80)]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(41, 30)]"
1237663277921534557,345.737174202233,0.582755439991563,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 49)(55, 57)]"
1237678617411649564,345.882609899072,1.23121996946688,SINGLE,"[(42, 42)]",DOUBLE,"[(43, 41)(51, 51)]",DOUBLE,"[(42, 39)(51, 50)]",NO_PEAK,"[]"
1237663278458470647,345.855507496102,0.931791952756767,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(43, 55)]"
1237663277921796341,346.316438191434,0.419854332215152,NO_PEAK,"[]",SINGLE,"[(57, 33)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(64, 44)]"
