objid,bands,pid1,pid2
1237660765376414049,u,1237660765376414049,1237660765376414049
1237660765376741468,u,1237660765376741468,1237660765376741468
1237660962400960674,i,1237660962400960674,1237660962400960674
1237660962400960741,i,1237660962400960741,1237660962400960742
1237660962400960681,i,1237660962400960681,1237660962400960680
1237660962401091831,g,1237660962401091831,1237660962401091831
1237660962401091846,i,1237660962401091846,1237660962401091846
1237660962401026283,g,1237660962401026283,1237660962401026284
1237660764839674043,ri,1237660764839674043,1237660764839674043
1237660764839674050,g,1237660764839674050,1237660764839674050
1237660765376807153,i,1237660765376807154,1237660765376807153
1237660962401288870,r,1237660962401288870,1237660962401288871
1237660962401091865,u,1237660962401091865,1237660962401091865
1237660764303130768,g,1237660764303130768,1237660764303130768
1237660764840067225,i,1237660764840067224,1237660764840067225
1237660961864614064,gri,1237660961864614064,1237660961864614064
1237660961327677828,gri,1237660961327678198,1237660961327678198
1237660764303196262,gri,1237660764303196262,1237660764303196262
1237660961327612287,ri,1237660961327612287,1237660961327612287
1237664869211570362,u,1237664869211570362,1237664869211570362
1237660764303458395,ug,1237660764303458395,1237660764303458395
1237660763766587550,ugr,1237660763766587550,1237660763766587552
1237664869211504940,i,1237664869211504940,1237664869211504940
1237660763767111858,ri,1237660763767111858,1237660763767111859
1237660961328398490,i,1237660961328398488,1237660961328398488
1237661126690734247,gr,1237661126690734247,1237661126690734247
1237660024493834412,i,1237660024493834410,1237660024493834412
1237656567585964288,ri,1237656567585964288,1237656567585964288
1237663542612197889,gri,1237663542612197889,1237663542612197889
1237659120397189186,ri,1237659120397189186,1237659120397189186
1237659120934125738,i,1237659120934125738,1237659120934125738
1237659119860646037,i,1237659119860646037,1237659119860646037
1237671763714375811,ri,1237671763714375811,1237671763714375816
1237671763714506771,ri,1237671763714506771,1237671763714506771
1237671763714441421,ri,1237671763714441421,1237671763714441422
1237671763714638063,g,1237671763714638063,1237671763714638063
1237671764251705356,i,1237671764251705357,1237671764251705356
1237671266035499218,g,1237671266035499218,1237671266035499218
1237671763714703581,gri,1237671763714703581,1237671763714703581
1237671266035302544,ri,1237671266035302544,1237671266035302544
1237671266035105939,gri,1237671266035105933,1237671266035105939
1237671266035237258,ri,1237671266035238301,1237671266035238301
1237671764251246634,gri,1237671764251246634,1237671764251246639
1237671266572435617,u,1237671266572435617,1237671266572435617
1237671266572173469,gri,1237671266572173469,1237671266572173473
1237671764788314264,i,1237671764788314264,1237671764788314264
1237671266572239007,ri,1237671266572239006,1237671266572239007
1237671764251443234,i,1237671764251443234,1237671764251443234
1237671764788379777,ri,1237671764788379778,1237671764788379777
1237671764788314277,i,1237671764788314277,1237671764788314277
1237671764788641943,r,1237671764788641943,1237671764788641943
1237671267109109990,g,1237671267109109990,1237671267109109991
1237671267109175532,g,1237671267109175533,1237671267109175532
1237671266572959868,ri,1237671266572959868,1237671266572959869
1237671764252295725,u,1237671764252295726,1237671764252295726
1237671764252229738,gri,1237671764252229738,1237671764252229738
1237671764252098723,ugr,1237671764252098723,1237671764252098724
1237658203955855598,g,1237658203955855598,1237658203955855598
1237658191612674313,u,1237658191612674313,1237658191612674313
