objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237651822708719720,214.449440192602,4.53982378158624,NO_PEAK,"[]",DOUBLE,"[(50, 50)(58, 60)]",DOUBLE,"[(50, 50)(57, 59)]",DOUBLE,"[(51, 50)(58, 59)]"
1237654953740009792,248.621730731758,47.1252073278409,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(43, 68)]"
1237654953740009648,248.813238436613,47.1650110313763,NO_PEAK,"[]",DOUBLE,"[(52, 66)(50, 50)]",DOUBLE,"[(53, 66)(50, 50)]",DOUBLE,"[(52, 67)(49, 50)]"
1237651714798256361,248.644223752074,46.9245891949947,NO_PEAK,"[]",DOUBLE,"[(49, 50)(57, 44)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237654953740140783,248.921658184741,46.9917050711102,NO_PEAK,"[]",DOUBLE,"[(50, 50)(55, 60)]",NO_PEAK,"[]",SINGLE,"[(54, 23)]"
1237651715335127278,249.060081252257,47.1424361012534,NO_PEAK,"[]",DOUBLE,"[(50, 50)(42, 42)]",DOUBLE,"[(50, 50)(42, 42)]",DOUBLE,"[(50, 50)(41, 42)]"
1237651715335061735,249.010922917972,47.243287674053,NO_PEAK,"[]",SINGLE,"[(51, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(42, 62)]"
1237651715335192831,249.250977898701,46.9691623637392,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(52, 27)]"
1237654954276946236,249.341672524445,47.2275158036316,SINGLE,"[(25, 32)]",DOUBLE,"[(50, 49)(48, 60)]",DOUBLE,"[(50, 50)(48, 61)]",DOUBLE,"[(50, 50)(47, 60)]"
1237651715335258317,249.372095333791,46.8984077179968,NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(63, 44)]"
1237654954276946189,249.385019341945,47.285157967938,SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(54, 41)]"
1237651715871998103,249.541551606858,47.2346109343845,NO_PEAK,"[]",DOUBLE,"[(53, 61)(50, 51)]",DOUBLE,"[(54, 61)(50, 50)]",DOUBLE,"[(54, 61)(50, 50)]"
1237654954277077282,249.507704346424,46.9854971266102,SINGLE,"[(60, 12)]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(41, 44)]"
1237654954276684065,248.821575659583,47.7678422032937,SINGLE,"[(36, 49)]",SINGLE,"[(36, 49)]",SINGLE,"[(36, 49)]",DOUBLE,"[(50, 50)(36, 50)]"
1237651715872130048,249.733193935341,47.014794610316,SINGLE,"[(55, 83)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(57, 50)]",DOUBLE,"[(50, 50)(57, 50)]"
1237654954813882504,249.788355210914,47.3839383777777,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(59, 36)]"
1237665569293926787,249.135923012788,48.2792965553061,NO_PEAK,"[]",DOUBLE,"[(49, 58)(49, 50)]",DOUBLE,"[(49, 59)(50, 50)]",NO_PEAK,"[]"
1237665569294057534,249.264609192112,48.060410212133,SINGLE,"[(54, 40)]",SINGLE,"[(55, 40)]",SINGLE,"[(55, 40)]",DOUBLE,"[(54, 40)(50, 50)]"
1237654954276815074,249.133208242597,47.5422993187081,NO_PEAK,"[]",SINGLE,"[(49, 51)]",SINGLE,"[(50, 50)]",DOUBLE,"[(49, 50)(42, 71)]"
1237654954813948294,250.021440393179,47.1671222952557,NO_PEAK,"[]",SINGLE,"[(41, 44)]",DOUBLE,"[(40, 45)(50, 50)]",DOUBLE,"[(40, 45)(50, 50)]"
1237665569294647366,250.370205846771,46.9180408632069,SINGLE,"[(35, 49)]",DOUBLE,"[(35, 48)(50, 50)]",DOUBLE,"[(35, 49)(50, 50)]",DOUBLE,"[(35, 49)(50, 50)]"
1237665569294713118,250.551130150678,46.7554068368989,NO_PEAK,"[]",DOUBLE,"[(50, 50)(47, 60)]",SINGLE,"[(49, 49)]",SINGLE,"[(49, 50)]"
1237654954813817111,249.767960959032,47.4389105888934,NO_PEAK,"[]",SINGLE,"[(49, 50)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(62, 42)]"
1237655504031515072,251.716231644476,41.5783686651473,DOUBLE,"[(46, 49)(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237651251517849818,251.067364349944,41.6973106143534,DOUBLE,"[(51, 50)(55, 55)]",DOUBLE,"[(51, 51)(55, 55)]",NO_PEAK,"[]",SINGLE,"[(16, 28)]"
1237666299480965145,48.2283766631596,-0.870140200627273,NO_PEAK,"[]",SINGLE,"[(35, 52)]",DOUBLE,"[(50, 50)(35, 52)]",DOUBLE,"[(50, 50)(35, 52)]"
1237660240312991959,48.4599556127603,-0.260611873542551,NO_PEAK,"[]",DOUBLE,"[(50, 50)(67, 53)]",DOUBLE,"[(50, 50)(66, 53)]",DOUBLE,"[(51, 50)(67, 53)]"
1237660240312991795,48.4495263029219,-0.243319523728473,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(59, 52)]",NO_PEAK,"[]"
1237663783144587486,47.8890824614775,-0.742906415800214,NO_PEAK,"[]",SINGLE,"[(46, 27)]",DOUBLE,"[(50, 50)(46, 27)]",DOUBLE,"[(51, 50)(62, 61)]"
