objid,bands,pid1,pid2
1237661951325438274,r,1237661951325438274,1237661951325438274
1237661813882749041,r,1237661813882749041,1237661813882749044
1237661950251958300,r,1237661950251958300,1237661950251958300
1237655744019497137,gri,1237655744019497137,1237655744019497137
1237662269147382060,gri,1237662269147382060,1237662269147382060
1237662262174679259,gri,1237662262174679259,1237662262174679262
1237662236947841313,gri,1237662236947841313,1237662236947841313
1237662236947906647,i,1237662236947906647,1237662236947906650
1237662269147578640,r,1237662269147578640,1237662269147578641
1237658780557771105,u,1237658780557771105,1237658780557771883
1237658780557771094,u,1237658780557771094,1237658780557771094
1237658780557771163,u,1237658780557770844,1237658780557771163
1237655744020086993,i,1237655744020086993,1237655744020086995
1237658780557771121,u,1237658780557771121,1237658780557771412
1237658780557836518,u,1237658780557836518,1237658780557836518
1237662268610838863,ri,1237662268610838863,1237662268610838864
1237658780557836753,u,1237658780557836753,1237658780557836753
1237655744556892225,i,1237655744556892224,1237655744556892225
1237658780557836633,u,1237658780557836633,1237658780557837478
1237662268610904426,ugri,1237662268610904426,1237662268610904426
1237655744020152752,g,1237655744020152752,1237655744020152753
1237655744020152677,gri,1237655744020152677,1237655744020152678
1237662268074098741,ri,1237662268074098740,1237662268074098741
1237662268074230050,g,1237662268074230050,1237662268074230050
1237662262175203518,ri,1237662262175203518,1237662262175203519
1237662269147906405,i,1237662269147906405,1237662269147906406
1237662236411494553,i,1237662236411494553,1237662236411494560
1237662198823125432,ri,1237662198823125432,1237662198823125432
1237662198823190589,ri,1237662198823190586,1237662198823190589
1237661949738811516,ri,1237661949738811516,1237661949738811516
1237662198823322077,g,1237662198823322077,1237662198823322077
1237661949201940741,i,1237661949201940741,1237661949201940744
1237662264861917653,r,1237662264861917653,1237662264861917653
1237661949201940804,gr,1237661949201940804,1237661949201940804
1237661949201940528,i,1237661949201940528,1237661949201940528
1237662264861786464,i,1237662264861786464,1237662264861786459
1237661949201874966,r,1237661949201874968,1237661949201874966
1237661949201875288,i,1237661949201875288,1237661949201875288
1237662264861720859,ri,1237662264861720860,1237662264861720860
1237662264861720846,gri,1237662264861720846,1237662264861720846
1237662198822994072,gri,1237662198822994072,1237662198822994072
1237661949201809563,ri,1237661949201809562,1237661949201809563
1237661949201809500,i,1237661949201809501,1237661949201809501
1237661949201809687,ri,1237661949201809687,1237661949201809687
1237662198286123298,r,1237662198286123298,1237662264861655309
1237662199359734058,gr,1237662199359734058,1237662199359734064
1237661949738418624,g,1237661949738418624,1237661949738418625
1237661949738483807,ri,1237661949738483814,1237661949738483807
