objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237658802577408084,195.147020779793,55.0406406214201,NO_PEAK,"[]",SINGLE,"[(50, 51)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(61, 64)]"
1237658802040602739,195.353896968358,54.726342874928,NO_PEAK,"[]",DOUBLE,"[(51, 50)(60, 46)]",DOUBLE,"[(50, 50)(66, 63)]",SINGLE,"[(54, 16)]"
1237658917995741308,195.643874302191,54.8046055898475,NO_PEAK,"[]",DOUBLE,"[(50, 50)(44, 57)]",DOUBLE,"[(50, 50)(44, 56)]",DOUBLE,"[(50, 50)(45, 57)]"
1237658802577604694,195.911245623942,55.1017849031721,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(51, 49)(44, 51)]",DOUBLE,"[(50, 50)(45, 51)]"
1237658917995872393,196.14726239544,54.8443333180307,NO_PEAK,"[]",DOUBLE,"[(50, 50)(56, 38)]",DOUBLE,"[(50, 50)(56, 37)]",DOUBLE,"[(50, 49)(56, 36)]"
1237658802577604739,196.041989226558,55.0894882367966,NO_PEAK,"[]",DOUBLE,"[(50, 50)(58, 47)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237658918532677706,195.981925672878,55.1391179642567,NO_PEAK,"[]",DOUBLE,"[(50, 50)(57, 52)]",NO_PEAK,"[]",SINGLE,"[(16, 30)]"
1237658919069548758,196.143817436565,55.742147196715,NO_PEAK,"[]",DOUBLE,"[(60, 69)(50, 49)]",DOUBLE,"[(60, 69)(50, 50)]",DOUBLE,"[(60, 69)(50, 50)]"
1237658803114475756,196.070432864019,55.4434879228992,NO_PEAK,"[]",DOUBLE,"[(50, 50)(63, 8)]",DOUBLE,"[(50, 49)(62, 10)]",DOUBLE,"[(50, 50)(53, 37)]"
1237658919069548761,196.130488644844,55.6817536793161,NO_PEAK,"[]",DOUBLE,"[(50, 50)(38, 42)]",DOUBLE,"[(50, 50)(38, 41)]",DOUBLE,"[(50, 51)(39, 42)]"
1237658919069548778,196.203517088255,55.6701043986815,NO_PEAK,"[]",DOUBLE,"[(50, 50)(44, 38)]",DOUBLE,"[(50, 50)(44, 39)]",DOUBLE,"[(50, 50)(53, 62)]"
1237658803114475744,196.040779603517,55.3745219159312,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 49)]",DOUBLE,"[(70, 31)(50, 50)]"
1237658803114475562,196.100011966227,55.3681546732698,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 49)(88, 84)]",NO_PEAK,"[]"
1237658803114475634,196.216771886158,55.4477135753513,DOUBLE,"[(62, 35)(50, 50)]",SINGLE,"[(49, 52)]",SINGLE,"[(50, 50)]",SINGLE,"[(51, 48)]"
