objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237661060647616557,49.3161371829916,42.8640807263549,SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(47, 55)]",NO_PEAK,"[]"
1237661059574006107,49.1416428274802,42.0258161663276,DOUBLE,"[(52, 50)(46, 45)]",DOUBLE,"[(52, 51)(46, 45)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237661059573940968,49.0041204213546,42.0743046434246,NO_PEAK,"[]",DOUBLE,"[(50, 49)(62, 52)]",SINGLE,"[(50, 50)]",SINGLE,"[(51, 50)]"
1237661122387771659,49.0938795937997,41.5585466232934,NO_PEAK,"[]",DOUBLE,"[(53, 61)(39, 49)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237661059574006457,49.1675257811761,41.9823818208255,SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(47, 58)]"
1237661055281594509,49.3050585509131,41.650954259702,SINGLE,"[(24, 39)]",DOUBLE,"[(23, 39)(50, 50)]",DOUBLE,"[(24, 39)(50, 50)]",DOUBLE,"[(24, 39)(50, 50)]"
1237661056355401949,49.9894351197685,42.2278508405121,SINGLE,"[(39, 46)]",DOUBLE,"[(39, 46)(50, 49)]",DOUBLE,"[(40, 46)(51, 49)]",SINGLE,"[(41, 33)]"
1237661060647879001,50.1749543131418,42.5200595848872,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(21, 50)]",NO_PEAK,"[]"
1237661055281725581,49.5788652894655,41.4693671588608,SINGLE,"[(50, 49)]",SINGLE,"[(50, 49)]",DOUBLE,"[(50, 49)(60, 75)]",DOUBLE,"[(50, 49)(59, 12)]"
1237661055281725940,49.5937534686477,41.4097756365822,SINGLE,"[(34, 29)]",DOUBLE,"[(50, 50)(34, 30)]",DOUBLE,"[(51, 83)(50, 50)]",DOUBLE,"[(52, 83)(50, 50)]"
1237661059574203221,49.6621494298188,41.6689425891096,SINGLE,"[(19, 18)]",SINGLE,"[(19, 19)]",SINGLE,"[(19, 19)]",DOUBLE,"[(19, 18)(50, 50)]"
