objid,bands,pid1,pid2
1237663917875921577,r,1237663917875921577,1237663917875921577
1237663918413185781,ri,1237663918413185781,1237663918413185781
1237663918413119699,ugri,1237663918413119699,1237663918413119699
1237663789028802871,i,1237663789028803662,1237663789028802871
1237663918413316292,ri,1237663918413316294,1237663918413316294
1237671932282404960,g,1237671932282404960,1237671932282404961
1237671932819276039,g,1237671932819276039,1237671932819276039
1237664879953510614,ri,1237664879953510614,1237664879953510615
1237664667359707246,i,1237664667359707246,1237664667359707247
1237662223518466200,i,1237662223518466200,1237662223518466201
1237664880490446944,i,1237664880490447618,1237664880490446946
1237664338780684429,ugri,1237664338780684429,1237664338780684429
1237664880490643888,i,1237664880490643888,1237664880490643888
1237662224055664783,g,1237662224055664783,1237662224055664783
1237664879416901764,r,1237664879416901764,1237664879416901764
1237662224055664824,u,1237662224055664934,1237662224055664934
1237664880490905715,gri,1237664880490905715,1237664880490905716
1237664880490840151,ri,1237664880490840150,1237664880490840151
1237664879416967328,ri,1237664879416967328,1237664879416967329
1237664879416967264,u,1237664879416967264,1237664879416967260
1237664338780815653,g,1237664338780815653,1237664338780815655
1237664338780946455,gri,1237664338780946455,1237664338780946460
1237664338244075648,i,1237664338244075648,1237664338244075648
1237664338781077632,i,1237664338781077632,1237664338781077633
1237664878880293128,i,1237664878880293128,1237664878880293128
1237664879417163847,ri,1237664879417163847,1237664879417163874
1237664879954165972,i,1237664879954165972,1237664879954165972
1237664879954100338,i,1237664879954100338,1237664879954100343
1237664338781208789,gri,1237664338781208789,1237664338781208791
1237664338781143232,i,1237664338781143122,1237664338781143123
1237664879417295041,gri,1237664879417295041,1237664879417295044
1237665102747861180,ri,1237665102747861180,1237665102747861181
1237665128554758318,ri,1237665128554758318,1237665128554758319
1237665179521188179,g,1237665179521188179,1237665179521188179
1237665178447183954,i,1237665178447183955,1237665178447183954
1237665329863458828,g,1237665329863458828,1237665329863458834
1237665178447052967,i,1237665178447052967,1237665178447052969
1237665178447052834,r,1237665178447052834,1237665178447052834
1237665430244360334,r,1237665430244360334,1237665430244360337
1237665430244360252,i,1237665430244360252,1237665430244360253
1237665443133456484,gri,1237665443133456483,1237665443133456484
1237665430244229319,g,1237665430244229319,1237665430244229322
1237665329326391427,i,1237665329326391427,1237665329326391429
1237665329863131246,gri,1237665329863131247,1237665329863131244
1237665178983989393,ri,1237665178983989393,1237665178983989394
1237665329326194858,g,1237665329326194858,1237665329326194859
1237667211589255220,ri,1237667211589255219,1237667211589255220
1237667211588927673,gr,1237667211588927673,1237667211588927673
1237667254538600717,r,1237667254538600742,1237667254538600717
1237667212125798554,gri,1237667212125798554,1237667212125798555
1237667211589058817,i,1237667211589058817,1237667211589058817
1237667255612473538,i,1237667255612473538,1237667255612473540
1237667255612473432,i,1237667255612473432,1237667255612473432
1237665367962746999,g,1237665367962746999,1237665367962746999
1237667111188824093,r,1237667111188824093,1237667111188824095
1237667111188824235,i,1237667111188824235,1237667111188824239
1237667255075406141,i,1237667255075406141,1237667255075406143
1237667111725891694,ri,1237667111725891694,1237667111725891699
1237667111188758723,r,1237667111188758723,1237667111188758725
1237667111725891740,r,1237667111725891740,1237667111725891740
1237667111188955342,ri,1237667111188955342,1237667111188955342
1237667212126257324,g,1237667212126257324,1237667212126257324
1237667212126257259,r,1237667212126257268,1237667212126257265
1237667212126257178,r,1237667212126257177,1237667212126257191
1237667111726022863,i,1237667111726022863,1237667111726022865
1237665443127820436,ri,1237665443127820436,1237665443127820436
1237665225699950773,ri,1237665225699950774,1237665225699950775
1237665430238527676,i,1237665430238527676,1237665430238527688
1237665225699950804,i,1237665225699950804,1237665225699950805
1237665226236756043,r,1237665226236756043,1237665226236756043
1237665329320427632,gr,1237665329320427632,1237665329320427632
1237665329320362129,i,1237665329320362129,1237665329320362129
1237665227310628878,gi,1237665227310628878,1237665227310628882
1237665330394300994,i,1237665330394300994,1237665330394300995
1237665226773561640,g,1237665226773561640,1237665226773561641
1237665226773692471,u,1237665226773692471,1237665226773692471
1237665226773823550,r,1237665226773823550,1237665226773823598
1237665226773758053,u,1237665226773758055,1237665226773758053
1237667292651127173,g,1237667292651127173,1237667292651127173
1237667293188063489,ri,1237667293188063489,1237667293188063490
1237667539075137825,g,1237667539075137825,1237667539075137825
1237667293724737721,i,1237667293724737721,1237667293724737721
1237667293724738300,i,1237667293724738300,1237667293724738300
1237667292650864864,r,1237667292650864864,1237667292650864864
1237667429554585734,r,1237667429554586154,1237667429554585734
1237667252921761895,i,1237667252921761894,1237667252921761894
1237667293187670146,g,1237667293187670146,1237667293187670146
1237667253995897079,ri,1237667253995897079,1237667253995897077
1237667211583291711,i,1237667211583291711,1237667211583291711
1237667253995962555,i,1237667253995962555,1237667253995962556
1237667253995962575,gri,1237667253995962575,1237667253995962575
1237667253458829515,ri,1237667253458829514,1237667253458829515
1237667210509352986,g,1237667210509352985,1237667210509352985
1237667211583357222,r,1237667211583357240,1237667211583357222
1237667211583357022,r,1237667211583357021,1237667211583357022
1237667253995962642,i,1237667253995962642,1237667253995962642
1237667253995962664,ri,1237667253995962664,1237667253995962664
1237662225691640168,u,1237662225691640168,1237662225691640168
1237662663209844917,i,1237662663209844917,1237662663209844917
1237662663209713821,g,1237662663209713821,1237662663209713821
1237662662672974021,i,1237662662672974021,1237662662672974021
1237662225154769132,i,1237662225154769261,1237662225154769261
1237662225691771067,u,1237662225691771067,1237662225691771067
1237662662673039592,g,1237662662673039592,1237662662673039594
1237662225155031247,g,1237662225155031247,1237662225155031248
1237662663210041516,ri,1237662663210041516,1237662663210041517
1237662663210041539,i,1237662663210041539,1237662663210041539
1237662225691836501,ugri,1237662225691836510,1237662225691836501
1237662663210172592,u,1237662663210172592,1237662663210172592
1237662663210107059,g,1237662663210107059,1237662663210107059
1237662663746781397,g,1237662663746781397,1237662663746781397
1237668348138422453,i,1237668348138422975,1237668348138422456
1237662530068938859,ri,1237662530068938859,1237662530068938859
1237662530068938761,gri,1237662530068938761,1237662530068938761
1237662637977501927,i,1237662637977501927,1237662637977501927
1237668330954555586,i,1237668330954555586,1237668330954555587
1237662637977567327,r,1237662637977567327,1237662637977567627
1237668348138422538,i,1237668348138422538,1237668348138422538
1237668348138553475,gri,1237668348138553475,1237668348138553475
1237662637977567331,r,1237662637977567331,1237662637977567331
1237662637977567477,gri,1237662637977567477,1237662637977567477
1237662267540898310,ri,1237662267540898310,1237662267540898310
1237662268080193925,r,1237662268080193925,1237662268080193925
1237655744563052841,ri,1237655744563052842,1237655744563052841
1237662267006124566,gri,1237662267006124565,1237662267006124566
1237655744026051391,i,1237655744026051370,1237655744026051370
1237655742952177780,i,1237655742952177780,1237655742952177780
1237662267542995014,i,1237662267542995014,1237662267542995014
1237655744025919853,g,1237655744025919853,1237655744025919853
1237655743488917719,r,1237655743488917719,1237655743488917721
1237655743488852249,ri,1237655743488852249,1237655743488852249
1237655744025788820,g,1237655744025788820,1237655744025788825
1237662267542929680,i,1237662267542929680,1237662267542929680
1237655744025853968,i,1237655744025853968,1237655744025853968
1237662268079734945,ri,1237662268079734944,1237662268079734945
1237655744562528652,gr,1237655744562528652,1237655744562528652
1237662267542667791,r,1237662267542667791,1237662267542667784
1237655744562463013,ri,1237655744562463013,1237655744562463014
1237662267005796764,r,1237662267005796764,1237662267005796764
1237655743488589864,gr,1237655743488589868,1237655743488589864
1237661949171859552,u,1237661949171859552,1237661949171859795
1237661812265844889,i,1237661812265844889,1237661812265844891
1237661948634726486,gri,1237661948634726495,1237661948634726495
1237660669820993684,gri,1237660669820993684,1237660669820993684
1237661949708664978,gi,1237661949708664978,1237661949708664978
1237661811728908405,gr,1237661811728908405,1237661811728908405
1237661812265713748,i,1237661812265713748,1237661812265713747
1237661948634595357,i,1237661948634595356,1237661948634595355
1237660669284516379,ri,1237660669284516379,1237660669284516379
1237661948634595565,ri,1237661948634595565,1237661948634595565
1237661949708402831,ri,1237661949708402831,1237661949708402832
1237661948634529912,ri,1237661948634529922,1237661948634529912
1237671932819341469,g,1237671932819341469,1237671932819341469
1237660669284450352,gri,1237660669284450352,1237660669284450352
1237661949171335594,i,1237661949171335594,1237661949171335594
