objid,bands,pid1,pid2
1237661124542398662,u,1237661124542398662,1237661124542398662
1237661125079531687,g,1237661125079531687,1237661125079531687
1237661382768066709,gri,1237661382768066709,1237661382768066709
1237661125079531637,u,1237661125079531637,1237661125079531637
1237661086961107147,gr,1237661086961107147,1237661086961107147
1237661382230736948,i,1237661382230737913,1237661382230737913
1237661086424170574,g,1237661086424170574,1237661086424170574
1237661126152618123,ri,1237661126152618123,1237661126152618123
1237661087497584741,gri,1237661087497584741,1237661087497584741
1237661125615681702,gri,1237661125615681702,1237661125615681702
1237661125615681730,ugr,1237661125615681730,1237661125615681740
1237661125615681585,i,1237661125615681585,1237661125615681585
1237661069779665149,ri,1237661069779665149,1237661069779665151
1237661923940958530,gr,1237661923940958530,1237661923940958530
1237664286173757832,g,1237664286173757832,1237664286173757832
1237664286173757746,i,1237664286173757746,1237664286173757746
1237664286710694151,gri,1237664286710694151,1237664286710694153
1237661069779403217,ri,1237661069779403217,1237661069779403218
1237664286710497710,ug,1237664286710497710,1237664286710497712
1237664286710563121,gr,1237664286710563121,1237664286710563121
1237671260126642475,ri,1237671260126642475,1237671260126642477
1237671260126642443,ugri,1237671260126642443,1237671260126642447
1237671260126576990,u,1237671260126576994,1237671260126576994
1237671260126577020,i,1237671260126578324,1237671260126577020
1237671122688082179,ri,1237671122688082179,1237671122688082179
1237671122688082018,gri,1237671122688082020,1237671122688082018
1237671260126576852,i,1237671260126576852,1237671260126576852
1237671260126576681,i,1237671260126576681,1237671260126576681
1237671260126511372,ri,1237671260126511372,1237671260126511373
1237671122687754593,i,1237671122687754592,1237671122687754593
1237671122688213302,u,1237671122688213302,1237671122688213302
1237671260127101167,i,1237671260127101167,1237671260127101169
1237671260126577038,r,1237671260126577038,1237671260126577043
1237671122687819965,g,1237671122687819965,1237671122687819965
1237671260126577028,g,1237671260126577028,1237671260126577028
1237662239088902378,ri,1237662239088902378,1237662239088902379
1237662198813753507,i,1237662198813753507,1237662198813753507
1237662198813753379,ri,1237662198813754439,1237662198813753379
1237662198813753350,i,1237662198813753351,1237662198813753350
1237661948655632624,i,1237662239088771171,1237662239088771172
1237661970103992556,u,1237661970103992556,1237661970103992556
1237661972788150384,ri,1237661972788150384,1237661972788150384
1237658425167380628,r,1237658425167380628,1237658425167380628
1237661972251213858,ri,1237661972251213858,1237661972251213859
1237661972251213959,ri,1237661972251213959,1237661972251213959
1237658425167446160,gr,1237658425167446160,1237658425167446160
1237658425167511713,gri,1237658425167511713,1237658425167511713
1237661972788412463,r,1237661972788412463,1237661972788412464
1237661972788412542,ri,1237661972788412542,1237661972788412542
1237658425167642767,r,1237658425167642767,1237658425167642769
1237651252560134207,ri,1237651252560134207,1237651252560134207
1237651252560461948,i,1237651252560461948,1237651252560461959
1237651700841185410,r,1237651700841185410,1237651700841185410
1237651271888011403,i,1237651271888011403,1237651271888011404
1237651252559937780,r,1237651252559937780,1237651252559937780
1237651252560134171,ri,1237651252560134170,1237651252560134171
1237651700841447640,gri,1237651700841447640,1237651700841447639
1237651271888208005,r,1237651271888208006,1237651271888208005
1237651252560331043,i,1237651252560331042,1237651252560331043
1237651700841447505,i,1237651700841447546,1237651700841447505
1237651271888077093,gri,1237651271888077093,1237651271888077093
1237651533873020933,gri,1237651533873020931,1237651533873020933
1237651271888142605,g,1237651271888142605,1237651271888142607
1237651701378187461,r,1237651701378188046,1237651701378187461
1237651272425078879,ri,1237651272425078879,1237651272425078879
1237651533872627824,g,1237651533872627824,1237651533872627824
1237651272424882309,gri,1237651272424882309,1237651272424882321
1237651701377925171,r,1237651701377925171,1237651701377925171
1237651534409564204,gri,1237651534409564204,1237651534409564204
1237651533872562369,ri,1237651533872562369,1237651533872562369
1237651272961622145,ri,1237651272961622145,1237651272961622148
1237651272961359889,i,1237651272961359889,1237651272961359890
1237651701914730511,ri,1237651701914730511,1237651701914730513
1237651701914730584,g,1237651701914730584,1237651701914730584
1237651272961490958,r,1237651272961490958,1237651272961490958
1237651701914730620,gri,1237651534409433210,1237651701914730620
1237651496836006001,gri,1237651496836006001,1237651496836006001
1237659325492298121,gri,1237659325492298121,1237659325492298121
1237659324418818080,u,1237659324418818080,1237659324418818086
1237661388690292903,i,1237661388690292903,1237661388690292903
1237661388690293031,i,1237661388690293031,1237661388690293031
1237661388690358723,i,1237661388690358723,1237661388690358723
1237659324955361354,gri,1237659324955361350,1237659324955361352
1237659324955426909,r,1237659324955426909,1237659324955426909
1237659324955426912,i,1237659324955426919,1237659324955426912
1237659163887075608,gri,1237659163887075608,1237659163887075608
1237659324418621545,r,1237659324418621549,1237659324418621545
1237659324955492621,g,1237659324955492621,1237659324955492621
1237661388690161905,gri,1237661388690161905,1237661388690161905
1237659324955361609,g,1237659324955361609,1237659324955361622
1237659325491707955,ugri,1237659325491707955,1237659325491707955
1237665355622383861,ugi,1237665355622383861,1237665355622383861
1237665355622187325,u,1237665355622187325,1237665355622187325
1237661388689637427,ri,1237661388689637426,1237661388689637427
1237659324955099157,ugri,1237659324955099157,1237659324955099157
1237659324418163087,r,1237659324418163087,1237659324418163091
1237659324955099291,ugi,1237659324955099291,1237659324955099295
1237659330851504477,i,1237659330851504477,1237659330851504477
1237659325491970450,gr,1237659325491970450,1237659325491970450
1237659325491970483,u,1237659325491970483,1237659325491970483
1237665355085709579,g,1237665355085709579,1237665355085709581
1237659325491904671,ri,1237659325491904671,1237659325491904737
1237659325492101297,gri,1237659325492101297,1237659325492101297
1237659326565515342,ugri,1237659326565515342,1237659326565515342
1237659330314895532,u,1237659330314896262,1237659330314896262
1237659326028906697,r,1237659326028906704,1237659326028906697
1237659326028973016,i,1237659326028972298,1237659326028972298
1237659330851766304,u,1237659330851766304,1237659330851766307
1237665354548773192,i,1237665354548773192,1237665354548773192
1237658205054173411,g,1237658205054173411,1237658205054173411
1237661152454901895,r,1237661152454901895,1237661152454901896
1237661152454967390,u,1237661152454967979,1237661152454967979
1237658205054304414,i,1237658205054304414,1237658205054304414
1237661150308532341,g,1237661150308532341,1237661150308532341
1237658204518285522,r,1237658204518285522,1237658204518285522
1237658204518350904,ri,1237658204518350904,1237658204518350904
1237658203981283505,ri,1237658203981283505,1237658203981283507
1237658203981218008,i,1237658203981218014,1237658203981218966
1237661150845337718,i,1237661150845337718,1237661150845337718
1237661150845337654,u,1237661150845337654,1237661150845337654
1237661151382143138,i,1237661151382143138,1237661151382143139
1237661435925561462,g,1237661435925561462,1237661435925561463
1237658203444281529,g,1237658203444281529,1237658203444281529
1237658203981152435,ri,1237658203981152435,1237658203981152435
