index,objid,ra,dec
201,1237663783660552558,0.000332088658396401,-0.309141167551805
204,1237663275780276756,0.000364396539396239,-1.10997260940757
219,1237663783660553243,0.000820565484543678,-0.322397653714223
227,1237663278464631129,0.00102415998705396,0.938362817020437
925,1237657190905217566,0.0565772400838114,-0.201762696855859
988,1237663783123681778,0.0580164528042424,-0.777045609353085
1024,1237663783123682327,0.0590255127895336,-0.779814220924787
1043,1237666408442495832,0.121989827178425,0.235861112311303
1608,1237666408442496081,0.120295757870451,0.234642930854087
1613,1237666408442496082,0.120425867324116,0.244609949819272
1697,1237663784197424224,0.067101979201686,0.0761552334246303
1986,1237666408442495842,0.132235416935373,0.235477919974492
2056,1237663784197423912,0.00527954184030399,0.0225316145416613
2072,1237663278464631614,0.00554397158322217,0.941581942212688
2073,1237663784197423914,0.00554769670342203,0.0322765947197542
2100,1237663275780276773,0.00626648532227136,-1.09588439529329
2135,1237663275780276772,0.00704788504967269,-1.0962111518222
2173,1237663784197424149,0.101260939967077,0.0698705445688854
2183,1237663784197424016,0.101531911991533,0.0677785618151263
2221,1237657190368346745,0.0688620186401181,-0.608132399075273
2247,1237666408442430362,0.0696257909191331,0.292231014080156
2262,1237666408442430363,0.069807325592194,0.293862399826718
2454,1237666408442430513,0.0794524140255817,0.299792850957719
2579,1237657190368412125,0.157162066720844,-0.457588451588348
2784,1237657191978960133,0.0934449904449934,0.815828794632054
2787,1237663783123682352,0.0935263610525396,-0.675845235380756
3264,1237657190368412498,0.17234732249716,-0.570325062242975
3297,1237663278464696898,0.173135385067098,0.993110781264286
3314,1237657190368412729,0.173553064352745,-0.572685129793905
3452,1237663784197423779,0.113008199139777,0.0902281669180393
3454,1237663784197423780,0.113141840073341,0.0801173792262926
3548,1237657190368347223,0.0717463623141157,-0.603928839319214
3937,1237663278464631432,0.0458847218180267,0.954115059575984
4222,1237663784197423773,0.111788425838022,0.0731883219077624
4243,1237663278464696713,0.1125374659469,1.01854549098619
4266,1237657190905217912,0.0074726324655785,-0.199162315745301
4395,1237663784197424018,0.10415781133903,0.071203749326484
4571,1237666408442495450,0.127332302345678,0.247645320503702
4923,1237666408442495476,0.1371133697142,0.236153536694793
4925,1237663278464697152,0.137137895289129,0.888577640406196
5416,1237656906355114636,0.0823633693561874,-0.939618054878094
5528,1237657190368412480,0.162147270906758,-0.62211139321457
5700,1237666408442495490,0.145002259996829,0.244304719965616
5720,1237666408442495489,0.14566996062274,0.243853132558871
6104,1237663278464697171,0.150471235484133,0.890877113163015
6110,1237663784197423995,0.0836135101172566,0.0777437764322072
6209,1237663783123682168,0.0858562234380003,-0.687939363892333
6220,1237657191979025088,0.181996526160333,0.708816174755641
6246,1237657190368412187,0.182561671236726,-0.430476952944989
6264,1237657190368412736,0.182968303483278,-0.438415538227934
6271,1237663278464696915,0.1831681468353,1.0147552198555
6461,1237657190368412197,0.187739722080266,-0.43289177074478
6476,1237663783660552564,0.00237573118628909,-0.302865957484615
6558,1237663784197423465,0.00458327616776266,0.037768898821971
6724,1237663783123681882,0.0901587529834575,-0.681586341761889
6732,1237663783123681564,0.0903427326860466,-0.653043431238209
6859,1237666408442430371,0.0764187494194175,0.30685393706006
6866,1237663784197423407,0.0767093517542659,0.0794737147829302
6880,1237663784197423408,0.0769667501304045,0.0802994887728322
6954,1237657190368412513,0.177773671835723,-0.614873277499318
7128,1237663783123681889,0.0930224992590087,-0.67798315698398
7171,1237657190368412169,0.175232582994511,-0.569571563920273
7184,1237657190368412170,0.175528353312757,-0.61243600613187
7207,1237663275780342412,0.175994896730202,-1.15812024684639
7311,1237657189831541386,0.21188355575589,-0.926238701846711
7336,1237663783123747913,0.212568153384225,-0.728562672562756
7616,1237678617417941809,0.222426627468451,1.25728883042383
7719,1237663784197489429,0.286996789737913,0.194424227974115
7760,1237663784197489424,0.287767181429796,0.0994014094838871
8005,1237657192515895882,0.215791972248894,1.1098027949467
8092,1237657190368477537,0.265118452454715,-0.59394166870993
8336,1237657190368412162,0.171583853405082,-0.606354618646883
8387,1237663783660618522,0.239298540823706,-0.412561725362887
8409,1237657191979025259,0.239805081149257,0.630990171805133
8429,1237663783660618753,0.240416421915379,-0.304608996683852
8488,1237663783660618568,0.296513633441101,-0.404970656865251
8574,1237657190368477946,0.272822293700244,-0.602046044380337
8619,1237663784197489597,0.273821065661112,0.202533946070264
8644,1237657190368478160,0.274573933372949,-0.602402523262797
8654,1237666408442561540,0.303481704028513,0.272596977203509
8845,1237663783123747642,0.20288758848581,-0.735054352938462
9033,1237657189831606758,0.320032403771847,-0.912340399106764
9073,1237666408442495488,0.143460756186641,0.248133652928097
9288,1237663783123747345,0.232180410164302,-0.742252870234781
9327,1237663783123747928,0.232943695511414,-0.739099771286691
9354,1237663783123747350,0.23346867436762,-0.730946887084414
9539,1237663784197489415,0.286096816711716,0.205527156767468
9540,1237663277927891439,0.286099433507786,0.558466510852257
9595,1237657189831607060,0.318024961690071,-0.914695200305316
9653,1237657189831541901,0.217636050159058,-0.884017014580606
