objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237662195592331509,160.822548851946,40.6672564641986,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(56, 54)]",DOUBLE,"[(50, 50)(57, 54)]"
1237661384388771905,160.850908441866,40.7782684226093,NO_PEAK,"[]",DOUBLE,"[(74, 5)(87, 1)]",SINGLE,"[(74, 4)]",NO_PEAK,"[]"
1237662195592462467,161.277946397132,40.6798906295618,NO_PEAK,"[]",DOUBLE,"[(50, 50)(36, 52)]",DOUBLE,"[(50, 50)(37, 52)]",SINGLE,"[(50, 50)]"
1237661950782931058,165.033604607493,12.5224069344784,NO_PEAK,"[]",SINGLE,"[(50, 51)]",DOUBLE,"[(50, 49)(65, 72)]",DOUBLE,"[(50, 50)(65, 72)]"
1237661068180979848,165.039235143343,12.9239288224412,DOUBLE,"[(50, 47)(48, 51)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 49)]"
1237661950782930955,165.023441586574,12.5721989365158,SINGLE,"[(16, 33)]",DOUBLE,"[(50, 50)(54, 62)]",DOUBLE,"[(50, 50)(54, 61)]",NO_PEAK,"[]"
1237661068180979788,165.063953059645,12.8837172527142,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(51, 51)(47, 57)]"
1237661813339979832,164.766867176632,12.3696157826974,NO_PEAK,"[]",DOUBLE,"[(50, 50)(37, 40)]",DOUBLE,"[(50, 50)(38, 39)]",DOUBLE,"[(50, 50)(38, 39)]"
1237661813339848849,164.565746829214,12.2226111905479,NO_PEAK,"[]",DOUBLE,"[(50, 49)(38, 52)]",DOUBLE,"[(50, 49)(38, 51)]",NO_PEAK,"[]"
1237661812803043457,164.632230017665,11.9463955569996,NO_PEAK,"[]",DOUBLE,"[(49, 60)(49, 51)]",DOUBLE,"[(49, 60)(50, 50)]",DOUBLE,"[(49, 60)(49, 51)]"
1237661813339914348,164.702001757492,12.3471303040192,NO_PEAK,"[]",DOUBLE,"[(51, 50)(48, 42)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
