objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237660761070830252,63.322338701662,26.1231511488474,SINGLE,"[(50, 50)]",SINGLE,"[(51, 50)]",NO_PEAK,"[]",DOUBLE,"[(11, 28)(1, 20)]"
1237660753019076780,64.0124648998469,26.6455052394507,SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(38, 47)]"
1237660559207498340,64.2572725705157,26.021727966914,NO_PEAK,"[]",DOUBLE,"[(61, 43)(50, 50)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237660760534483595,64.7242398092239,25.8173984507852,NO_PEAK,"[]",SINGLE,"[(51, 31)]",DOUBLE,"[(50, 50)(51, 31)]",NO_PEAK,"[]"
1237660554375332388,65.2794075167667,25.9736299231165,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(53, 40)]"
1237661139032932415,151.138126658372,38.050182756093,SINGLE,"[(17, 83)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(47, 62)]"
1237661383848362134,151.191862341086,37.772594003815,DOUBLE,"[(54, 43)(50, 50)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237661383848362048,151.098402367,37.8180080947303,NO_PEAK,"[]",DOUBLE,"[(51, 50)(60, 43)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237661849847791806,151.80349932874,38.9088228555285,SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(56, 62)]",SINGLE,"[(26, 39)]",SINGLE,"[(25, 39)]"
1237661139033129125,151.72121056533,38.2163028016954,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(40, 62)]",DOUBLE,"[(51, 50)(41, 63)]"
