objid,pid1,pid2
1237663784744321247,1237663784744321247,1237663784744321247
1237663785283223684,1237663785283223684,1237663785283223684
1237663784748384370,1237663784748384370,1237663784748384370
1237666340796760272,1237666340796760272,1237666340796760272
1237666299484308409,1237666299484308409,1237666299484308409
1237666299484504406,1237666299484504406,1237666299484504406
1237666407380877436,1237666407380877436,1237666407380877436
1237657070087635723,1237657070087635084,1237657070087635084
1237666300016132889,1237666300016132120,1237666300016132120
1237663784748646589,1237663784748646588,1237663784748646589
1237663784748778248,1237663784748777783,1237663784748777784
1237663784748974636,1237663784748974636,1237663784748974636
1237678433791377703,1237663278467842249,1237663278467842249
1237666338653274273,1237666338653274273,1237666338653274273
1237663785276670151,1237663785276670151,1237663785276670152
1237666300019081465,1237666300019081465,1237666300019081465
1237666300019082013,1237666300019082013,1237666300019082013
1237666407920238749,1237666407920238734,1237666407920238735
1237666300021572328,1237666300021572328,1237666300021572328
1237663784741371934,1237663784741371931,1237663784741371934
1237663785277391603,1237663785277391603,1237663785277391604
1237663785277587623,1237663785277587623,1237663785277587625
1237663785277587943,1237663785277587943,1237663785277587943
1237663785278112326,1237663785278112314,1237663785278112314
1237666300553200136,1237666300553200136,1237666300553200138
1237663785278374131,1237663785278374131,1237663785278374131
1237656512815759529,1237656512815759528,1237656512815759529
1237656511741953231,1237656511741953231,1237656511741953231
1237656511212618512,1237656511212618512,1237656511212618512
1237663785279423158,1237663785279423342,1237663785279423342
1237663785279685341,1237663785279685341,1237663785279685341
1237663785280340073,1237663785280340073,1237663785280340073
1237663785280340337,1237663785280340336,1237663785280340337
1237666301090726502,1237666301090726504,1237666301090726504
1237663784747860309,1237663784747860309,1237663784747860309
1237666301091054424,1237666301091053822,1237666301091054889
1237663785284207024,1237663785284207006,1237663785284207006
1237663277391807236,1237663277391807236,1237663277391807236
1237666407920828643,1237666407920828643,1237666407920828643
1237663716556210284,1237663716556210283,1237663716556210284
1237666408456061021,1237666408456061013,1237666408456061006
1237663785280405799,1237663785280405803,1237663785280405802
1237666340798726320,1237666340798726319,1237666340798726320
1237666408460714394,1237666408460714394,1237666408460714394
1237666340797874218,1237666340797874212,1237666340797874212
1237678617972113583,1237678617972113582,1237678617972113583
1237663238204621771,1237663238204621771,1237663238204621771
1237663782593233741,1237663782593233741,1237663782593233742
1237657189836391312,1237657189836390636,1237657189836390636
1237666408457372407,1237666408457372407,1237666408457372407
1237666340798070800,1237666340798070800,1237666340798070797
1237666339189358894,1237666339189358894,1237666339189358894
1237666301630677050,1237666301630677050,1237666301630677054
1237663784201879682,1237663784201879682,1237663784201879686
1237666302167613636,1237666302167613636,1237666302167613636
1237663785280274518,1237663785280274518,1237663785280274518
1237663783678509153,1237663783678509153,1237663783678509153
1237663784210530470,1237663784210530471,1237663784210530471
1237663784216035645,1237663784216035645,1237663784216035645
1237663784210661606,1237663784210661604,1237663784210661606
1237663783132397774,1237663783132397774,1237663783132397774
1237663783131545798,1237663783131545798,1237663783131545798
1237663784744256089,1237663784744256089,1237663784744256089
1237663783673200756,1237663783673200756,1237663783673200756
1237663785284599948,1237663785284599948,1237663785284599948
1237663782592905277,1237663782592905275,1237663782592905275
1237666299480769593,1237666299480768786,1237666299480768786
1237666299481948905,1237666299481948584,1237666299481948584
1237663782601359738,1237663782601359742,1237663782601359742
1237666338651504831,1237666338651504829,1237666338651504829
1237666301629236052,1237666301629235421,1237666301629235421
1237666338115158383,1237666338115158383,1237666338115158383
1237663785283616926,1237663785283616931,1237663785283616931
1237666301632119202,1237666301632119202,1237666301632119203
1237666301632250085,1237666301632250085,1237666301632250085
1237666302164468356,1237666302164468342,1237666302164468342
1237666302164599001,1237666302164599001,1237666302164599001
1237666302165385521,1237666302165385521,1237666302165385523
1237666300022293135,1237666300022293132,1237666300022293132
1237666302168465940,1237666302168465940,1237666302168465940
1237666407378256526,1237666407378256526,1237666407378256526
1237666407378387332,1237666407378387332,1237666407378387332
1237666407379829495,1237666407379828854,1237666407379828889
1237666407381598863,1237666407381598862,1237666407381598862
1237666407381729611,1237666407381729610,1237666407381729610
1237666407921811917,1237666407921811917,1237666407921811917
1237666407922401723,1237666407922401723,1237666407922401723
1237666301093609959,1237666301093609959,1237666301093609959
1237666301094920757,1237666301094920757,1237666301094920757
1237666408994309026,1237666408994309026,1237666408994309026
1237678617428099226,1237678617428099221,1237678617428099221
1237666301628646199,1237666301628646199,1237666301628646199
1237666301630219616,1237666301630153542,1237666301630153542
1237678437015355722,1237678437015355722,1237678437015355722
1237678617432555681,1237678617432555681,1237678617432555681
1237678617436160427,1237678617436160427,1237678617436160427
1237678617436225879,1237678617436225879,1237678617436225879
1237678617436487748,1237678617436487747,1237678617436487749
1237678617437405659,1237678617437405659,1237678617437405659
1237678617437470925,1237678617437470925,1237678617437470926
1237678617971982873,1237678617971982895,1237678617971982895
1237666338116927985,1237666338116927645,1237666338116927645
1237666301092758013,1237666301092758013,1237666301092758508
1237663784742290219,1237663784742290205,1237663784742289758
1237663784218067420,1237663784218067178,1237663784218067416
1237663784216231964,1237663784216232721,1237663784216231964
1237663784205615258,1237663784205615842,1237663784205615258
1237663784205418638,1237663784205418638,1237663784205418646
1237663784199324658,1237663784199324176,1237663784199324658
1237663783663435994,1237663783663435995,1237663783663436087
1237657190370116755,1237657190370115994,1237657190370116755
1237663783144719661,1237663783144719656,1237663783144719196
1237678433791246473,1237678433791246473,1237678433791246473
1237666301091381591,1237666301091381591,1237666301091381593
1237666302165516700,1237666302165516701,1237666302165516702
1237663782599132266,1237663782599131724,1237660204874990307
1237666339726885036,1237666339726885033,1237666339726885814
1237666339726885140,1237666339726885137,1237666339726885137
1237663783144522467,1237663783144522467,1237663783144522467
1237666407916110306,1237666407916110306,1237666407916110306
1237666408456651766,1237666408456651898,1237666408456651898
1237678433254834880,1237678433254834868,1237678433254834869
1237678437014700334,1237678437014700334,1237678437014700334
1237678437015159103,1237678437015159103,1237678437015159103
1237678437018698477,1237678437018698477,1237678437018698477
1237678437018828989,1237678437018828989,1237678437018828989
1237663784746746270,1237663784746746269,1237663784746746270
1237663784747532679,1237663784747532679,1237663784747532679
1237663784747663992,1237663784747663992,1237663784747663992
1237666301095379259,1237666301095379259,1237666301095379259
1237667172390929026,1237667172390929240,1237667172390929240
1237657070090780869,1237657070090780869,1237657070090780869
1237678437014831376,1237678437014831376,1237678437014831377
1237657070620573889,1237657070620573889,1237657070620573889
1237657070628503739,1237657070628503739,1237657070628503739
1237657071157510854,1237657071157510854,1237657071157510854
1237657071158231329,1237657071158231329,1237657071158231329
1237657071158886644,1237657071158886644,1237657071158886644
1237663784205877943,1237663784205877943,1237663784205877943
1237663784206402379,1237663784206402379,1237663784206402380
1237657190908297363,1237657190908297364,1237657190908297363
1237657190909280922,1237657190909280922,1237657190909280922
1237657191444054069,1237657191444054059,1237657191444054059
1237657191444972204,1237657191444972204,1237657191444972205
1237657191979155711,1237657191979155711,1237657191979155711
1237657192516157942,1237657192516157942,1237657192516157942
1237663784210006641,1237663784210006646,1237663784210006646
1237657192516812905,1237657192516812904,1237657192516812905
1237660024521294122,1237660024521294122,1237660024521294121
1237657587098190038,1237657587098190038,1237657587098190038
1237660239778088005,1237660239778087264,1237660239778087264
1237663784216363374,1237663784216363369,1237663784216363369
1237660241924391067,1237660241924391067,1237660241924391067
1237663237124194551,1237663237124194551,1237663237124194551
1237663237127864856,1237663237127864856,1237663237127864856
1237663237128388742,1237663237128388749,1237663237128388740
1237663237129830668,1237663237129830668,1237663237129830668
1237663237129699507,1237663237129699506,1237663237129699507
1237663238740640205,1237663238740640205,1237663238740640205
1237663716554899840,1237663716554899840,1237663716554899840
1237663782592839938,1237663782592839938,1237663782592839938
1237663782596313226,1237663782596313228,1237663782596313226
1237663782597099538,1237663782597099531,1237663782597099531
1237663783135150579,1237663783135150579,1237663783135150578
1237663783138230489,1237663783138230489,1237663783138230489
1237663783141180044,1237663783141180044,1237663783141180044
1237663783142752422,1237663783142752422,1237663783142752422
1237663783663763764,1237663783663763764,1237663783663763765
1237663783143080351,1237663783143080351,1237663783143080351
1237663783664287902,1237663783664287901,1237663783664287901
1237663783665664170,1237663783665664170,1237663783665664170
1237663783667630960,1237663783667630960,1237663783667630960
1237663784741699766,1237663784741699765,1237663784741699766
1237663783667630183,1237663783667630183,1237663783667630183
1237660239777300685,1237660239777300686,1237660239777300685
1237657587096355408,1237657587096355408,1237657587096355408
1237663783671825049,1237663783671825049,1237663783671825049
1237663783667237216,1237663783667237216,1237663783667237216
1237663783675166891,1237663783675166891,1237663783675166891
1237663783674577141,1237663783674577721,1237663783674577721
1237663783678836990,1237663783678836990,1237663783678836991
1237663784205287592,1237663784205287608,1237663784205287614
1237663784742486517,1237663784742486517,1237663784742486517
1237663784751661069,1237663784751661064,1237663784751661067
1237663784743535353,1237663784743535719,1237663784743535719
1237663784745959595,1237663784745959597,1237663784745959595
1237663784751465109,1237663784751465109,1237663784751465109
1237663784750612586,1237663784750612586,1237663784750612586
1237663785280536852,1237663785280536852,1237663785280536852
1237663785283879177,1237663785283879174,1237663785283879177
1237666299479916653,1237666299479916653,1237666299479916653
1237666300559556799,1237666300559556799,1237666300559556799
1237666301093413378,1237666301093413357,1237666301093413357
1237666338650980473,1237666338650980473,1237666338650980473
1237666301091447631,1237666301091447630,1237666301091447631
1237666301627662344,1237666301627662344,1237666301627662344
1237666301093675532,1237666301093675532,1237666301093675532
1237666301090136384,1237666301090136383,1237666301090136384
1237678437014503577,1237678437014503577,1237678437014503577
1237678437017977032,1237678437017977032,1237678437017977032
1237678437016928912,1237678437016928912,1237678437016928912
1237663784217084379,1237663784217084379,1237663784217084379
1237663784750875112,1237663784750875112,1237663784750875112
1237666301091119202,1237666301091119203,1237666301091119202
1237666408991752300,1237666408991752300,1237666408991752300
1237678437017519286,1237678437017518996,1237678437017518996
1237678617425413100,1237678617425412503,1237678617425412505
1237678617429672825,1237678617429672592,1237678617429672043
1237678617429868889,1237678617429868889,1237678617429868891
1237666300559753574,1237666300559753574,1237666300559753574
1237663237667881233,1237663237667881233,1237663237667881233
1237667172391190790,1237663783662453421,1237663783662453421
1237663784751530100,1237663784751530100,1237663784751530103
