index,objid,ra,dec
191,1237663784197423457,0.000101172845841546,0.0374866392466694
216,1237663278464631338,0.000743828460485929,0.952526777569957
1995,1237666408442495464,0.132442874642607,0.241730180602567
2149,1237663784197423745,0.100633696697525,0.0820347341760283
2205,1237663784197423743,0.101951275353198,0.0818399576237433
4430,1237663784197424151,0.104866793907284,0.0781566752831762
4583,1237666408442495456,0.127563909591913,0.242403317962594
7238,1237663784197423744,0.10279229255074,0.0802555366035205
7587,1237663278464696896,0.173868596008504,1.01112859685695
8401,1237663277927891321,0.239603536469275,0.624273906286272
11293,1237663784197424019,0.107113693924477,0.0876971234429614
11698,1237663783123747331,0.227250818557422,-0.736984133170042
12589,1237666408442495836,0.123716034236566,0.24255410183891
13994,1237657189831606875,0.383667733917605,-0.975394151625536
27724,1237663784197686581,0.637002692682866,0.0206524555182864
30099,1237663275780604955,0.74009077880487,-1.16923873375414
30113,1237663275780604956,0.740349073630171,-1.16656759219643
34261,1237663275780604707,0.743960724344362,-1.19894858260259
34272,1237663275780604373,0.744291745315394,-1.16957917414078
36695,1237657189831803777,0.813722152702667,-0.866730696785151
37264,1237657189831803776,0.812221309465826,-0.868139252245572
44760,1237678617418269742,1.06773069550565,1.25910608084092
45239,1237657190368805082,1.06252071101153,-0.584186595366147
45278,1237678617418269430,1.0632258453511,1.25769021128488
45576,1237663543696425884,0.97327932209032,0.409433977365391
52843,1237657190368805617,1.07051070261093,-0.590793112291187
53482,1237678617418269436,1.06639022148215,1.25614049262671
53587,1237657190905742237,1.16080031359809,-0.163052501184626
53910,1237657190905742230,1.15525963367872,-0.168147131471143
54087,1237657190905741726,1.15756690983829,-0.161866486101456
54997,1237657190905742221,1.15084722355363,-0.162541876766193
57686,1237663784197948275,1.33250624469707,0.0384343063257828
58678,1237657190905741601,1.16483343339462,-0.151850834598083
59171,1237657192516420391,1.35483295470533,1.13625240150858
60620,1237657190368936666,1.3633943893571,-0.499581844122552
60628,1237657190368936371,1.36366798386172,-0.503335157497294
60670,1237663784198013634,1.45828524861654,0.181467161925822
61457,1237657189832066029,1.33628199008166,-1.00383520304478
61517,1237657190368936406,1.37570784654559,-0.509230145065897
61869,1237657190368936939,1.36512981037617,-0.506043653963059
61889,1237657190368936668,1.36555475963064,-0.503349452670651
61896,1237657190368936373,1.36563722221121,-0.494473261435297
61974,1237663784198013975,1.46894974185242,0.180071822644916
62091,1237657190368936364,1.36109048660109,-0.494790479139867
62683,1237657190368936387,1.37224813418629,-0.503002703139777
63127,1237657192516420049,1.35016751319307,1.1382710266848
63980,1237663784198014202,1.47469841862843,0.17629466991471
64051,1237657191979549319,1.41617664777232,0.641649460332463
64905,1237663783661142916,1.49067222383268,-0.313466880150512
66234,1237657189832065751,1.31428142923414,-1.00235423867113
67756,1237657190368936126,1.36973429442196,-0.507755999604962
70029,1237663783661208003,1.52790257627983,-0.350776073647445
70990,1237663278465352527,1.60811124823346,0.902957731098017
71200,1237663278465352350,1.61145675320142,0.901025802373875
71352,1237663278465351975,1.6010441553552,0.878820015086715
71757,1237663783661208660,1.55767108866127,-0.238728075100931
72827,1237657192516551042,1.64976446433298,1.20926003726779
73024,1237663543696753438,1.68159921152335,0.334902439206806
73827,1237657191979549761,1.39937528388515,0.787181325245917
74165,1237657192516551526,1.69912409446567,1.1640015810676
76600,1237663278465352484,1.60249139671524,0.901522628628248
76612,1237663278465351982,1.60274866474643,0.904959291274878
76666,1237663278465351984,1.60383286994428,0.898205654728109
76741,1237657192516551201,1.72199548625633,1.15815321360711
76750,1237657192516551410,1.72217940675381,1.17032375401258
76998,1237657192516551498,1.65239473917228,1.20670265182231
77744,1237663278465352016,1.61569844267328,0.908908040070167
77847,1237657192516551544,1.71430424273296,1.16083717993088
77900,1237663278465352004,1.6131368486908,0.908505534956814
78129,1237663543696753027,1.68467416137759,0.332190546621065
78378,1237657192516551212,1.72464559426493,1.16235389202378
78542,1237657192516551144,1.69626676665098,1.16917572069783
78872,1237657192516551158,1.70124673997009,1.16610661260969
78885,1237657192516551159,1.70139532595925,1.17029082720582
79344,1237663275781063412,1.8113175943237,-1.25699518751626
80484,1237663543696753607,1.77121945995759,0.284139503312906
82383,1237657192516551196,1.71805325068192,1.15841037329708
82541,1237663784198144463,1.70670608389313,0.0659583216570778
82589,1237657192516551172,1.70774981795103,1.16597716382906
84349,1237663783124468513,1.91910802187734,-0.719212556342567
85816,1237663783124534519,1.96637006255617,-0.776300434035378
86324,1237663783124467999,1.89968451590933,-0.71395706453082
86366,1237663783124469018,1.90078204341893,-0.71761349074532
87269,1237663783124468472,1.90495498144669,-0.715111859762702
87453,1237663783124533531,1.97017505820235,-0.769796056010346
87806,1237663783124534114,1.98045359912846,-0.771289832030911
87841,1237663783124534116,1.98108196092055,-0.766834894208435
88193,1237663275781128918,1.97859108538202,-1.15116791900048
88464,1237663783124468991,1.8872897995783,-0.717186421985133
88627,1237663783124468530,1.92644843651768,-0.720358883160618
89035,1237663783124468520,1.92236645660048,-0.716828389069877
89361,1237663783124468439,1.88945402479019,-0.71196438741699
89383,1237663783124468993,1.88990205706305,-0.707609775823525
89821,1237663275781128912,1.97380953985152,-1.12703234277904
89869,1237663275781128909,1.97488561515127,-1.13284202844348
89985,1237663783124533730,1.96823321886632,-0.774199661071018
90079,1237657189832393115,2.08325228768462,-1.00803130399206
91457,1237663783124468519,1.92052064596453,-0.715878870108047
92874,1237663783124534128,1.98573704171295,-0.772052270486993
94002,1237663783124533530,1.96736127904948,-0.769614466623359
95406,1237657190906135578,2.16562213113264,-0.0241443757803491
95546,1237657189832393745,2.08945786577669,-1.00783109314579
95598,1237657190906135520,2.17819217581274,-0.0330798576442978
96117,1237663784198341445,2.15780447671731,0.18004071829515
96184,1237663784198341452,2.15928460091008,0.174766625481145
96219,1237663783124468527,1.9253115860198,-0.727549636544362
96246,1237663783124468528,1.92584520319767,-0.727322233708123
98362,1237678882095366481,2.25531060723196,-1.258929471057
98688,1237663784198341805,2.16180566706349,0.161824431408093
99749,1237657189832393095,2.07747482637348,-1.01502750846719
100879,1237678882095366500,2.26770847031929,-1.25991616167037
100909,1237663275781259585,2.26852170188059,-1.25269823834969
102561,1237657192516813311,2.24156707199404,1.18029790968371
102704,1237657192516813876,2.25308137522211,1.17427981811373
102953,1237663275781260029,2.26681748273487,-1.24995642658869
104651,1237663784198472616,2.43721200924387,0.185121806758955
