objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237668296606548144,216.190716203643,16.1713855668527,NO_PEAK,"[]",DOUBLE,"[(13, 14)(22, 1)]",DOUBLE,"[(13, 14)(22, 1)]",DOUBLE,"[(13, 14)(22, 1)]"
1237668297143353467,216.126312450232,16.5560754301749,DOUBLE,"[(31, 36)(16, 27)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(51, 50)]"
1237668270830649498,216.377889072095,16.3607869077842,SINGLE,"[(46, 35)]",SINGLE,"[(46, 35)]",SINGLE,"[(45, 35)]",DOUBLE,"[(46, 35)(50, 50)]"
1237668297143419011,216.198337221086,16.5438671179651,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(36, 48)]",DOUBLE,"[(50, 50)(36, 48)]"
1237668271904260248,216.226330633861,17.1479037619506,DOUBLE,"[(29, 28)(38, 27)]",DOUBLE,"[(29, 28)(37, 28)]",DOUBLE,"[(29, 28)(37, 28)]",DOUBLE,"[(29, 27)(50, 50)]"
1237668297680289884,216.329287503402,17.0201398752794,NO_PEAK,"[]",DOUBLE,"[(50, 49)(56, 60)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237668270830452914,215.983436595246,16.3768354559732,SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(63, 50)]",DOUBLE,"[(50, 50)(62, 50)]"
1237668270830190751,215.325750098755,16.5542807295495,NO_PEAK,"[]",DOUBLE,"[(47, 40)(50, 50)]",DOUBLE,"[(47, 40)(50, 50)]",DOUBLE,"[(47, 40)(50, 50)]"
1237668271367323710,215.93194212014,16.772780259204,NO_PEAK,"[]",SINGLE,"[(28, 51)]",SINGLE,"[(29, 51)]",DOUBLE,"[(29, 52)(50, 50)]"
1237654628399973213,119.370971171972,37.1533433185922,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 51)]",DOUBLE,"[(52, 58)(49, 51)]"
1237664669519970933,186.972144273585,40.6376367286183,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(45, 54)(50, 50)]",SINGLE,"[(51, 50)]"
1237664667909357720,186.96559414363,39.5581736992569,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(45, 62)(50, 50)]"
1237664668446425605,187.401764141047,39.8581805491749,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(55, 48)]"
1237648720710074390,216.958118987016,-0.454338143948052,NO_PEAK,"[]",SINGLE,"[(53, 12)]",SINGLE,"[(53, 12)]",DOUBLE,"[(52, 12)(68, 22)]"
1237648704054886603,216.85033188686,-0.248650068768523,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(56, 27)]"
1237648720709812475,216.496600542157,-0.598194572019818,NO_PEAK,"[]",DOUBLE,"[(50, 50)(51, 58)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(40, 48)]"
1237648721246683363,216.370049799839,-0.0229429525828173,DOUBLE,"[(41, 52)(49, 51)]",DOUBLE,"[(50, 50)(40, 51)]",DOUBLE,"[(50, 50)(41, 51)]",DOUBLE,"[(50, 50)(40, 50)]"
1237655693548323062,216.388455703116,-1.11393989841812,NO_PEAK,"[]",DOUBLE,"[(50, 49)(58, 50)]",DOUBLE,"[(50, 49)(56, 64)]",DOUBLE,"[(50, 50)(57, 65)]"
1237648720172875973,216.254617550506,-1.03602436313638,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(41, 61)]",NO_PEAK,"[]"
1237674604291293329,215.891180314218,-1.23491837797199,NO_PEAK,"[]",SINGLE,"[(50, 49)]",DOUBLE,"[(50, 50)(37, 54)]",NO_PEAK,"[]"
1237651823250112823,224.875043216625,4.44137545158785,NO_PEAK,"[]",SINGLE,"[(30, 47)]",SINGLE,"[(31, 46)]",DOUBLE,"[(30, 46)(50, 49)]"
1237651823250112754,224.77578694887,4.27767791917264,NO_PEAK,"[]",SINGLE,"[(35, 51)]",SINGLE,"[(36, 51)]",DOUBLE,"[(36, 52)(50, 50)]"
1237654880741294218,224.704628906539,4.23169153239315,DOUBLE,"[(50, 50)(49, 45)]",DOUBLE,"[(50, 50)(48, 45)]",DOUBLE,"[(50, 50)(49, 45)]",SINGLE,"[(49, 50)]"
1237654880741425350,224.990361169007,4.09015218077132,NO_PEAK,"[]",DOUBLE,"[(50, 50)(42, 45)]",NO_PEAK,"[]",SINGLE,"[(8, 33)]"
1237662266462372124,225.254344086318,4.77290603500375,NO_PEAK,"[]",DOUBLE,"[(50, 50)(46, 42)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237662266462241005,224.990715055279,4.70922670731753,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(62, 52)]",NO_PEAK,"[]"
1237662266462241034,225.01435961032,4.70616644660822,SINGLE,"[(51, 50)]",DOUBLE,"[(50, 50)(52, 57)]",SINGLE,"[(51, 51)]",SINGLE,"[(50, 50)]"
1237651822713372695,225.083793332764,4.00007909156014,SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(68, 40)(50, 50)]"
1237651823250243779,225.206150792481,4.33190407749645,NO_PEAK,"[]",SINGLE,"[(49, 50)]",SINGLE,"[(36, 51)]",DOUBLE,"[(50, 50)(35, 51)]"
1237654880741621910,225.463541291596,4.15193904562825,NO_PEAK,"[]",DOUBLE,"[(50, 49)(45, 63)]",DOUBLE,"[(49, 50)(45, 62)]",DOUBLE,"[(50, 50)(45, 62)]"
1237654880741556537,225.309076123794,4.10356223837727,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(45, 56)]",NO_PEAK,"[]"
1237651822713634998,225.717579954545,3.89410488029879,NO_PEAK,"[]",DOUBLE,"[(48, 51)(65, 47)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 49)(69, 54)]"
1237651822713766052,225.966387778899,3.91157693238601,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(51, 51)(50, 78)]"
1237662266462568632,225.831912383034,4.73309292590119,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(64, 48)]",DOUBLE,"[(50, 50)(63, 48)]"
1237662266462568784,225.821664751604,4.69797702393705,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(52, 40)]",DOUBLE,"[(50, 50)(53, 40)]"
1237651823250636951,225.981295580498,4.40420908990398,NO_PEAK,"[]",DOUBLE,"[(49, 50)(64, 35)]",DOUBLE,"[(50, 50)(65, 34)]",DOUBLE,"[(50, 50)(64, 34)]"
1237651822713897245,226.365714175274,3.92541988680416,SINGLE,"[(49, 49)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(61, 44)]"
1237651822713962572,226.475240971595,3.95287372532168,DOUBLE,"[(50, 27)(49, 37)]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(66, 94)(42, 91)]"
1237654881278951616,226.489886536163,4.52005461954132,NO_PEAK,"[]",DOUBLE,"[(50, 50)(56, 47)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237662266462765472,226.295117118311,4.698687162863,NO_PEAK,"[]",SINGLE,"[(49, 50)]",DOUBLE,"[(50, 50)(39, 57)]",NO_PEAK,"[]"
1237651823250768128,226.415324028681,4.34134405972938,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(58, 63)]",DOUBLE,"[(50, 50)(58, 64)]"
1237651823250702615,226.193952065874,4.37418687163544,NO_PEAK,"[]",SINGLE,"[(50, 51)]",DOUBLE,"[(63, 32)(50, 50)]",SINGLE,"[(38, 29)]"
1237654880742211870,226.822950893672,3.97957970470883,SINGLE,"[(50, 49)]",DOUBLE,"[(50, 50)(57, 62)]",DOUBLE,"[(50, 50)(58, 62)]",DOUBLE,"[(50, 50)(58, 63)]"
1237651822714028450,226.697093743556,3.82231704841592,NO_PEAK,"[]",DOUBLE,"[(61, 46)(50, 50)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237662266463027483,226.770036231811,4.63098661956603,NO_PEAK,"[]",SINGLE,"[(49, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 51)(41, 55)]"
1237654881279017289,226.729404345034,4.55656915189868,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(57, 61)]",NO_PEAK,"[]"
1237654881279017262,226.711738311136,4.45050776349204,NO_PEAK,"[]",SINGLE,"[(51, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(45, 62)]"
1237655742409146642,226.932598931611,4.39656344719915,NO_PEAK,"[]",DOUBLE,"[(50, 50)(67, 48)]",DOUBLE,"[(50, 50)(67, 47)]",DOUBLE,"[(50, 50)(66, 47)]"
1237655468598231415,226.89894037333,1.6057175108469,DOUBLE,"[(49, 49)(58, 50)]",SINGLE,"[(49, 49)]",SINGLE,"[(50, 49)]",SINGLE,"[(50, 50)]"
1237655470208843946,226.857696218974,2.75676454210536,NO_PEAK,"[]",DOUBLE,"[(51, 50)(37, 45)]",DOUBLE,"[(50, 50)(37, 45)]",DOUBLE,"[(50, 50)(38, 46)]"
1237655469135102202,226.905132556499,2.01931755344111,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(56, 33)]",DOUBLE,"[(90, 66)(50, 50)]"
1237651736851448115,227.3537474227,2.21936757563337,NO_PEAK,"[]",SINGLE,"[(49, 50)]",SINGLE,"[(33, 48)]",DOUBLE,"[(50, 50)(33, 48)]"
1237655469135298635,227.312340576988,1.92142579640326,SINGLE,"[(32, 43)]",DOUBLE,"[(32, 43)(50, 50)]",DOUBLE,"[(33, 43)(50, 50)]",DOUBLE,"[(33, 42)(51, 50)]"
1237655469135233240,227.196624055701,1.89997421523654,NO_PEAK,"[]",DOUBLE,"[(50, 51)(57, 25)]",DOUBLE,"[(50, 51)(57, 25)]",NO_PEAK,"[]"
1237651737388450165,227.667762385618,2.59047913017285,NO_PEAK,"[]",SINGLE,"[(25, 17)]",SINGLE,"[(25, 16)]",DOUBLE,"[(25, 17)(34, 17)]"
1237655469135364207,227.510205518185,1.85680827878137,NO_PEAK,"[]",DOUBLE,"[(49, 50)(56, 52)]",DOUBLE,"[(1, 62)(22, 69)]",NO_PEAK,"[]"
1237655469135429814,227.568926674254,1.93432746902295,NO_PEAK,"[]",DOUBLE,"[(49, 53)(30, 69)]",DOUBLE,"[(49, 53)(60, 42)]",DOUBLE,"[(50, 53)(60, 43)]"
1237655469135495480,227.728853924309,1.90898129229242,DOUBLE,"[(54, 44)(44, 55)]",DOUBLE,"[(50, 51)(44, 54)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237651736314773623,227.882383263641,1.76388482480022,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(52, 97)]",DOUBLE,"[(50, 50)(52, 97)]"
1237655469672431870,227.982071441141,2.45156098960905,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 51)(40, 54)]"
1237651737388449897,227.793454666192,2.6549009289926,SINGLE,"[(50, 51)]",SINGLE,"[(50, 50)]",DOUBLE,"[(51, 50)(72, 42)]",DOUBLE,"[(50, 50)(71, 42)]"
1237651737388515657,227.861874273534,2.55946212878537,NO_PEAK,"[]",DOUBLE,"[(51, 50)(40, 48)]",NO_PEAK,"[]",SINGLE,"[(5, 38)]"
1237663785283879173,29.1619441285299,0.842098715912714,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(51, 34)]",DOUBLE,"[(47, 63)(50, 50)]"
1237678617430589630,29.1252191801104,1.0703915258105,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 51)(58, 49)]"
1237663784210464960,29.8230682960472,0.120228015472107,NO_PEAK,"[]",SINGLE,"[(11, 40)]",SINGLE,"[(11, 40)]",DOUBLE,"[(11, 40)(10, 49)]"
1237663783674184301,31.2310709298827,-0.297247541614662,NO_PEAK,"[]",SINGLE,"[(50, 51)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(41, 61)]"
1237657069549977799,30.8234537316136,-1.00133316623264,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(35, 53)]",DOUBLE,"[(50, 50)(36, 53)]"
1237663782600179953,30.5483078059617,-1.24705618702657,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(49, 43)]",NO_PEAK,"[]"
1237657069549912565,30.5514084247039,-0.972884527925386,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(45, 49)]",DOUBLE,"[(45, 49)(50, 50)]"
1237657069549847089,30.4635587310123,-0.892381816821549,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(33, 18)]",DOUBLE,"[(33, 18)(20, 26)]"
1237666407381860532,30.1453832518805,-0.499364963112335,NO_PEAK,"[]",SINGLE,"[(9, 16)]",SINGLE,"[(9, 17)]",DOUBLE,"[(9, 17)(4, 18)]"
1237663782599917841,30.0570953148176,-1.20399513567088,SINGLE,"[(36, 38)]",DOUBLE,"[(55, 45)(51, 50)]",NO_PEAK,"[]",DOUBLE,"[(51, 50)(46, 61)]"
1237666407381598401,29.5828804859068,-0.611264611613623,DOUBLE,"[(32, 26)(40, 32)]",SINGLE,"[(35, 21)]",SINGLE,"[(35, 22)]",NO_PEAK,"[]"
