objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237659162812416022,242.997829871426,39.8173406244753,NO_PEAK,"[]",DOUBLE,"[(50, 50)(50, 59)]",DOUBLE,"[(50, 50)(50, 60)]",DOUBLE,"[(50, 50)(50, 42)]"
1237661387615502624,243.224979758526,39.9330023668546,NO_PEAK,"[]",DOUBLE,"[(49, 47)(60, 59)]",SINGLE,"[(23, 55)]",SINGLE,"[(23, 55)]"
1237659162812481845,243.103873867331,39.6760175820455,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(65, 50)]"
1237661387078828048,243.155042207125,39.4190405748718,SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(76, 66)]",DOUBLE,"[(50, 50)(76, 66)]"
1237659163349352664,243.566245641745,39.9489750935943,DOUBLE,"[(45, 47)(55, 52)]",DOUBLE,"[(50, 50)(45, 48)]",SINGLE,"[(50, 50)]",SINGLE,"[(51, 50)]"
1237661871875490007,212.006861867119,40.8813290732411,SINGLE,"[(35, 1)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(56, 47)]",DOUBLE,"[(50, 50)(56, 47)]"
1237661872412295284,211.944445263705,41.2838439988167,DOUBLE,"[(48, 40)(50, 50)]",DOUBLE,"[(50, 50)(48, 40)]",DOUBLE,"[(50, 50)(47, 41)]",DOUBLE,"[(50, 50)(59, 24)]"
1237661849867714663,212.253811824367,40.7457042643784,NO_PEAK,"[]",DOUBLE,"[(51, 50)(41, 58)]",DOUBLE,"[(50, 50)(41, 58)]",SINGLE,"[(9, 22)]"
1237661849867583612,211.991857902061,40.7784162520654,NO_PEAK,"[]",DOUBLE,"[(50, 50)(50, 40)]",SINGLE,"[(51, 50)]",SINGLE,"[(50, 50)]"
1237661871338487972,211.519127603026,40.6958051434818,NO_PEAK,"[]",SINGLE,"[(40, 30)]",NO_PEAK,"[]",DOUBLE,"[(39, 30)(50, 50)]"
1237661849867387002,211.204023694612,40.7979439404227,DOUBLE,"[(57, 47)(50, 50)]",NO_PEAK,"[]",SINGLE,"[(30, 41)]",SINGLE,"[(30, 41)]"
1237661871338553544,211.685946173011,40.6377726089941,NO_PEAK,"[]",SINGLE,"[(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(52, 34)]"
1237661849867452624,211.522440842384,40.7950526619815,SINGLE,"[(51, 51)]",SINGLE,"[(51, 50)]",DOUBLE,"[(51, 50)(73, 44)]",DOUBLE,"[(50, 49)(73, 43)]"
1237661871875293352,211.501714923339,41.0656583600375,NO_PEAK,"[]",DOUBLE,"[(50, 50)(59, 47)]",DOUBLE,"[(50, 50)(44, 58)]",DOUBLE,"[(44, 58)(50, 50)]"
1237661873485774962,211.577490640468,42.4489842098,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(33, 55)]"
1237661850940932155,211.157228768195,41.8522280194044,DOUBLE,"[(59, 67)(49, 57)]",DOUBLE,"[(50, 57)(60, 67)]",DOUBLE,"[(50, 57)(59, 66)]",NO_PEAK,"[]"
1237661874022711467,212.027583934889,42.7002276786649,NO_PEAK,"[]",DOUBLE,"[(45, 39)(50, 50)]",DOUBLE,"[(45, 39)(50, 50)]",DOUBLE,"[(45, 39)(50, 50)]"
1237661850941063305,211.568444204158,41.7731754503937,NO_PEAK,"[]",DOUBLE,"[(50, 50)(53, 63)]",SINGLE,"[(51, 50)]",SINGLE,"[(51, 49)]"
1237661874022908010,212.436615730818,42.5270680235599,NO_PEAK,"[]",DOUBLE,"[(50, 50)(60, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237661851478130806,212.267595938549,41.9445513144226,NO_PEAK,"[]",DOUBLE,"[(36, 56)(49, 50)]",DOUBLE,"[(49, 50)(37, 55)]",DOUBLE,"[(50, 50)(37, 56)]"
1237661851478130751,212.265407158066,41.8835289370245,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(51, 50)(40, 39)]"
1237661872949166276,212.236703804047,41.7254083880694,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(38, 55)]"
1237661872949166094,212.101355199586,41.7730515266063,SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(56, 62)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(56, 63)]"
1237661851478130831,212.288469362841,41.9293510585274,NO_PEAK,"[]",DOUBLE,"[(50, 50)(44, 58)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237661852015198268,212.96908297553,42.3326753122118,NO_PEAK,"[]",SINGLE,"[(51, 50)]",DOUBLE,"[(50, 50)(65, 47)]",DOUBLE,"[(50, 50)(65, 49)]"
1237654948377067694,239.466601330077,53.3383281317951,NO_PEAK,"[]",DOUBLE,"[(50, 50)(36, 47)]",DOUBLE,"[(50, 50)(36, 48)]",SINGLE,"[(50, 50)]"
1237654948377198627,239.933810421208,53.2481170573004,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(54, 59)]",DOUBLE,"[(50, 50)(54, 58)]"
1237651538188239090,240.11160301774,53.2504184201279,DOUBLE,"[(49, 52)(55, 45)]",SINGLE,"[(7, 46)]",SINGLE,"[(7, 47)]",SINGLE,"[(7, 47)]"
1237651252585890033,240.205299764487,52.3927463383951,NO_PEAK,"[]",DOUBLE,"[(50, 50)(37, 45)]",DOUBLE,"[(50, 50)(37, 45)]",DOUBLE,"[(50, 50)(38, 45)]"
1237654948377329709,240.100352166824,52.8995354179807,NO_PEAK,"[]",DOUBLE,"[(50, 50)(61, 58)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237654948914004250,240.197904229751,53.5264403201677,NO_PEAK,"[]",SINGLE,"[(51, 50)]",DOUBLE,"[(50, 49)(64, 53)]",SINGLE,"[(50, 50)]"
1237654948914004064,240.177475721727,53.4910603611746,SINGLE,"[(1, 3)]",SINGLE,"[(1, 8)]",SINGLE,"[(1, 9)]",DOUBLE,"[(2, 6)(50, 50)]"
1237663784745369712,25.4342045286921,0.421980836919966,NO_PEAK,"[]",SINGLE,"[(58, 54)]",DOUBLE,"[(57, 53)(50, 50)]",NO_PEAK,"[]"
1237657071158231116,25.3414087998888,0.371029163191169,NO_PEAK,"[]",SINGLE,"[(49, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 51)(36, 59)]"
1237663784208498832,25.359098599837,0.097703078174535,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(37, 59)]"
1237663784208564380,25.5059490033301,0.0135881255535784,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(38, 57)]"
1237663784208564415,25.5666750814015,0.127735283752278,DOUBLE,"[(51, 50)(60, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
