objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237661125608472614,118.491385223483,20.4535040813744,SINGLE,"[(50, 50)]",SINGLE,"[(51, 50)]",DOUBLE,"[(72, 57)(50, 50)]",NO_PEAK,"[]"
1237661087490376202,118.526917368159,20.6582913612396,SINGLE,"[(51, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(43, 69)]"
1237661086416437677,118.492991497755,19.7614054582766,NO_PEAK,"[]",DOUBLE,"[(51, 50)(56, 34)]",DOUBLE,"[(50, 50)(56, 34)]",SINGLE,"[(49, 50)]"
1237661126145343525,118.285618531738,20.7215425729838,NO_PEAK,"[]",DOUBLE,"[(58, 5)(58, 12)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237661086953243041,118.17678250694,19.8929009376284,NO_PEAK,"[]",SINGLE,"[(36, 51)]",DOUBLE,"[(37, 52)(50, 50)]",DOUBLE,"[(50, 50)(36, 52)]"
1237661088027443266,118.410588588008,21.3361861000225,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(65, 50)]"
1237661126145474874,118.43866893108,21.0494241617912,NO_PEAK,"[]",DOUBLE,"[(50, 50)(23, 47)]",DOUBLE,"[(50, 49)(7, 64)]",DOUBLE,"[(50, 50)(7, 66)]"
1237671955903611101,199.667959890662,10.987208264896,SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(44, 51)]",DOUBLE,"[(44, 50)(49, 50)]"
1237661815489560669,199.573667483268,10.999757567726,NO_PEAK,"[]",SINGLE,"[(51, 50)]",DOUBLE,"[(50, 50)(68, 46)]",NO_PEAK,"[]"
1237671990799499273,200.044372243333,11.8957979567404,SINGLE,"[(36, 41)]",SINGLE,"[(36, 41)]",SINGLE,"[(35, 40)]",DOUBLE,"[(36, 40)(50, 49)]"
1237671956977091012,200.16661586655,11.8701350483845,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(48, 61)]"
1237671957513437337,200.20456998265,13.2118987617777,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(51, 66)]",DOUBLE,"[(50, 51)(51, 66)]"
1237671991336173743,200.321685511534,12.39022638577,NO_PEAK,"[]",SINGLE,"[(48, 51)]",DOUBLE,"[(51, 50)(66, 46)]",SINGLE,"[(49, 50)]"
1237671956976959697,200.223981692505,12.1782230995641,SINGLE,"[(50, 50)]",SINGLE,"[(49, 50)]",DOUBLE,"[(50, 50)(63, 66)]",DOUBLE,"[(50, 50)(64, 66)]"
1237671956976959711,200.213597936275,12.1574816811966,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(58, 51)]",SINGLE,"[(50, 50)]"
1237671991336304747,200.438067304519,12.175107619498,DOUBLE,"[(49, 50)(44, 55)]",SINGLE,"[(50, 49)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237671991336239179,200.369301983971,12.3381019317541,NO_PEAK,"[]",DOUBLE,"[(50, 50)(34, 42)]",DOUBLE,"[(50, 50)(67, 51)]",DOUBLE,"[(50, 50)(68, 52)]"
1237671991336370236,200.340738265822,12.0217739534109,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(37, 68)]"
1237661951335071884,200.831518623841,13.1896891415205,NO_PEAK,"[]",DOUBLE,"[(50, 50)(38, 46)]",DOUBLE,"[(50, 50)(39, 46)]",DOUBLE,"[(50, 50)(39, 45)]"
1237661951335071754,200.799440528123,13.2194373618621,NO_PEAK,"[]",DOUBLE,"[(50, 51)(37, 63)]",NO_PEAK,"[]",SINGLE,"[(41, 4)]"
1237671991873306763,200.94047515227,12.0715227468272,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(58, 42)]",DOUBLE,"[(50, 50)(58, 41)]"
1237671991873306783,200.841005229342,11.9879420175777,NO_PEAK,"[]",SINGLE,"[(50, 51)]",DOUBLE,"[(27, 63)(34, 55)]",DOUBLE,"[(50, 50)(27, 63)]"
1237671992410046626,201.149147075645,12.5042585522366,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(58, 69)]"
1237671958050963543,201.077716299655,11.9800614650748,SINGLE,"[(28, 49)]",DOUBLE,"[(51, 50)(29, 49)]",DOUBLE,"[(50, 50)(30, 48)]",DOUBLE,"[(50, 50)(30, 49)]"
1237671991873437886,201.041798815378,11.7188848870202,NO_PEAK,"[]",DOUBLE,"[(50, 50)(48, 36)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237661951335071946,200.924620484027,13.1218991384641,SINGLE,"[(24, 29)]",SINGLE,"[(23, 29)]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(31, 51)]"
1237661358075412578,165.406640866619,46.298794328021,SINGLE,"[(50, 50)]",SINGLE,"[(49, 50)]",DOUBLE,"[(50, 49)(27, 65)]",DOUBLE,"[(50, 50)(27, 67)]"
1237661357538476237,165.377945499488,45.9219991869173,NO_PEAK,"[]",DOUBLE,"[(50, 50)(50, 66)]",DOUBLE,"[(50, 50)(49, 65)]",DOUBLE,"[(50, 50)(50, 64)]"
