index,objid,ra,dec
284,1237663783123682294,0.00208727353629889,-0.750116724234937
693,1237657192515896379,0.105828268393395,1.06805764075689
721,1237663784197423754,0.10645360447773,0.0931170692018294
2030,1237666408442496093,0.133088953185506,0.239512115391506
2060,1237663784197423468,0.00534051626746646,0.0299144091277847
2126,1237663783123682038,0.00685459246906106,-0.760613270693914
3678,1237663278464696829,0.151861673688018,0.886482852714155
4174,1237663784197424020,0.110558362986007,0.0806942867352971
4205,1237663784197423770,0.111317014437343,0.0851058072817341
5532,1237663278464696861,0.162237665958969,1.01861874542832
5914,1237663278464697163,0.14736857684386,0.88239164520526
6287,1237657190368412189,0.183399272148392,-0.434025210343735
6958,1237663278464696903,0.177840700505726,1.01342153502476
7118,1237663784197423705,0.0926347198284816,0.077395160468834
7163,1237663278464696901,0.174981354751083,0.996776388416073
7216,1237663784197423741,0.102388802945951,0.0844395583424292
8328,1237657190368412496,0.171362569634141,-0.611493344604208
9306,1237663277927891300,0.232571668286539,0.625118883578118
9807,1237663784197424147,0.100070534560667,0.0720013997646146
10374,1237657190368412528,0.183774133865938,-0.435916427677309
10404,1237663784197489376,0.277234675302335,0.199449859110901
10675,1237663278464762593,0.331471601609451,0.859091994581228
11201,1237678882094449436,0.225714807333176,-1.25923568847813
11730,1237678617417942251,0.227782726068199,1.25789680323052
12164,1237663783660684312,0.352597682165953,-0.390230856493195
12176,1237657191979090644,0.352732901881723,0.77485215744845
12329,1237657189831606841,0.361728341125513,-1.03513051257115
12342,1237657189831606842,0.361962911565968,-1.0337009273654
12382,1237657189831607135,0.362659588696147,-1.0313937193943
12458,1237663277927891318,0.236845624169121,0.626756618936594
12722,1237657189831607129,0.359838486882722,-1.03084931810548
13216,1237663278464762934,0.32902331740118,0.865363580465378
13223,1237663278464762935,0.329223432701895,0.866025689955909
13356,1237663278464696791,0.141171595588617,0.882366929121119
13541,1237657190368478141,0.256046932788934,-0.593714165812553
13631,1237657189831672461,0.396263486208682,-0.938416400830666
13676,1237657189831672036,0.397142859432392,-0.992022547336272
13685,1237657190368543705,0.397315306050132,-0.562470695744894
14599,1237657189831607364,0.387393822592912,-0.982803834940832
15138,1237663275780473680,0.443405478344033,-1.17707426718334
15191,1237657190368478155,0.266445059048465,-0.598989187492473
15201,1237657190368477538,0.266646334843983,-0.602997263891811
15460,1237657191979090609,0.336947391077956,0.781500175139168
15589,1237657190368478152,0.26372945545495,-0.59814082161387
15599,1237657190368478154,0.264010019418379,-0.603358042113179
15946,1237663783660683567,0.358313822796948,-0.296554114570841
15971,1237657191979090975,0.35867507674908,0.770640885014763
17072,1237663783123812903,0.379075009941653,-0.784735498992447
17169,1237663277927957164,0.481777697049779,0.584986326611988
17181,1237663277927957163,0.4820068281646,0.583474651781797
17694,1237657190905414055,0.413433697330902,-0.0312978747308135
18031,1237657190368543060,0.401730318827333,-0.561553763338493
18563,1237657190905414052,0.410555339340931,-0.0284841849884891
18693,1237663783660684151,0.351186877955216,-0.312171080953331
18812,1237663275780473685,0.447173106022007,-1.17501672012397
19247,1237657191979090627,0.347200219048091,0.782067346953731
20262,1237663275780473905,0.451331088950923,-1.13113738773188
20269,1237663275780473696,0.451472576269424,-1.17368587147966
20779,1237663275780473900,0.448383238319821,-1.16764942004264
21468,1237657190368478106,0.390400428819135,-0.5712403847224
21724,1237657191979156140,0.491490576067406,0.667263669910681
22034,1237657189831606883,0.385721828881515,-0.925997999497144
22534,1237657191979156519,0.49584984039177,0.6682824370393
23488,1237663783660814831,0.630309492123796,-0.394558893940041
23851,1237663783660814862,0.640086803969234,-0.315879409710827
23900,1237663277927957184,0.490205633863155,0.60585666786404
24356,1237663783660815365,0.627966411198296,-0.391813630671002
24926,1237657191979221239,0.556215280696961,0.658310987396249
25570,1237663277927957166,0.483411442590892,0.579952060999137
25834,1237657191979221202,0.611906401952353,0.759313671042128
25883,1237657191979221270,0.613054925300162,0.769900130084559
26153,1237663783123943810,0.608830447297628,-0.732858289570823
26526,1237657189831737827,0.578794337618547,-0.964561046333631
26983,1237663543696295011,0.622259932884276,0.341773502042731
27353,1237657190368674173,0.714013995114158,-0.534439577448045
27369,1237657190368674561,0.714476758162391,-0.540601280822851
27828,1237663784197686563,0.637454097297146,0.0130880617613691
28397,1237663278464893424,0.601301657208893,0.849528545432686
28996,1237657190368674781,0.719636063663529,-0.534093606423537
29193,1237657190368674172,0.712945667866563,-0.534267013889923
29219,1237657190368674559,0.713358973366553,-0.541953136396561
29595,1237657190368674909,0.708782560750649,-0.5362217203337
29926,1237663277928088549,0.737900386147174,0.487865278051757
30073,1237663275780604954,0.73964256987739,-1.16378256486041
30578,1237663783123943809,0.608133588412972,-0.731496702674617
30661,1237657190905545982,0.703224655972974,-0.147572613954062
