objid,ra,dec,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks
1237661949738090716,232.176259599572,8.40172787456692,NO_PEAK,"[]",DOUBLE,"[(50, 50)(57, 55)]",SINGLE,"[(51, 50)]",SINGLE,"[(50, 49)]"
1237662264860672430,231.225742761465,7.9131089717149,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(42, 41)]",NO_PEAK,"[]"
1237662264860737758,231.341212623511,7.95563755928082,DOUBLE,"[(50, 50)(32, 50)]",DOUBLE,"[(50, 50)(32, 50)]",DOUBLE,"[(50, 50)(32, 50)]",DOUBLE,"[(50, 50)(32, 50)]"
1237661949200891950,231.446089569608,8.22730183714185,SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(67, 53)]",DOUBLE,"[(50, 50)(67, 52)]",DOUBLE,"[(50, 50)(66, 53)]"
1237662198822077050,231.302049659757,8.40679826251288,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 50)(49, 58)]",DOUBLE,"[(50, 50)(49, 57)]"
1237662198822011199,231.265531060513,8.49081618662043,DOUBLE,"[(53, 45)(48, 49)]",SINGLE,"[(49, 49)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]"
1237661356464341134,164.436940663134,44.9438659777248,NO_PEAK,"[]",DOUBLE,"[(50, 50)(33, 55)]",DOUBLE,"[(50, 50)(34, 55)]",DOUBLE,"[(50, 50)(33, 55)]"
1237660635460862149,163.98300784141,45.3349213008608,NO_PEAK,"[]",SINGLE,"[(49, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(51, 50)(31, 74)]"
1237660635460862140,163.925883295597,45.4447766526867,NO_PEAK,"[]",SINGLE,"[(56, 40)]",DOUBLE,"[(50, 50)(56, 40)]",DOUBLE,"[(50, 50)(56, 41)]"
1237661357001015338,163.557321070823,45.1230668497913,NO_PEAK,"[]",SINGLE,"[(38, 58)]",DOUBLE,"[(38, 59)(50, 50)]",NO_PEAK,"[]"
1237660634923860051,163.612573377184,44.8167231300379,SINGLE,"[(51, 49)]",SINGLE,"[(50, 49)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(53, 45)]"
