objid,u-type,u-peaks,g-type,g-peaks,r-type,r-peaks,i-type,i-peaks,z-type,z-peaks
1237663785282961662,NO_PEAK,"[]",SINGLE,"[(53, 47)]",DOUBLE,"[(53, 47)(49, 42)]",DOUBLE,"[(52, 48)(48, 42)]",NO_PEAK,"[]"
1237663782591857469,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(43, 18)(45, 23)]",NO_PEAK,"[]"
1237663782591988266,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(27, 37)(23, 30)]",DOUBLE,"[(27, 38)(68, 29)]"
1237663782592250790,DOUBLE,"[(48, 55)(53, 54)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(58, 6)]",DOUBLE,"[(59, 6)(45, 89)]"
1237663782592446699,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(47, 15)]",DOUBLE,"[(47, 15)(48, 33)]",NO_PEAK,"[]"
1237663782592708877,DOUBLE,"[(9, 49)(5, 49)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(48, 50)]",DOUBLE,"[(73, 19)(2, 99)]"
1237663238205735746,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 15)]",DOUBLE,"[(50, 14)(56, 11)]",NO_PEAK,"[]"
1237663782592839938,NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(65, 47)]",DOUBLE,"[(50, 50)(66, 47)]",NO_PEAK,"[]"
1237663238204621771,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(49, 51)(45, 55)]",NO_PEAK,"[]"
1237663782593233741,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(49, 49)]",DOUBLE,"[(50, 50)(55, 56)]",NO_PEAK,"[]"
1237663238202065672,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(35, 13)(33, 25)]",DOUBLE,"[(35, 13)(32, 42)]"
1237663238197150050,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(8, 43)]",DOUBLE,"[(8, 42)(16, 52)]",NO_PEAK,"[]"
1237663782594085788,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(20, 32)(24, 34)]",NO_PEAK,"[]"
1237663237668406160,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(2, 2)(11, 5)]",DOUBLE,"[(19, 87)(21, 53)]"
1237663782594543907,SINGLE,"[(9, 23)]",SINGLE,"[(46, 55)]",DOUBLE,"[(46, 56)(50, 50)]",NO_PEAK,"[]",DOUBLE,"[(81, 71)(46, 55)]"
1237663782594871573,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(54, 41)]",DOUBLE,"[(54, 42)(50, 50)]",NO_PEAK,"[]"
1237663782595068008,NO_PEAK,"[]",DOUBLE,"[(62, 21)(54, 13)]",DOUBLE,"[(63, 21)(54, 13)]",DOUBLE,"[(62, 21)(54, 13)]",NO_PEAK,"[]"
1237663782595854753,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(49, 57)]",DOUBLE,"[(49, 50)(48, 58)]"
1237663237667226176,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(8, 12)(8, 22)]",NO_PEAK,"[]"
1237663782595920390,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(61, 29)]",DOUBLE,"[(49, 50)(54, 46)]",DOUBLE,"[(62, 29)(81, 71)]"
1237666299482407338,DOUBLE,"[(49, 40)(38, 37)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(83, 73)(18, 87)]"
1237663237665390728,SINGLE,"[(8, 86)]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(2, 40)(31, 46)]",NO_PEAK,"[]"
1237663237132058962,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(20, 24)]",DOUBLE,"[(52, 67)(59, 19)]"
1237663782596313226,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(52, 14)(72, 22)]",DOUBLE,"[(53, 14)(72, 22)]",NO_PEAK,"[]"
1237663782596379368,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(51, 50)]",DOUBLE,"[(50, 50)(44, 51)]",NO_PEAK,"[]"
1237663782596576005,SINGLE,"[(80, 93)]",NO_PEAK,"[]",SINGLE,"[(10, 26)]",DOUBLE,"[(9, 27)(1, 31)]",NO_PEAK,"[]"
1237663782596902999,DOUBLE,"[(48, 55)(50, 49)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237663782597099538,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(16, 43)(1, 58)]",DOUBLE,"[(15, 43)(39, 17)]",DOUBLE,"[(15, 43)(40, 20)]"
1237663782597230781,SINGLE,"[(21, 28)]",SINGLE,"[(39, 45)]",SINGLE,"[(39, 46)]",DOUBLE,"[(39, 46)(50, 50)]",DOUBLE,"[(39, 46)(50, 50)]"
1237663237128912948,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(37, 7)(39, 1)]",DOUBLE,"[(90, 52)(50, 51)]"
1237663782597755069,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(45, 54)(50, 50)]",DOUBLE,"[(44, 54)(50, 51)]",NO_PEAK,"[]"
1237663782597820872,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(29, 32)]",DOUBLE,"[(51, 49)(79, 42)]"
1237663237127995970,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(50, 49)(45, 47)]",NO_PEAK,"[]",DOUBLE,"[(51, 51)(43, 55)]"
1237663782598083473,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(25, 46)(24, 51)]",DOUBLE,"[(51, 50)(86, 84)]"
1237663237127799486,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(21, 35)(29, 32)]",DOUBLE,"[(21, 35)(51, 52)]"
1237663237124194551,NO_PEAK,"[]",SINGLE,"[(49, 50)]",DOUBLE,"[(49, 51)(47, 56)]",DOUBLE,"[(50, 50)(47, 56)]",NO_PEAK,"[]"
1237663237123145815,NO_PEAK,"[]",DOUBLE,"[(59, 59)(50, 50)]",DOUBLE,"[(59, 59)(50, 50)]",DOUBLE,"[(59, 59)(50, 50)]",NO_PEAK,"[]"
1237663782598738384,SINGLE,"[(1, 80)]",NO_PEAK,"[]",DOUBLE,"[(54, 50)(51, 46)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663782598804259,SINGLE,"[(18, 27)]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(18, 28)(10, 30)]",DOUBLE,"[(69, 99)(10, 29)]"
1237663782598934714,DOUBLE,"[(50, 49)(50, 54)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",NO_PEAK,"[]"
1237663782599000348,DOUBLE,"[(46, 37)(43, 42)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(8, 87)(43, 39)]"
1237663782599132266,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(5, 16)(1, 12)]",DOUBLE,"[(2, 13)(50, 52)]"
1237663782599197454,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(30, 11)]",DOUBLE,"[(30, 11)(43, 10)]",NO_PEAK,"[]"
1237663782599262586,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(32, 32)]",DOUBLE,"[(32, 29)(49, 51)]"
1237663782599393457,NO_PEAK,"[]",SINGLE,"[(50, 50)]",SINGLE,"[(50, 50)]",DOUBLE,"[(50, 50)(55, 63)]",NO_PEAK,"[]"
1237663782599918503,NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(32, 19)(24, 30)]",DOUBLE,"[(32, 19)(23, 30)]"
1237663782600704620,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(46, 43)]",DOUBLE,"[(46, 42)(50, 50)]",DOUBLE,"[(46, 43)(49, 50)]"
1237663782601359738,NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(23, 48)(23, 44)]",SINGLE,"[(22, 48)]",DOUBLE,"[(23, 48)(50, 51)]"
1237663782601557013,DOUBLE,"[(24, 39)(20, 35)]",NO_PEAK,"[]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(70, 96)(81, 55)]"
1237663782601621640,DOUBLE,"[(23, 30)(20, 39)]",SINGLE,"[(22, 33)]",SINGLE,"[(21, 33)]",SINGLE,"[(21, 33)]",NO_PEAK,"[]"
1237663782601819085,SINGLE,"[(56, 5)]",NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(29, 20)]",DOUBLE,"[(41, 58)(18, 15)]"
1237663782601949517,NO_PEAK,"[]",NO_PEAK,"[]",SINGLE,"[(15, 8)]",DOUBLE,"[(15, 7)(24, 4)]",DOUBLE,"[(15, 7)(24, 3)]"
1237663782602342567,SINGLE,"[(56, 47)]",NO_PEAK,"[]",DOUBLE,"[(55, 57)(57, 46)]",SINGLE,"[(62, 17)]",NO_PEAK,"[]"
1237663782602735827,NO_PEAK,"[]",DOUBLE,"[(56, 45)(47, 43)]",SINGLE,"[(56, 46)]",NO_PEAK,"[]",NO_PEAK,"[]"
1237663782602801817,SINGLE,"[(33, 26)]",NO_PEAK,"[]",NO_PEAK,"[]",DOUBLE,"[(39, 32)(33, 26)]",DOUBLE,"[(33, 26)(39, 33)]"
1237663782602997871,DOUBLE,"[(47, 39)(81, 55)]",DOUBLE,"[(46, 39)(81, 54)]",DOUBLE,"[(47, 39)(81, 54)]",DOUBLE,"[(46, 39)(48, 50)]",DOUBLE,"[(47, 39)(48, 53)]"
