objid,bands,pid1,pid2
1237655494368755979,r,1237655494368755979,1237655494368755984
1237655494905626835,gri,1237655494905626834,1237655494905626835
1237655497590112678,gr,1237655497590112678,1237655497590112678
1237655494368690266,i,1237655494368690266,1237655494368690283
1237655498664050807,ug,1237655498664050807,1237655498664050807
1237655498663919796,ri,1237655498663919796,1237655498663919796
1237655498663788692,gr,1237655498663788692,1237655498663788692
1237655494905233636,r,1237655494905233636,1237655494905233636
1237655494905299124,i,1237655494905233670,1237655494905299124
1237655494368231676,ri,1237655494368231676,1237655494368231676
1237657628449898585,ur,1237657628449898585,1237657628449898585
1237657628449767836,r,1237657628449767836,1237657628449767840
1237657856068813019,gr,1237657856068813019,1237657856068813023
1237657855531483361,u,1237657855531483361,1237657855531483362
1237658206115987548,i,1237658206115987548,1237658206115987548
1237657628449308751,i,1237657628449308751,1237657628449308751
1237657628449308868,i,1237657855531352556,1237657855531352556
1237657628449636482,g,1237657628449636482,1237657628449636482
1237657628449374411,r,1237657628449374411,1237657628449374411
1237657856068223052,g,1237657856068223052,1237657856068223052
1237657856068157557,gr,1237657856068157557,1237657856068157558
1237657627912241358,i,1237657627912241358,1237657627912241359
1237657856068157517,ri,1237657856068157517,1237657856068157517
1237657856605093940,u,1237657856605093940,1237657856605093940
1237657628986114217,g,1237657628986114217,1237657628986114217
1237657627912110252,ri,1237657627912110252,1237657627912110253
1237657855531024523,ri,1237657855531024523,1237657855531024523
1237657856067960952,ri,1237657856067960952,1237657856067960954
1237657856067764477,i,1237657856067764477,1237657856067764478
1237659154216648943,ri,1237659154216648943,1237659154216648943
1237665357231161518,r,1237665357231161518,1237665357231161518
1237665357230702876,i,1237665357230702876,1237665357230702876
1237662303519506697,ri,1237662303519506697,1237662303519506697
1237665357230899561,i,1237665357230899561,1237665357230899561
1237659119333540063,gri,1237659119333540063,1237659119333540063
1237662303519244469,ri,1237662303519244469,1237662303519244469
1237662303519310001,ri,1237662303519310001,1237662303519310001
1237659131682161439,i,1237659131682161439,1237659131682161439
1237662501081120864,i,1237662501081120864,1237662501081120864
1237662303518982257,g,1237662303518982257,1237662303518982257
1237659119333474402,i,1237659119333474402,1237659119333474399
1237659131681833112,i,1237659131681833112,1237659131681833112
1237662501081055383,ri,1237662501081055392,1237662501081055384
1237662501080989938,gri,1237662501080989937,1237662501080989938
1237662303518785820,i,1237662303518785820,1237662303518785821
1237659131144962152,i,1237659131144962152,1237659131144962152
1237659119333081307,gri,1237659119333081307,1237659119333081307
1237659119333277952,gri,1237659119333277952,1237659119333277952
1237662303518523616,ri,1237662303518523616,1237662303518523616
1237659120406954207,i,1237659120406954207,1237659120406954208
1237678595929145600,ri,1237678595929145600,1237678595929145600
1237663544219140688,i,1237663544219140688,1237663544219140688
1237678617404179068,g,1237678617404178524,1237678617404178517
1237678617940983847,ri,1237678617940983847,1237678617940983847
1237663542609445074,gr,1237663542609445074,1237663542609445074
1237661949199188240,gri,1237661949199188240,1237661949199188240
1237661949199122874,r,1237661949199123455,1237661949199123455
1237665532783427759,i,1237665532783427759,1237665532783427758
1237665532246687850,g,1237665532246687850,1237665532246687852
1237665531709685907,gri,1237665531709685907,1237665531709685907
1237665531709817012,g,1237665531709817012,1237665531709817012
1237665531709816971,gi,1237665531709816971,1237665531709816971
1237665532246884530,gri,1237665532246884530,1237665532246884530
1237665549424132235,g,1237665549424132235,1237665549424132235
1237665548887261530,gr,1237665548887261530,1237665548887261530
1237665532783820985,i,1237665532783820985,1237665532783821020
1237665531709947988,gri,1237665531709947988,1237665531709947988
1237665549424263354,ri,1237665549424263354,1237665549424263359
1237665549424394335,gri,1237665549424394335,1237665549424394335
1237665532246949937,i,1237665532246949932,1237665532246949932
1237665548887457882,ri,1237665548887457882,1237665548887457882
1237665549424197893,gri,1237665549424197893,1237665549424263244
1237665531710144554,gri,1237665531710144556,1237665531710144556
1237665548887589085,ri,1237665548887589085,1237665548887589089
1237665532784017639,g,1237665532784017639,1237665532784017639
1237665549961396273,i,1237665549961396273,1237665549961396278
1237665532783952073,ugri,1237665532783952073,1237665532783952073
1237665532783886533,r,1237665532783886533,1237665532783886544
1237664667902345339,g,1237664667902345339,1237664667902345339
1237662224598106149,ri,1237662224598106149,1237662224598106150
1237664668439347337,u,1237664668439347337,1237664668439347337
1237662225135042680,r,1237662225135042680,1237662225135042680
1237662224060973155,ri,1237662224060973155,1237662224060973156
1237662224061104203,i,1237662224061104203,1237662224061104203
1237664668439085315,u,1237664668439085315,1237664668439085315
1237662225134649590,ri,1237662225134649590,1237662225134649592
1237662225134649402,ri,1237662225134649402,1237662225134649404
1237664668975497289,ugri,1237664668975497289,1237664668975497289
1237662224060842045,ri,1237662224060842045,1237662224060842045
1237664668975694147,r,1237664668975694147,1237664668975694147
1237662224597647567,i,1237662224597647567,1237662224597647575
1237662224597647642,g,1237662224597647642,1237662224597647644
1237664668975693956,g,1237664668975693956,1237664668975693956
1237662224597516414,ri,1237662224597516414,1237662224597516414
1237664669512368272,g,1237664669512368272,1237664669512368272
1237664819824099410,gri,1237664819824099410,1237664819824099411
1237664819286966368,ri,1237664819286966368,1237664819286966371
1237664819823771843,gri,1237664819823771843,1237664819823771843
1237664819823771818,ri,1237664819823771818,1237664819823771819
1237664818213224608,gri,1237664818213224608,1237664818213224608
1237664819286966421,r,1237664819286966421,1237664819286966422
1237664338791366826,ug,1237664338791366826,1237664338791366826
1237664339328237625,i,1237664339328237625,1237664339328237625
1237664339328237699,i,1237664339328237699,1237664339328237699
1237664338254430308,r,1237664338254430308,1237664338254430308
1237664819823509597,i,1237664819823509597,1237664819823509598
1237664819286638723,i,1237664819286638723,1237664819286638725
1237664667370193096,ri,1237664667370193096,1237664667370193096
1237664339328041101,r,1237664339328041101,1237664339328041108
1237664667907326078,gri,1237664667907326078,1237664667907326079
1237665024906821809,gr,1237665024906821809,1237665024906821811
1237665128545714327,i,1237665128545714327,1237665128545714328
1237665128008646818,r,1237665128008646818,1237665128008646818
1237665128008777949,g,1237665128008777949,1237665128008777950
1237665128008843425,gri,1237665128008843425,1237665128008843425
1237665129082650730,g,1237665129082650730,1237665129082650730
1237665024370147405,i,1237665024370147404,1237665024370147405
1237665024906887327,r,1237665024906887327,1237665024906887327
1237665128008974510,gr,1237665128008974510,1237665128008974510
1237665024907214954,u,1237665024907214954,1237665024907214954
1237662224608133243,i,1237662224608133243,1237662224608133243
1237662225145135304,g,1237662225145135304,1237662225145135305
1237662225145200838,ri,1237662225145200838,1237662225145200825
1237664293683396749,g,1237664293683396749,1237664293683396749
1237664294220202141,g,1237664294220202141,1237664294220202141
1237664293683462179,i,1237664293683462179,1237664293683462179
1237664294757007569,i,1237664294757007569,1237664294757007571
1237662225145069735,g,1237662225145069735,1237662225145069736
1237662224071000164,gri,1237662224071000158,1237662224071000158
1237664293683265636,ri,1237664293683265636,1237664293683265636
1237664669505814681,i,1237664669505814681,1237664669505814684
1237662226201444749,i,1237662226201444749,1237662226201444749
1237661381698781376,g,1237661381698781376,1237661381698782013
1237664669505552492,u,1237664669505552492,1237664669505552492
1237662225664245915,i,1237662225664245915,1237662225664245915
1237661136883417213,u,1237661136883417213,1237661136883417213
1237661381698912440,r,1237661381698912440,1237661381698912441
1237664669505617959,ri,1237664669505617959,1237664669505617959
1237661136883548276,ri,1237661136883548276,1237661136883548276
1237664669505945776,i,1237664669505945776,1237664669505945784
1237662225664508071,g,1237662225664508071,1237662225664508071
1237664871899070698,i,1237664871899070698,1237664871899070700
1237664871899005080,gri,1237664871899005080,1237664871899005079
1237664668968943732,i,1237664668968878352,1237664668968878352
1237664871899201586,gri,1237664871899201585,1237664871899201586
1237664669506142271,ug,1237664669506142271,1237664669506142271
1237662263241932877,gri,1237662263241932877,1237662263241932877
1237662263241801970,i,1237662263241801970,1237662263241801970
1237662237478158404,ugri,1237662237478158404,1237662237478158408
1237662262704931075,gr,1237662262704931075,1237662262704931076
1237662236404351175,ri,1237662236404351175,1237662236404351179
1237662236404351058,r,1237662236404351056,1237662236404351056
1237662262704930955,ri,1237662262704930955,1237662262704930957
1237662236941156572,i,1237662236941156572,1237662236941156572
1237662236941287544,i,1237662236941287544,1237662236941287545
1237662237478027611,g,1237662237478027611,1237662237478027611
1237663716017832252,g,1237663716017832252,1237663716017832266
1237657189835735414,r,1237657189835735414,1237657189835735414
1237663783664746773,r,1237663783664746773,1237663783664746773
1237656971300175896,i,1237656971300175895,1237656971300175896
1237663783664287900,gri,1237663783664287898,1237663783664287900
1237657190908756118,gri,1237657190908756117,1237657190908756118
1237657190908625382,i,1237657190908625357,1237657190908625357
1237663783127023873,ri,1237663783127023872,1237663783127023873
1237657189835014315,i,1237657189835014315,1237657189835014315
1237657190371623095,ri,1237657190371623095,1237657190371623095
1237663783663829257,i,1237663783663829257,1237663783663829258
1237663204917772408,ri,1237663204917772408,1237663204917772408
1237663716554965158,g,1237663716554965158,1237663716554965158
1237651735766237377,ri,1237651735766237377,1237651735766237378
1237651753482912047,r,1237651753482912047,1237651753482912048
1237651752945844459,g,1237651752945844459,1237651752945844459
1237651505952981023,gr,1237651505952981052,1237651505952981023
1237651735229235463,gri,1237651735229235463,1237651735229235463
1237651753482453117,gr,1237651753482453117,1237651753482453117
1237651737376719014,ri,1237651737376719014,1237651737376719014
1237651755093262512,ri,1237651755093262512,1237651755093262512
1237651737913786536,u,1237651737913786537,1237651737913786537
1237651737376784525,ri,1237651737376784525,1237651737376784525
1237651736839782613,u,1237651736839783164,1237651736839782613
1237651754019455111,g,1237651754019455111,1237651754019455111
1237651754019324073,gr,1237651754019324073,1237651754019324074
1237651754556653641,i,1237651754556653640,1237651754556653641
1237651754556457224,i,1237651754556457059,1237651754556457058
1237651754019651658,g,1237651754019651658,1237651754019651658
1237651755093590107,ri,1237651755093590107,1237651755093590107
1237651755093655825,g,1237651755093655825,1237651755093655825
1237651737377177798,g,1237651737377177798,1237651737377177803
1237651755093721169,r,1237651755093721169,1237651755093721169
1237651736303304947,ri,1237651736303304947,1237651736303304948
1237651736840437967,gri,1237651736840437967,1237651736840437967
1237651753483239561,i,1237651753483239561,1237651753483239562
1237661416601747571,i,1237661416601747571,1237661416601747571
1237661416601747527,i,1237661416601747527,1237661416601747527
1237661387067687190,i,1237661387067687190,1237661387067687190
1237661417675358319,i,1237661417675358319,1237661417675358320
1237661417675161868,i,1237661417675161868,1237661417675161870
1237661416064811014,gri,1237661416064811013,1237661416064811014
1237661416064352377,gi,1237661416064352377,1237661416064352377
1237661385993486515,u,1237661385993486515,1237661385993486515
1237661416064286831,g,1237661416064286831,1237661416064286831
1237661385993224219,r,1237661385993224219,1237661385993224221
1237661417137832110,g,1237661417137832110,1237661417137832110
1237661418748379320,i,1237661418748379320,1237661418748379320
1237661417674572023,g,1237661417674572023,1237661417674572023
1237661417674637436,i,1237661417674637345,1237661417674637345
1237661417674703052,i,1237661417674703051,1237661417674703583
1237661138498027798,g,1237661138498027801,1237661138498027801
1237661137961157492,i,1237661137961157492,1237661137961157492
1237661139034898639,u,1237661139034898640,1237661139034898640
1237661139034898558,i,1237661139034898558,1237661139034898558
1237661139034833111,u,1237661139034833111,1237661139034833111
1237661383850590253,gri,1237661383850590254,1237661383850590253
1237661137961222216,ri,1237661137961222216,1237661137961222216
1237661139035095087,ugri,1237661139035095087,1237661139035095088
