objid,bands,pid1,pid2
1237652947993362681,g,1237652947993362681,1237652947993362681
1237652629103247430,ri,1237652629103247430,1237652629103247431
1237652629639921735,g,1237652629639921735,1237652629639921735
1237652948530102436,ri,1237652948530102436,1237652948530102437
1237652901826461800,i,1237652901826461800,1237652901826461800
1237651272431763564,r,1237651272431763564,1237651272431763564
1237651272431829116,ugri,1237651272431829116,1237651272431829120
1237651538169757876,gri,1237651538169757876,1237651538169757876
1237651272431632491,u,1237651272431632491,1237651272431632491
1237651272431566977,i,1237651272431566977,1237651272431566977
1237651272431632488,ri,1237651272431632488,1237651272431632489
1237651272968437871,r,1237651272968437871,1237651272968437871
1237651537632362986,ri,1237651537632362982,1237651537632362982
1237651271894499501,i,1237651271894499501,1237651271894499501
1237651272431370361,i,1237651538169364620,1237651538169364620
1237651538706235454,i,1237651538706235459,1237651538706235481
1237651272431173774,g,1237651272431173774,1237651272431173774
1237651272431108304,g,1237651272431108304,1237651272431108304
1237651274042310911,r,1237651274042310911,1237651274042310911
1237651540317175993,gri,1237651540317175993,1237651540317175993
1237651540316979407,r,1237651540316979407,1237651540316979408
1237651274042376321,g,1237651274042376321,1237651274042376321
1237651274042114153,gi,1237651274042114153,1237651274042114154
1237653618544083049,gri,1237653618544083049,1237653618544083050
1237654381983432881,gr,1237654381983432881,1237654381983432884
1237655370355966145,i,1237655370355966145,1237655370355966147
1237653616397058233,i,1237653616397058233,1237653616397058235
1237653616397189344,gri,1237653616397189344,1237653616397189346
1237653616397189201,r,1237653616397189203,1237653616397189201
1237652598500556897,ri,1237652598500556897,1237652598500556898
1237652599037493467,i,1237652599037493467,1237652599037493468
1237652599037493608,u,1237652599037493604,1237652599037493605
1237652599037558912,gri,1237652599037558912,1237652599037558912
1237652599574430090,i,1237652599574430096,1237652599574430094
1237652599574102262,i,1237652599574102262,1237652599574102265
1237652599574102220,g,1237652599574102220,1237652599574102220
1237656538588709054,r,1237656538588709054,1237656538588709057
1237652598500294777,i,1237652598500294777,1237652598500294779
1237656536978161754,gri,1237656536978161752,1237656536978161754
1237656537514967071,ri,1237656537514967071,1237656537514967071
1237656536978096286,ri,1237656536978096286,1237656536978096286
1237652599037034785,r,1237652599037034785,1237652599037034785
1237652599037034794,g,1237652599037034794,1237652599037034797
1237652599573905542,r,1237652599573905542,1237652599573905544
1237652599573905619,i,1237652599573905619,1237652599573905620
1237652598500163702,gri,1237652598500163702,1237652598500163702
1237652598500163842,i,1237652598500163842,1237652598500164760
1237652599573774475,r,1237652599573774475,1237652599573774475
1237656537514770572,r,1237656537514770571,1237656537514770572
1237652599036969186,u,1237652599036969899,1237652599036970081
1237652599036838104,u,1237652599036839054,1237652599036839054
1237652599573774572,gri,1237652599573774572,1237652599573774575
1237666299481161884,gri,1237666299481161883,1237666299481161884
1237666299481227409,g,1237666299481227414,1237666299481227414
1237660240312926456,g,1237660240312926456,1237660240312926456
1237666300554838122,r,1237666300554838122,1237666300554838123
1237666302165647488,ri,1237666302165647489,1237666302165647488
1237666301091577996,r,1237666301091577996,1237666301091577996
1237666302165713096,gri,1237666302165713096,1237666302165713096
1237645943975837722,g,1237645943975837722,1237645943975837722
1237666301628907664,gr,1237666301628907664,1237666301628907664
1237666302165844171,i,1237666302165844918,1237666302165844171
1237666301628907703,ri,1237666301628907703,1237666301628907702
1237660241387061373,i,1237660241387061373,1237660241387061373
1237660241387126884,r,1237660241387127760,1237660241387127760
1237666301091971122,i,1237666301091971123,1237666301091971123
1237660241924129009,g,1237660241924129009,1237660241924129009
1237660241924194512,gr,1237660241924194512,1237660241924194518
1237660241924128923,r,1237660241924128923,1237660241924128928
1237660241387192512,i,1237660241387192512,1237660241387192512
1237663784219115547,i,1237663784219115547,1237663784219115547
1237666301629104281,ri,1237666301629104281,1237666301629104281
1237666301092298926,i,1237666301092298926,1237666301092298927
1237666301629235386,gr,1237666301629235386,1237666301629235386
